Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;576.0;4.79167;1065.0;8.86667
Standing on tiptoes;6.0;1065.0;8.86667;1525.0;12.7
Walking;8.0;1525.0;12.7;2204.0;18.35833
Pushing the bag;25.0;2204.0;18.35833;2761.0;23.0
Doing squats;5.0;2761.0;23.0;3226.0;26.875
Jumping in place;14.0;3226.0;26.875;3550.0;29.575
Leaning backward;27.0;3550.0;29.575;4124.0;34.35833
Walking on tiptoes;11.0;4124.0;34.35833;5021.0;41.83333
Climbing the stairs;21.0;5021.0;41.83333;5594.0;46.60833
Standing upright without moving;2.0;5594.0;46.60833;5923.0;49.35
Jumping on the right leg;15.0;5923.0;49.35;6444.0;53.69167
Looking backward;29.0;6444.0;53.69167;6989.0;58.23333
Jogging;9.0;6989.0;58.23333;7841.0;65.33333
Sitting on the stool;20.0;7841.0;65.33333;8502.0;70.84167
Balancing on the right leg ;4.0;8502.0;70.84167;8802.0;73.34167
Jumping to the side;17.0;8802.0;73.34167;9089.0;75.73333
Leaning to the side;28.0;9089.0;75.73333;9731.0;81.08333
Walking backwards;10.0;9731.0;81.08333;10470.0;87.24167
Lifting the bag with one hand;22.0;10470.0;87.24167;11047.0;92.05
Jumping on the left leg;16.0;11047.0;92.05;11565.0;96.36667
Jumping backward;19.0;11565.0;96.36667;11827.0;98.55
Putting left hand on the ground;30.0;11827.0;98.55;12465.0;103.86667
Hopping around on one leg;12.0;12465.0;103.86667;13196.0;109.95833
Lifting the bag with two hands;23.0;13196.0;109.95833;13684.0;114.025
Standing on heels;7.0;13684.0;114.025;14315.0;119.28333
Jumping forward;18.0;14315.0;119.28333;14590.0;121.575
Leaning forward;26.0;14590.0;121.575;15301.0;127.5
Side-stepping;13.0;15301.0;127.5;16011.0;133.41667
Pulling the bag;24.0;16011.0;133.41667;16476.0;137.29167
Balancing on the left leg ;3.0;16476.0;137.29167;17138.0;142.80833
Putting right hand on the ground;31.0;17138.0;142.80833;17566.0;146.375
Standing in T-pose;1.0;17566.0;146.375;17816.0;148.45746
