Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;828.0;6.89167;1362.0;11.34167
Jumping on the right leg;15.0;1362.0;11.34167;2139.0;17.81667
Walking;8.0;2139.0;17.81667;2785.0;23.2
Pulling the bag;24.0;2785.0;23.2;3677.0;30.63333
Standing on tiptoes;6.0;3677.0;30.63333;3960.0;32.99167
Jumping in place;14.0;3960.0;32.99167;4538.0;37.80833
Putting left hand on the ground;30.0;4538.0;37.80833;5241.0;43.66667
Hopping around on one leg;12.0;5241.0;43.66667;5949.0;49.56667
Climbing the stairs;21.0;5949.0;49.56667;6754.0;56.275
Balancing on the left leg ;3.0;6754.0;56.275;7010.0;58.40833
Jumping on the right leg;15.0;7010.0;58.40833;7480.0;62.325
Leaning backward;27.0;7480.0;62.325;8030.0;66.90833
Walking on tiptoes;11.0;8030.0;66.90833;8835.0;73.61667
Lifting the bag with two hands;23.0;8835.0;73.61667;9706.0;80.875
Balancing on the right leg ;4.0;9706.0;80.875;10074.0;83.94167
Jumping on the left leg;16.0;10074.0;83.94167;10539.0;87.81667
Looking backward;29.0;10539.0;87.81667;10967.0;91.38333
Walking backwards;10.0;10967.0;91.38333;11792.0;98.25833
Lifting the bag with one hand;22.0;11792.0;98.25833;12709.0;105.9
Standing on heels;7.0;12709.0;105.9;12966.0;108.04167
Jumping backward;19.0;12966.0;108.04167;13434.0;111.94167
Putting right hand on the ground;31.0;13434.0;111.94167;14017.0;116.8
Jogging;9.0;14017.0;116.8;14701.0;122.5
Pulling the bag;24.0;14701.0;122.5;15640.0;130.325
Standing upright without moving;2.0;15640.0;130.325;16014.0;133.44167
Jumping forward;18.0;16014.0;133.44167;16503.0;137.51667
Leaning forward;26.0;16503.0;137.51667;17137.0;142.8
Side-stepping;13.0;17137.0;142.8;17869.0;148.9
Sitting on the stool;20.0;17869.0;148.9;18584.0;154.85833
Doing squats;5.0;18584.0;154.85833;19078.0;158.975
Leaning to the side;28.0;19078.0;158.975;19559.0;162.98333
Standing in T-pose;1.0;19559.0;162.98333;19750.0;164.57628
