Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;579.0;4.81667;1085.0;9.03333
Leaning forward;26.0;1085.0;9.03333;1524.0;12.69167
Hopping around on one leg;12.0;1524.0;12.69167;2224.0;18.525
Pulling the bag;24.0;2224.0;18.525;2959.0;24.65
Jumping on the left leg;16.0;2959.0;24.65;3347.0;27.88333
Jumping on the right leg;15.0;3347.0;27.88333;3753.0;31.26667
Looking backward;29.0;3753.0;31.26667;4118.0;34.30833
Walking on tiptoes;11.0;4118.0;34.30833;5048.0;42.05833
Pushing the bag;25.0;5048.0;42.05833;5659.0;47.15
Doing squats;5.0;5659.0;47.15;6149.0;51.23333
Balancing on the left leg ;3.0;6149.0;51.23333;6686.0;55.70833
Leaning to the side;28.0;6686.0;55.70833;7114.0;59.275
Walking;8.0;7114.0;59.275;7767.0;64.71667
Lifting the bag with two hands;23.0;7767.0;64.71667;8270.0;68.90833
Standing on tiptoes;6.0;8270.0;68.90833;8911.0;74.25
Jumping to the side;17.0;8911.0;74.25;9130.0;76.075
Leaning backward;27.0;9130.0;76.075;9736.0;81.125
Side-stepping;13.0;9736.0;81.125;10752.0;89.59167
Sitting on the stool;20.0;10752.0;89.59167;11294.0;94.10833
Standing on heels;7.0;11294.0;94.10833;11702.0;97.50833
Jumping forward;18.0;11702.0;97.50833;11966.0;99.70833
Putting right hand on the ground;31.0;11966.0;99.70833;12602.0;105.00833
Walking backwards;10.0;12602.0;105.00833;13475.0;112.28333
Climbing the stairs;21.0;13475.0;112.28333;13966.0;116.375
Standing upright without moving;2.0;13966.0;116.375;14361.0;119.66667
Jumping in place;14.0;14361.0;119.66667;14824.0;123.525
Putting left hand on the ground;30.0;14824.0;123.525;15300.0;127.49167
Jogging;9.0;15300.0;127.49167;15992.0;133.25833
Lifting the bag with one hand;22.0;15992.0;133.25833;16575.0;138.11667
Balancing on the right leg ;4.0;16575.0;138.11667;17142.0;142.84167
Jumping backward;19.0;17142.0;142.84167;17434.0;145.275
Standing in T-pose;1.0;17434.0;145.275;18102.0;150.84342
