Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;9.0;7.25;6.25;4.25;1.0;0.75;0.25;0.25;2.25;0.75;1.0;0.5;0.25;1.25;0.25;0.5;-0.221191;0.019531;0.986816;-0.63;0.7;0.56;409.0;-0.213887;-0.004603;5.75;5.75;3.75;3.75;1.5;1.75;0.5;0.75;2.75;1.5;1.5;0.75;0.75;1.5;1.0;0.75;-0.255859;0.027344;0.970703;-0.7;-0.91;0.7;392.0;-0.120531;-0.030155
0.01;9.0;7.25;6.25;4.25;1.0;0.75;0.25;0.25;2.25;0.75;1.0;0.5;0.25;1.25;0.25;0.5;-0.221191;0.019531;0.986816;-0.63;0.7;0.56;409.0;-0.213887;-0.004603;4.75;5.5;3.5;3.75;1.5;1.75;0.5;0.75;2.75;1.5;1.5;0.5;0.75;1.25;1.25;0.75;-0.255859;0.033691;0.976562;-0.7;-0.91;0.63;373.0;-0.110572;-0.034071
0.02;9.0;7.25;6.0;4.25;1.0;0.75;0.25;0.25;2.25;1.0;1.0;0.5;0.25;1.25;0.5;0.5;-0.219727;0.023926;0.991211;-0.63;0.56;0.56;412.0;-0.206041;-0.005365;5.25;5.5;3.5;4.0;1.5;1.75;0.5;0.75;2.75;1.5;1.25;0.5;0.75;1.75;1.0;0.5;-0.253906;0.027344;0.973145;-0.84;-0.91;0.7;379.0;-0.118226;-0.028782
0.03;8.75;7.25;6.25;4.25;1.0;0.75;0.25;0.25;2.25;0.75;1.0;0.75;0.25;1.25;0.25;0.5;-0.222168;0.022949;0.988281;-0.63;0.7;0.56;409.0;-0.209599;-0.00744;5.75;5.5;3.5;4.0;1.25;1.75;0.5;1.0;2.75;1.5;1.25;0.75;0.5;1.5;1.0;0.5;-0.250488;0.025879;0.977051;-0.77;-0.91;0.7;384.0;-0.12374;-0.031989
0.04;8.75;7.0;6.25;4.0;1.0;0.5;0.25;0.25;2.25;0.75;1.0;0.75;0.25;1.25;0.25;0.25;-0.222656;0.024902;0.98584;-0.63;0.63;0.49;399.0;-0.210249;-0.001689;5.5;5.5;3.75;4.0;1.25;1.75;0.5;0.5;2.75;1.5;1.25;0.75;0.5;1.5;1.0;0.5;-0.256836;0.032227;0.973633;-0.77;-0.98;0.7;376.0;-0.125255;-0.024101
0.05;9.0;7.0;6.0;4.0;1.0;0.5;0.25;0.25;2.5;0.5;1.0;0.75;0.25;1.25;0.25;0.5;-0.220215;0.019531;0.992188;-0.56;0.63;0.42;401.0;-0.208116;-0.000756;5.0;5.5;3.75;4.0;1.5;1.75;0.5;0.75;2.5;1.5;1.25;0.75;0.5;1.5;1.0;0.5;-0.258301;0.03125;0.976074;-0.77;-0.91;0.7;374.0;-0.123441;-0.032372
0.06;9.0;7.0;6.0;4.0;1.0;0.75;0.25;0.25;2.5;0.5;1.0;0.5;0.25;1.25;0.25;0.5;-0.227051;0.021484;0.980957;-0.56;0.56;0.63;401.0;-0.210697;-0.000654;5.25;5.5;3.5;4.0;1.5;1.75;0.5;0.75;2.5;1.5;1.25;0.75;0.5;1.5;1.0;0.5;-0.25293;0.032715;0.975098;-0.77;-0.91;0.7;374.0;-0.1244;-0.032295
0.07;8.75;7.0;6.0;4.0;1.0;0.5;0.25;0.25;2.5;1.0;0.75;0.5;0.25;1.0;0.25;0.5;-0.219727;0.021484;0.98584;-0.63;0.56;0.56;396.0;-0.210091;0.001322;4.75;5.25;3.5;4.0;1.5;1.75;0.5;0.75;2.75;1.5;1.25;0.75;0.5;1.5;1.0;0.25;-0.259766;0.030273;0.970703;-0.84;-0.91;0.7;368.0;-0.116356;-0.029436
0.08;8.75;7.25;6.0;4.0;1.0;0.5;0.25;0.25;2.25;1.0;1.0;0.5;0.0;1.0;0.25;0.25;-0.223145;0.020508;0.983887;-0.63;0.63;0.49;394.0;-0.216898;0.000873;5.0;5.25;3.5;3.75;1.25;1.5;0.5;1.0;2.75;1.25;1.25;0.75;0.5;1.5;1.0;0.25;-0.253906;0.035156;0.976074;-0.7;-0.91;0.63;363.0;-0.118412;-0.030386
0.09;8.75;7.25;6.0;4.25;1.0;0.5;0.25;0.25;2.25;0.75;1.0;0.5;0.0;1.25;0.5;0.25;-0.222168;0.024902;0.986816;-0.7;0.56;0.56;399.0;-0.21254;-0.000839;4.75;5.25;3.5;3.75;1.25;1.5;0.5;0.75;2.75;1.5;1.25;0.75;0.5;1.5;1.0;0.5;-0.254883;0.029785;0.968262;-0.77;-0.91;0.7;360.0;-0.112603;-0.027723
0.1;8.75;7.25;5.75;4.25;1.0;0.75;0.25;0.25;2.25;1.0;1.0;0.5;0.0;0.75;0.5;0.25;-0.222168;0.022949;0.985352;-0.63;0.63;0.56;397.0;-0.215746;-0.005191;4.75;5.25;3.75;4.0;1.5;1.75;0.5;0.75;2.75;1.25;1.25;0.75;0.5;1.5;0.75;0.5;-0.257812;0.025391;0.972168;-0.77;-0.98;0.63;367.0;-0.122536;-0.029907
0.11;8.75;7.0;6.0;4.25;1.0;0.5;0.25;0.25;2.25;1.0;1.0;0.5;0.25;0.75;0.25;0.25;-0.220215;0.019043;0.987305;-0.63;0.63;0.56;394.0;-0.217557;-0.003579;4.75;5.25;3.75;3.75;1.5;1.75;0.5;0.75;2.5;1.5;1.25;0.75;0.5;1.25;0.75;0.5;-0.257812;0.03418;0.973633;-0.7;-0.98;0.63;361.0;-0.125506;-0.031901
0.12;8.75;7.0;6.25;4.25;1.0;0.5;0.25;0.25;2.0;1.0;0.75;0.5;0.25;1.0;0.0;0.25;-0.225098;0.022949;0.998535;-0.56;0.7;0.56;390.0;-0.226365;-0.002922;4.75;5.5;3.75;3.5;1.5;1.75;0.5;0.75;2.75;1.5;1.25;0.75;0.5;1.5;0.75;0.5;-0.259277;0.038086;0.975098;-0.77;-1.05;0.77;366.0;-0.119038;-0.026923
0.13;9.0;7.0;6.25;4.25;1.25;0.5;0.25;0.25;2.0;0.75;0.5;0.5;0.0;1.0;0.25;0.25;-0.214355;0.022461;0.987305;-0.56;0.49;0.56;391.0;-0.231306;0.000902;4.75;5.5;3.75;4.0;1.25;1.25;0.5;0.75;2.75;1.5;1.25;1.0;0.5;1.5;1.0;0.5;-0.258301;0.034668;0.974121;-0.84;-0.98;0.7;369.0;-0.114539;-0.029422
0.14;8.75;7.0;6.25;4.25;1.0;0.5;0.25;0.25;2.25;0.5;1.0;0.5;0.0;1.25;0.25;0.25;-0.222656;0.021484;0.992188;-0.63;0.77;0.56;394.0;-0.219423;0.00104;5.0;5.25;3.5;3.75;1.25;1.25;0.5;0.5;2.75;1.5;1.5;0.75;0.5;1.5;1.0;0.5;-0.255371;0.032715;0.973145;-0.77;-0.98;0.77;359.0;-0.113031;-0.021093
0.15;8.5;7.25;6.0;4.0;1.0;0.5;0.25;0.25;2.25;0.5;1.25;0.75;0.0;1.25;0.25;0.25;-0.226562;0.021973;0.986328;-0.56;0.7;0.49;393.0;-0.212112;-0.002794;5.0;5.25;3.75;3.75;1.25;1.25;0.5;0.75;2.75;1.5;1.25;1.0;0.5;1.5;0.75;0.5;-0.257812;0.029785;0.972656;-0.77;-0.91;0.7;363.0;-0.117384;-0.025366
0.16;8.5;7.0;6.25;4.25;1.0;0.5;0.25;0.25;2.25;0.5;1.25;0.5;0.25;1.25;0.25;0.25;-0.222656;0.024414;0.991699;-0.56;0.7;0.56;396.0;-0.212588;-0.003322;5.0;5.25;3.5;3.75;1.5;1.5;0.5;0.75;2.75;1.5;1.25;0.75;0.5;1.5;0.75;0.5;-0.254395;0.02832;0.977051;-0.77;-0.91;0.7;363.0;-0.119076;-0.025494
0.17;8.75;7.0;5.75;4.25;1.0;0.5;0.25;0.25;2.25;0.75;1.25;0.25;0.25;1.25;0.25;0.25;-0.220215;0.022461;0.988281;-0.63;0.7;0.56;393.0;-0.212954;-0.00132;4.75;5.25;3.5;3.5;1.5;1.75;0.5;0.75;2.5;1.5;1.25;0.75;0.5;1.25;1.0;0.5;-0.25293;0.023926;0.978027;-0.84;-0.98;0.7;357.0;-0.118675;-0.031719
0.18;9.0;7.0;6.0;4.25;1.0;0.5;0.25;0.25;1.75;0.5;0.75;0.5;0.25;1.25;0.25;0.5;-0.228027;0.029297;0.978516;-0.63;0.56;0.56;388.0;-0.227891;-0.007061;4.75;5.25;3.5;3.5;1.5;1.25;0.5;0.75;2.75;1.75;1.5;0.75;0.5;1.25;0.75;0.5;-0.257324;0.033203;0.974121;-0.84;-0.98;0.7;358.0;-0.112979;-0.02416
0.19;9.0;7.25;6.0;4.0;1.0;0.5;0.25;0.25;2.0;0.25;1.25;0.5;0.25;1.25;0.0;0.5;-0.223633;0.02002;0.987793;-0.56;0.7;0.63;391.0;-0.225643;-0.005398;4.75;5.25;3.5;3.75;1.25;1.5;0.5;0.75;2.75;1.0;1.25;0.75;0.5;1.25;0.75;0.5;-0.255371;0.027344;0.970703;-0.84;-0.98;0.7;349.0;-0.126104;-0.030132
0.2;8.75;7.0;6.0;4.0;1.0;0.5;0.25;0.25;2.25;0.5;1.25;0.5;0.25;1.25;0.25;0.5;-0.228027;0.020508;0.991211;-0.56;0.63;0.56;395.0;-0.210826;-0.002714;5.25;5.5;3.75;4.0;1.5;1.25;0.5;0.75;2.75;1.25;1.25;0.75;0.5;1.25;1.0;0.5;-0.258301;0.030762;0.975586;-0.77;-0.91;0.77;369.0;-0.127613;-0.026508
0.21;8.75;7.0;6.0;4.25;1.0;0.5;0.25;0.25;2.5;0.5;0.75;0.5;0.25;0.75;0.25;0.25;-0.220215;0.017578;0.987305;-0.56;0.7;0.49;389.0;-0.223148;-0.001187;5.75;5.5;3.5;3.75;1.25;1.25;0.5;0.75;2.75;1.5;1.5;0.75;0.5;1.25;1.0;0.5;-0.253906;0.027344;0.969727;-0.77;-0.98;0.7;372.0;-0.123871;-0.024502
0.22;8.75;6.75;6.0;4.25;1.0;0.5;0.25;0.25;2.25;0.5;0.75;0.5;0.25;0.5;0.5;0.25;-0.22168;0.022461;0.985352;-0.49;0.56;0.56;384.0;-0.225479;-0.004357;5.25;5.5;3.5;3.25;1.25;1.25;0.5;0.75;2.75;1.5;1.25;0.75;0.5;1.5;1.0;0.5;-0.253906;0.032715;0.975586;-0.84;-0.98;0.77;359.0;-0.116062;-0.021227
0.23;8.75;7.25;6.0;4.25;1.0;0.75;0.25;0.25;2.25;0.5;1.0;0.25;0.25;0.75;0.25;0.5;-0.225098;0.017578;0.985352;-0.56;0.63;0.63;393.0;-0.225918;-0.006663;4.75;5.25;3.5;3.5;1.25;1.5;0.5;0.75;2.75;1.5;1.5;1.0;0.5;1.5;0.75;0.5;-0.253906;0.025879;0.973145;-0.91;-0.98;0.77;360.0;-0.11003;-0.028494
0.24;8.75;6.75;6.0;4.0;1.0;0.5;0.25;0.25;2.25;0.25;1.25;0.25;0.25;1.0;0.25;0.5;-0.219727;0.019531;0.987793;-0.63;0.63;0.49;384.0;-0.219732;-0.001026;5.25;5.5;3.5;3.75;1.25;1.25;0.5;0.75;3.0;1.5;1.75;0.75;0.5;1.5;0.75;0.5;-0.253906;0.029785;0.975098;-0.77;-0.91;0.7;372.0;-0.114022;-0.022654
0.25;9.0;7.25;6.0;4.0;1.0;0.5;0.25;0.0;2.25;0.5;1.25;0.5;0.25;1.25;0.25;0.25;-0.220703;0.023438;0.993652;-0.49;0.56;0.56;394.0;-0.217763;0.002317;4.75;5.5;3.5;4.0;1.25;1.5;0.5;0.75;3.0;1.5;1.75;0.75;0.5;1.25;1.0;0.5;-0.253418;0.030762;0.980469;-0.77;-0.91;0.7;373.0;-0.110602;-0.029979
0.26;8.75;7.25;6.0;4.0;1.0;0.5;0.25;0.0;2.25;0.5;1.0;0.5;0.0;1.25;0.25;0.25;-0.226562;0.02832;0.989746;-0.63;0.7;0.56;386.0;-0.222049;0.005239;4.75;5.25;3.5;3.5;1.5;1.25;0.5;0.75;3.0;1.5;1.25;0.5;0.5;1.5;1.0;0.5;-0.251465;0.033691;0.970703;-0.84;-1.05;0.77;358.0;-0.109813;-0.018113
0.27;8.75;7.25;6.0;4.25;1.0;0.5;0.25;0.0;2.25;0.25;1.0;0.5;0.25;1.0;0.25;0.5;-0.223145;0.022949;0.984863;-0.56;0.7;0.56;388.0;-0.225141;-0.002051;4.75;5.0;3.5;3.25;1.25;1.25;0.5;0.5;3.0;1.5;1.25;0.5;0.5;1.5;1.0;0.5;-0.260742;0.030273;0.972168;-0.84;-0.98;0.7;345.0;-0.107073;-0.011423
0.28;8.75;7.0;6.0;4.25;1.0;0.5;0.25;0.25;2.5;0.25;0.75;0.5;0.25;1.25;0.25;0.25;-0.224121;0.019043;0.987793;-0.49;0.56;0.63;391.0;-0.218971;0.000464;4.5;5.0;3.25;3.5;1.25;1.25;0.5;0.5;3.0;1.5;1.5;0.75;0.75;1.25;1.0;0.5;-0.254883;0.030762;0.979004;-0.77;-0.91;0.7;348.0;-0.101081;-0.022637
0.29;8.75;7.0;6.0;4.0;1.0;0.5;0.25;0.25;2.5;0.75;0.75;0.5;0.0;1.25;0.25;0.25;-0.222168;0.018555;0.98584;-0.56;0.7;0.63;392.0;-0.214111;0.005889;4.75;5.25;3.5;3.5;1.25;1.5;0.5;0.5;3.0;1.5;1.5;0.5;0.5;1.75;1.0;0.75;-0.250488;0.027344;0.968262;-0.77;-0.91;0.77;360.0;-0.103201;-0.017291
0.3;8.75;7.0;5.75;4.25;1.25;1.0;0.25;0.25;3.0;1.0;1.25;0.5;0.0;1.25;0.25;0.25;-0.224121;0.024414;0.989258;-0.56;0.7;0.56;416.0;-0.195498;0.003367;4.75;5.5;3.5;3.75;1.25;1.5;0.5;0.75;3.0;1.75;1.25;0.5;0.5;1.5;1.0;0.75;-0.254883;0.029297;0.96875;-0.77;-0.98;0.77;368.0;-0.108982;-0.024078
0.31;8.75;7.0;6.0;4.25;1.25;0.75;0.25;0.25;2.25;0.5;1.0;0.5;0.25;1.25;0.25;0.25;-0.221191;0.021973;0.988281;-0.56;0.63;0.49;399.0;-0.21557;-0.00395;4.75;5.0;3.5;3.5;1.25;1.25;0.5;0.75;2.75;1.5;1.5;0.75;0.5;1.5;1.0;0.75;-0.257324;0.026855;0.968262;-0.84;-0.98;0.7;356.0;-0.103963;-0.024934
0.32;8.75;7.25;6.25;4.0;1.0;0.75;0.25;0.25;2.25;0.5;1.0;0.5;0.0;0.75;0.25;0.25;-0.222168;0.021484;0.984863;-0.56;0.7;0.49;392.0;-0.227148;-0.00248;5.0;4.75;3.5;3.5;1.25;1.25;0.5;1.0;2.75;1.5;1.75;0.75;0.75;1.5;1.0;0.5;-0.258301;0.022949;0.978027;-0.84;-1.05;0.77;364.0;-0.100606;-0.029472
0.33;8.5;6.75;6.0;4.0;1.25;0.75;0.25;0.25;2.25;0.5;1.0;0.5;0.0;0.5;0.25;0.25;-0.222168;0.021973;0.989258;-0.63;0.7;0.56;382.0;-0.226123;-0.002471;4.75;5.25;3.5;3.75;1.5;1.5;0.5;1.0;2.75;1.5;1.75;0.5;0.5;1.5;1.25;0.5;-0.255859;0.033691;0.969727;-0.77;-1.05;0.7;373.0;-0.104878;-0.030769
0.34;8.5;7.25;6.0;4.0;1.25;0.75;0.25;0.25;2.25;0.5;1.0;0.5;0.0;0.75;0.0;0.25;-0.224121;0.023438;0.979492;-0.63;0.77;0.49;386.0;-0.229475;-0.002933;4.75;5.25;3.5;3.5;1.5;1.75;0.5;0.75;2.75;1.5;1.25;0.5;0.5;1.25;1.0;0.5;-0.257324;0.026855;0.970215;-0.77;-0.91;0.7;358.0;-0.117563;-0.026537
0.35;8.5;7.25;6.0;4.0;1.0;0.75;0.25;0.25;2.25;0.5;1.0;0.5;0.0;1.0;0.25;0.25;-0.220215;0.021973;0.98291;-0.56;0.56;0.56;388.0;-0.221739;-0.002935;4.75;5.0;3.5;3.5;1.25;1.5;0.5;0.75;3.0;1.5;1.25;0.75;0.75;1.5;1.0;0.5;-0.257812;0.026855;0.977051;-0.77;-0.98;0.77;361.0;-0.103525;-0.024955
0.36;8.5;7.25;5.75;4.0;1.0;0.5;0.25;0.25;2.25;0.25;1.0;0.5;0.25;1.0;0.25;0.5;-0.225586;0.016602;0.993164;-0.63;0.63;0.56;383.0;-0.220705;-0.006087;4.75;5.0;3.5;3.75;1.25;1.5;0.5;0.75;3.0;1.25;1.25;0.75;0.5;1.5;1.0;0.75;-0.25;0.027832;0.976562;-0.84;-0.91;0.77;360.0;-0.107651;-0.025653
0.37;8.75;6.75;5.75;4.0;1.0;0.5;0.25;0.25;2.75;0.25;1.0;0.25;0.25;1.25;0.25;0.25;-0.217773;0.023438;0.986816;-0.63;0.7;0.49;386.0;-0.212277;0.006486;4.75;5.0;3.5;3.5;1.5;1.75;0.5;0.75;3.0;1.75;1.25;0.75;0.5;1.25;1.0;0.5;-0.254395;0.029297;0.976562;-0.84;-0.91;0.77;365.0;-0.106467;-0.024046
