Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;842.0;7.00833;1470.0;12.24167
Balancing on the right leg ;4.0;1470.0;12.24167;1977.0;16.46667
Walking on tiptoes;11.0;1977.0;16.46667;2734.0;22.775
Pulling the bag;24.0;2734.0;22.775;3468.0;28.89167
Standing on tiptoes;6.0;3468.0;28.89167;3850.0;32.075
Jumping to the side;17.0;3850.0;32.075;4213.0;35.1
Leaning backward;27.0;4213.0;35.1;4912.0;40.925
Hopping around on one leg;12.0;4912.0;40.925;5820.0;48.49167
Climbing the stairs;21.0;5820.0;48.49167;6272.0;52.25833
Doing squats;5.0;6272.0;52.25833;6802.0;56.675
Jumping forward;18.0;6802.0;56.675;7121.0;59.33333
Leaning forward;26.0;7121.0;59.33333;7722.0;64.34167
Jogging;9.0;7722.0;64.34167;8571.0;71.41667
Pushing the bag;25.0;8571.0;71.41667;9395.0;78.28333
Jumping on the left leg;16.0;9395.0;78.28333;9679.0;80.65
Balancing on the left leg ;3.0;9679.0;80.65;10454.0;87.10833
Putting left hand on the ground;30.0;10454.0;87.10833;10998.0;91.64167
Side-stepping;13.0;10998.0;91.64167;11674.0;97.275
Lifting the bag with one hand;22.0;11674.0;97.275;12524.0;104.35833
Standing on tiptoes;6.0;12524.0;104.35833;12927.0;107.71667
Jumping backward;19.0;12927.0;107.71667;13262.0;110.50833
Looking backward;29.0;13262.0;110.50833;13820.0;115.15833
Walking;8.0;13820.0;115.15833;14745.0;122.86667
Lifting the bag with two hands;23.0;14745.0;122.86667;15617.0;130.13333
Standing upright without moving;2.0;15617.0;130.13333;16050.0;133.74167
Jumping on the right leg;15.0;16050.0;133.74167;16425.0;136.86667
Putting right hand on the ground;31.0;16425.0;136.86667;17069.0;142.23333
Walking backwards;10.0;17069.0;142.23333;17793.0;148.26667
Sitting on the stool;20.0;17793.0;148.26667;18502.0;154.175
Jumping in place;14.0;18502.0;154.175;18842.0;157.00833
Leaning to the side;28.0;18842.0;157.00833;19445.0;162.03333
Standing in T-pose;1.0;19445.0;162.03333;19751.0;164.58613
