Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;199.0;1.65;864.0;7.19167
Standing on heels;7.0;864.0;7.19167;1267.0;10.55
Walking;8.0;1267.0;10.55;1932.0;16.09167
Sitting on the stool;20.0;1932.0;16.09167;2470.0;20.575
Doing squats;5.0;2470.0;20.575;2965.0;24.7
Jumping in place;14.0;2965.0;24.7;3446.0;28.70833
Leaning backward;27.0;3446.0;28.70833;4012.0;33.425
Side-stepping;13.0;4012.0;33.425;4578.0;38.14167
Climbing the stairs;21.0;4578.0;38.14167;5108.0;42.55833
Balancing on the right leg ;4.0;5108.0;42.55833;5893.0;49.1
Jumping backward;19.0;5893.0;49.1;6176.0;51.45833
Putting left hand on the ground;30.0;6176.0;51.45833;6820.0;56.825
Hopping around on one leg;12.0;6820.0;56.825;7351.0;61.25
Lifting the bag with two hands;23.0;7351.0;61.25;7952.0;66.25833
Standing on tiptoes;6.0;7952.0;66.25833;8581.0;71.5
Jumping forward;18.0;8581.0;71.5;9027.0;75.21667
Putting right hand on the ground;31.0;9027.0;75.21667;9614.0;80.10833
Walking on tiptoes;11.0;9614.0;80.10833;10166.0;84.70833
Pulling the bag;24.0;10166.0;84.70833;10682.0;89.00833
Jumping on the left leg;16.0;10682.0;89.00833;11340.0;94.49167
Jumping on the right leg;15.0;11340.0;94.49167;11828.0;98.55833
Leaning to the side;28.0;11828.0;98.55833;12309.0;102.56667
Jogging;9.0;12309.0;102.56667;12896.0;107.45833
Pushing the bag;25.0;12896.0;107.45833;13321.0;111.0
Standing upright without moving;2.0;13321.0;111.0;14283.0;119.01667
Balancing on the left leg ;3.0;14283.0;119.01667;14594.0;121.60833
Leaning forward;26.0;14594.0;121.60833;15103.0;125.85
Walking backwards;10.0;15103.0;125.85;15895.0;132.45
Lifting the bag with one hand;22.0;15895.0;132.45;16461.0;137.16667
Jumping to the side;17.0;16461.0;137.16667;16751.0;139.58333
Looking backward;29.0;16751.0;139.58333;17388.0;144.89167
Standing in T-pose;1.0;17388.0;144.89167;17675.0;147.28041
