Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;2.25;2.25;2.5;3.0;1.0;1.25;0.0;1.0;2.0;2.5;4.0;4.75;3.5;8.0;0.25;2.25;-0.236328;0.060059;0.966797;-2.38;-0.14;-0.35;337.0;0.082706;-0.078728;0.0;0.75;0.5;0.75;0.25;0.75;0.0;0.75;1.0;2.5;4.5;3.5;3.0;4.25;0.75;2.25;-0.239746;0.011719;0.972656;-0.77;-1.61;1.05;209.0;0.187172;-0.121815
0.01;2.25;2.25;1.75;2.75;1.25;1.25;0.0;0.75;1.5;2.75;4.0;5.25;3.5;8.0;0.25;2.25;-0.239258;0.057617;0.964355;-2.31;-0.21;-0.42;328.0;0.092026;-0.085145;0.0;0.75;0.5;0.75;0.25;0.75;0.0;0.75;1.0;2.5;4.5;3.5;3.0;4.25;0.75;2.25;-0.239746;0.011719;0.972656;-0.77;-1.61;1.05;209.0;0.187172;-0.121815
0.02;2.25;2.25;2.5;2.75;1.25;1.25;0.0;1.0;1.5;2.75;4.0;5.0;3.25;8.0;0.5;2.25;-0.24707;0.05127;0.970215;-2.24;-0.21;-0.35;337.0;0.084491;-0.080956;0.0;0.75;0.5;0.75;0.25;0.75;0.0;0.75;1.0;2.5;4.5;3.5;3.0;4.25;0.75;2.25;-0.239746;0.011719;0.972656;-0.77;-1.61;1.05;209.0;0.187172;-0.121815
0.03;1.5;2.25;2.5;3.25;1.25;1.25;0.0;1.0;0.75;3.0;4.0;5.0;3.5;8.25;0.5;2.25;-0.235352;0.052246;0.961426;-2.24;-0.28;-0.35;332.0;0.087902;-0.095199;0.0;0.75;0.5;0.75;0.25;0.75;0.0;0.75;1.0;2.5;4.5;3.5;3.0;4.25;0.75;2.25;-0.239746;0.011719;0.972656;-0.77;-1.61;1.05;209.0;0.187172;-0.121815
0.04;2.0;2.25;2.5;3.0;1.25;1.25;0.0;1.0;0.5;2.5;3.75;5.0;3.5;8.25;0.25;2.25;-0.243652;0.049316;0.963867;-2.1;-0.0;-0.28;323.0;0.077365;-0.096768;0.0;0.75;0.5;0.75;0.25;0.75;0.0;0.75;1.0;2.5;4.5;3.5;3.0;4.25;0.75;2.25;-0.239746;0.011719;0.972656;-0.77;-1.61;1.05;209.0;0.187172;-0.121815
0.05;2.0;3.0;2.75;3.75;1.25;1.5;0.0;1.0;0.75;2.5;3.75;4.75;3.5;8.25;0.25;2.0;-0.241211;0.062012;0.966309;-2.17;-0.0;-0.42;340.0;0.057311;-0.095427;0.0;0.25;0.0;0.75;0.25;0.5;0.0;1.0;1.25;2.5;4.0;3.5;3.0;3.75;0.75;1.75;-0.24707;0.008789;0.974609;-0.91;-1.61;0.98;193.0;0.20471;-0.126489
0.06;2.0;3.0;2.75;3.75;1.5;1.5;0.0;0.75;0.75;2.0;3.75;4.25;3.5;8.0;0.25;2.0;-0.238281;0.081543;0.961426;-1.89;-0.14;-0.21;328.0;0.050308;-0.092368;0.25;0.25;0.0;0.5;0.25;0.5;0.0;1.0;1.0;2.0;4.0;3.75;2.75;3.5;0.75;2.0;-0.242676;0.012207;0.975586;-0.84;-1.61;1.12;186.0;0.201426;-0.13567
0.07;2.0;2.75;2.75;3.75;1.0;1.5;0.0;1.0;0.75;1.75;4.0;4.25;3.75;8.25;0.0;2.0;-0.242188;0.056641;0.967773;-2.1;-0.14;-0.21;326.0;0.055072;-0.098882;0.0;0.25;0.5;0.5;0.25;0.25;0.0;0.75;1.25;2.0;4.0;3.5;2.5;4.0;0.75;1.5;-0.239258;0.01709;0.974609;-0.91;-1.68;1.12;183.0;0.207994;-0.106975
0.08;2.25;2.75;2.75;3.75;1.0;2.0;0.0;1.0;1.0;2.0;3.75;4.75;3.25;8.25;0.0;2.0;-0.234863;0.052246;0.958496;-2.1;-0.21;-0.14;336.0;0.051795;-0.09432;0.0;0.25;0.25;0.5;0.25;0.25;0.0;0.5;1.0;2.25;3.75;3.25;2.5;4.0;0.75;1.5;-0.248047;0.008789;0.972168;-0.98;-1.54;1.05;173.0;0.217894;-0.105757
0.09;2.25;3.0;3.0;4.0;1.25;2.0;0.0;1.25;1.25;2.0;4.0;5.0;3.25;8.0;0.25;2.25;-0.23584;0.053711;0.963867;-2.03;-0.21;-0.14;357.0;0.048294;-0.096533;0.0;0.25;0.25;0.75;0.0;0.25;0.0;0.5;0.75;2.25;3.75;3.25;2.75;3.5;0.25;1.5;-0.241211;0.009277;0.97998;-0.91;-1.47;1.12;164.0;0.205026;-0.126971
