Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;8.75;7.5;6.25;5.0;1.25;0.75;0.25;0.25;2.25;0.5;0.75;0.75;0.25;1.75;0.25;0.25;-0.215332;0.02002;0.992676;-0.63;0.84;0.56;421.0;-0.213044;-0.00917;5.0;7.75;4.0;5.5;1.5;4.0;0.75;1.0;3.5;2.0;3.25;1.75;1.75;2.75;2.0;1.0;-0.253418;0.026367;0.97998;-0.77;-1.05;0.91;545.0;-0.073885;-0.063488
0.01;8.75;7.5;6.25;5.0;1.0;0.75;0.25;0.25;2.25;0.75;1.0;0.75;0.25;1.75;0.5;0.5;-0.22168;0.021973;0.983887;-0.7;0.91;0.49;428.0;-0.201575;-0.011434;5.0;7.75;4.0;5.5;1.5;4.0;0.75;1.0;3.5;2.0;3.25;1.75;1.75;2.75;2.0;1.0;-0.253418;0.026367;0.97998;-0.77;-1.05;0.91;545.0;-0.073885;-0.063488
0.02;8.75;7.5;6.25;5.0;1.0;0.5;0.25;0.25;1.75;0.75;1.0;0.5;0.25;1.75;0.5;0.5;-0.214355;0.021973;0.981445;-0.63;0.84;0.56;415.0;-0.21267;-0.01251;4.75;7.5;4.0;5.25;1.5;3.75;0.75;0.75;3.5;2.0;3.0;1.75;1.75;2.5;1.5;1.0;-0.260254;0.027344;0.978027;-0.91;-1.19;0.84;519.0;-0.078388;-0.059744
0.03;8.75;7.5;6.0;4.75;1.0;0.5;0.25;0.25;1.75;1.0;0.5;0.5;0.25;1.5;0.25;0.5;-0.224609;0.018066;0.984375;-0.7;0.91;0.49;401.0;-0.222808;-0.010284;4.5;7.75;4.25;5.75;1.5;4.25;0.75;1.0;3.5;2.0;3.0;2.25;1.75;2.5;1.5;1.0;-0.256836;0.025879;0.97168;-0.84;-0.98;0.84;543.0;-0.078885;-0.069482
0.04;8.75;7.5;6.0;5.0;1.0;0.5;0.25;0.25;2.0;0.5;0.5;0.5;0.25;1.5;0.25;0.25;-0.220215;0.02002;0.98584;-0.63;0.84;0.56;400.0;-0.227748;-0.009279;4.75;7.5;4.5;5.75;1.5;4.0;0.75;1.0;3.5;2.0;2.75;1.75;1.5;2.5;1.5;1.0;-0.253418;0.030762;0.972168;-0.77;-1.05;0.84;533.0;-0.08551;-0.061604
0.05;8.75;7.5;6.0;5.0;1.0;0.75;0.25;0.25;2.0;0.5;0.5;0.5;0.25;1.75;0.5;0.25;-0.216309;0.022461;0.984863;-0.56;0.91;0.56;409.0;-0.219101;-0.010647;4.75;7.75;4.0;5.5;1.25;3.75;0.75;1.0;3.5;2.0;2.75;1.75;1.5;2.5;1.25;1.0;-0.254395;0.030273;0.972656;-0.84;-1.12;0.91;517.0;-0.085949;-0.06233
0.06;8.75;7.5;6.0;5.0;1.0;0.75;0.25;0.25;2.25;0.25;0.75;0.5;0.0;1.75;0.25;0.25;-0.217773;0.020996;0.983398;-0.7;0.98;0.49;407.0;-0.221667;-0.00629;4.75;7.75;4.0;5.5;1.5;4.0;0.75;1.0;3.5;2.0;2.75;1.75;1.5;2.75;1.5;1.0;-0.257812;0.02832;0.974121;-0.77;-1.05;0.84;528.0;-0.081677;-0.061866
0.07;8.75;7.5;6.0;5.0;1.0;0.75;0.25;0.25;2.0;0.25;0.5;0.5;0.0;1.75;0.0;0.25;-0.221191;0.015625;0.989258;-0.7;0.91;0.49;398.0;-0.233724;-0.007479;4.75;7.75;4.0;5.75;1.5;4.0;0.75;1.0;3.5;2.0;3.0;1.75;1.75;3.0;1.5;1.0;-0.260254;0.033203;0.973145;-0.84;-1.12;0.77;539.0;-0.077962;-0.063775
0.08;8.5;7.5;6.0;5.0;1.0;0.5;0.25;0.25;2.0;0.25;0.5;0.5;0.0;1.75;0.25;0.25;-0.217285;0.021973;0.990723;-0.7;0.84;0.56;395.0;-0.228464;-0.006855;4.75;7.75;4.0;5.5;1.25;4.0;0.75;1.0;3.25;2.0;3.0;1.75;1.75;3.0;1.5;0.75;-0.253418;0.027832;0.96875;-0.77;-1.12;0.77;528.0;-0.079998;-0.065161
0.09;8.25;7.5;6.0;5.0;1.0;0.5;0.25;0.25;2.25;0.5;0.5;0.5;0.0;1.5;0.25;0.25;-0.21875;0.021484;0.98877;-0.7;0.84;0.49;396.0;-0.223228;-0.005717;4.75;7.25;4.0;5.5;1.25;3.75;0.75;1.0;3.5;1.75;3.25;1.75;1.75;2.75;2.0;0.75;-0.253418;0.027344;0.972168;-0.84;-1.12;0.91;527.0;-0.071019;-0.062944
