Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;420.0;3.49167;906.0;7.54167
Doing squats;5.0;906.0;7.54167;1248.0;10.39167
Side-stepping;13.0;1248.0;10.39167;2099.0;17.48333
Pulling the bag;24.0;2099.0;17.48333;2522.0;21.00833
Standing upright without moving;2.0;2522.0;21.00833;3196.0;26.625
Jumping forward;18.0;3196.0;26.625;3548.0;29.55833
Looking backward;29.0;3548.0;29.55833;4140.0;34.49167
Walking backwards;10.0;4140.0;34.49167;4954.0;41.275
Lifting the bag with two hands;23.0;4954.0;41.275;5540.0;46.15833
Standing on heels;7.0;5540.0;46.15833;6012.0;50.09167
Jumping to the side;17.0;6012.0;50.09167;6385.0;53.2
Putting left hand on the ground;30.0;6385.0;53.2;7044.0;58.69167
Walking;8.0;7044.0;58.69167;7578.0;63.14167
Sitting on the stool;20.0;7578.0;63.14167;8416.0;70.125
Jumping on the left leg;16.0;8416.0;70.125;8836.0;73.625
Balancing on the left leg ;3.0;8836.0;73.625;9251.0;77.08333
Leaning backward;27.0;9251.0;77.08333;9800.0;81.65833
Walking on tiptoes;11.0;9800.0;81.65833;10439.0;86.98333
Lifting the bag with one hand;22.0;10439.0;86.98333;10866.0;90.54167
Standing on tiptoes;6.0;10866.0;90.54167;11528.0;96.05833
Jumping in place;14.0;11528.0;96.05833;11966.0;99.70833
Putting right hand on the ground;31.0;11966.0;99.70833;12573.0;104.76667
Hopping around on one leg;12.0;12573.0;104.76667;13361.0;111.33333
Pushing the bag;25.0;13361.0;111.33333;13786.0;114.875
Balancing on the right leg ;4.0;13786.0;114.875;14329.0;119.4
Jumping backward;19.0;14329.0;119.4;14606.0;121.70833
Leaning to the side;28.0;14606.0;121.70833;15269.0;127.23333
Jogging;9.0;15269.0;127.23333;15803.0;131.68333
Climbing the stairs;21.0;15803.0;131.68333;16115.0;134.28333
Jumping on the right leg;15.0;16115.0;134.28333;17031.0;141.91667
Leaning forward;26.0;17031.0;141.91667;17595.0;146.61667
Standing in T-pose;1.0;17595.0;146.61667;17805.0;148.36623
