Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;539.0;4.48333;1043.0;8.68333
Looking backward;29.0;1043.0;8.68333;1469.0;12.23333
Walking backwards;10.0;1469.0;12.23333;2320.0;19.325
Pulling the bag;24.0;2320.0;19.325;2857.0;23.8
Balancing on the right leg ;4.0;2857.0;23.8;3351.0;27.91667
Jumping in place;14.0;3351.0;27.91667;3724.0;31.025
Leaning backward;27.0;3724.0;31.025;4221.0;35.16667
Walking;8.0;4221.0;35.16667;4950.0;41.24167
Lifting the bag with two hands;23.0;4950.0;41.24167;5623.0;46.85
Standing on heels;7.0;5623.0;46.85;5982.0;49.84167
Jumping on the right leg;15.0;5982.0;49.84167;6488.0;54.05833
Putting right hand on the ground;31.0;6488.0;54.05833;7024.0;58.525
Jogging;9.0;7024.0;58.525;7776.0;64.79167
Climbing the stairs;21.0;7776.0;64.79167;8286.0;69.04167
Standing upright without moving;2.0;8286.0;69.04167;8964.0;74.69167
Jumping on the left leg;16.0;8964.0;74.69167;9398.0;78.30833
Leaning to the side;28.0;9398.0;78.30833;9841.0;82.0
Walking on tiptoes;11.0;9841.0;82.0;10582.0;88.175
Pushing the bag;25.0;10582.0;88.175;11074.0;92.275
Standing on tiptoes;6.0;11074.0;92.275;11577.0;96.46667
Jumping to the side;17.0;11577.0;96.46667;11993.0;99.93333
Leaning forward;26.0;11993.0;99.93333;12595.0;104.95
Hopping around on one leg;12.0;12595.0;104.95;13342.0;111.175
Lifting the bag with one hand;22.0;13342.0;111.175;13995.0;116.61667
Balancing on the left leg ;3.0;13995.0;116.61667;14378.0;119.80833
Jumping backward;19.0;14378.0;119.80833;14743.0;122.85
Putting left hand on the ground;30.0;14743.0;122.85;15316.0;127.625
Side-stepping;13.0;15316.0;127.625;16007.0;133.38333
Sitting on the stool;20.0;16007.0;133.38333;16759.0;139.65
Doing squats;5.0;16759.0;139.65;17185.0;143.2
Jumping forward;18.0;17185.0;143.2;17545.0;146.2
Standing in T-pose;1.0;17545.0;146.2;17766.0;148.04037
