Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;0.25;0.25;0.25;0.5;0.5;1.25;0.25;1.25;3.0;2.0;1.25;1.25;1.5;9.5;1.25;1.25;-0.19873;0.03418;1.009277;1.82;15.190001;-0.14;279.0;0.223795;0.003331;0.25;0.5;0.25;1.0;0.5;1.25;0.0;1.25;0.25;0.0;0.25;0.5;1.0;9.25;1.75;0.75;-0.215332;0.023438;0.991699;2.94;-0.91;0.7;197.0;0.197543;-0.040601
0.01;0.25;0.25;0.25;0.5;0.5;1.25;0.25;1.25;3.0;2.0;1.25;1.25;1.5;9.5;1.25;1.25;-0.19873;0.03418;1.009277;1.82;15.190001;-0.14;279.0;0.223795;0.003331;0.25;0.75;0.25;0.25;0.25;1.0;0.0;1.25;0.5;0.0;0.25;0.25;0.75;10.25;1.5;0.75;-0.218262;0.03418;0.987305;2.8;-0.49;1.26;189.0;0.231798;-0.004988
0.02;0.25;0.25;0.25;0.5;0.5;1.25;0.25;1.25;3.0;2.0;1.25;1.25;1.5;9.5;1.25;1.25;-0.19873;0.03418;1.009277;1.82;15.190001;-0.14;279.0;0.223795;0.003331;0.25;0.75;0.25;0.0;0.25;1.0;0.0;1.25;0.5;0.0;0.25;0.25;0.75;11.25;1.5;0.75;-0.21875;0.04541;0.987793;2.38;-0.14;1.33;195.0;0.248401;0.007086
0.03;0.25;0.25;0.25;0.5;0.5;1.25;0.25;1.25;3.0;2.0;1.25;1.25;1.5;9.5;1.25;1.25;-0.19873;0.03418;1.009277;1.82;15.190001;-0.14;279.0;0.223795;0.003331;0.25;0.5;0.25;0.25;0.25;1.25;0.0;1.5;0.5;0.25;0.25;0.5;1.25;12.5;1.75;1.0;-0.208008;0.037109;0.98877;1.96;-0.07;1.12;229.0;0.247584;-0.012211
0.04;0.25;0.25;0.25;0.5;0.5;1.25;0.25;1.25;3.0;2.0;1.25;1.25;1.5;9.5;1.25;1.25;-0.19873;0.03418;1.009277;1.82;15.190001;-0.14;279.0;0.223795;0.003331;0.25;0.5;0.0;0.25;0.25;1.25;0.0;1.75;0.5;0.0;0.25;0.25;1.25;12.75;2.0;1.0;-0.213867;0.035645;0.983887;1.4;-0.14;0.77;230.0;0.253961;-0.016775
0.05;0.25;0.25;0.25;0.5;0.5;1.25;0.25;1.25;3.0;2.0;1.25;1.25;1.5;9.5;1.25;1.25;-0.19873;0.03418;1.009277;1.82;15.190001;-0.14;279.0;0.223795;0.003331;0.25;0.25;0.25;0.25;0.25;1.5;0.0;1.75;0.75;0.0;0.25;0.0;1.5;13.5;2.25;1.0;-0.215332;0.038086;0.987793;0.77;-0.28;0.7;246.0;0.255554;-0.009041
0.06;0.25;0.25;0.25;0.5;0.5;1.25;0.25;1.25;3.0;2.0;1.25;1.25;1.5;9.5;1.25;1.25;-0.19873;0.03418;1.009277;1.82;15.190001;-0.14;279.0;0.223795;0.003331;0.25;0.25;0.25;0.25;0.25;1.5;0.0;1.75;0.75;0.0;0.25;0.25;1.5;14.25;2.25;1.0;-0.212891;0.036133;0.984375;0.07;-0.56;0.42;256.0;0.25929;-0.007189
0.07;0.25;0.25;0.25;0.5;0.5;1.25;0.25;1.25;3.0;2.0;1.25;1.25;1.5;9.5;1.25;1.25;-0.19873;0.03418;1.009277;1.82;15.190001;-0.14;279.0;0.223795;0.003331;0.25;0.25;0.25;0.25;0.25;1.5;0.0;2.0;0.75;0.0;0.25;0.25;1.5;14.75;2.25;1.0;-0.214844;0.034668;0.98584;-0.63;-1.33;0.14;265.0;0.257717;-0.009995
0.08;0.25;0.25;0.25;0.5;0.5;1.25;0.25;1.25;3.0;2.0;1.25;1.25;1.5;9.5;1.25;1.25;-0.19873;0.03418;1.009277;1.82;15.190001;-0.14;279.0;0.223795;0.003331;0.0;0.25;0.25;0.25;0.25;1.5;0.0;2.0;0.75;0.0;0.0;0.5;1.5;14.75;2.5;1.25;-0.213867;0.035645;0.983887;-1.12;-2.1;0.14;266.0;0.266707;-0.01568
0.09;0.25;0.25;0.25;0.5;0.5;1.25;0.25;1.25;3.0;2.0;1.25;1.25;1.5;9.5;1.25;1.25;-0.19873;0.03418;1.009277;1.82;15.190001;-0.14;279.0;0.223795;0.003331;0.0;0.25;0.25;0.25;0.5;1.5;0.0;2.0;0.75;0.0;0.0;0.25;1.5;14.75;2.5;1.25;-0.214355;0.032715;0.981445;-1.54;-2.24;0.49;266.0;0.262942;-0.011781
