Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;489.0;4.06667;1156.0;9.625
Leaning to the side;28.0;1156.0;9.625;1648.0;13.725
Hopping around on one leg;12.0;1648.0;13.725;2475.0;20.61667
Sitting on the stool;20.0;2475.0;20.61667;3148.0;26.225
Doing squats;5.0;3148.0;26.225;3631.0;30.25
Jumping on the left leg;16.0;3631.0;30.25;4105.0;34.2
Putting right hand on the ground;31.0;4105.0;34.2;4558.0;37.975
Walking backwards;10.0;4558.0;37.975;5374.0;44.775
Lifting the bag with two hands;23.0;5374.0;44.775;6062.0;50.50833
Balancing on the left leg ;3.0;6062.0;50.50833;6694.0;55.775
Leaning forward;26.0;6694.0;55.775;7479.0;62.31667
Walking on tiptoes;11.0;7479.0;62.31667;8325.0;69.36667
Lifting the bag with one hand;22.0;8325.0;69.36667;8941.0;74.5
Balancing on the right leg ;4.0;8941.0;74.5;9425.0;78.53333
Jumping on the right leg;15.0;9425.0;78.53333;9802.0;81.675
Leaning backward;27.0;9802.0;81.675;10560.0;87.99167
Walking;8.0;10560.0;87.99167;11280.0;93.99167
Climbing the stairs;21.0;11280.0;93.99167;12037.0;100.3
Standing on heels;7.0;12037.0;100.3;12521.0;104.33333
Jumping to the side;17.0;12521.0;104.33333;12828.0;106.89167
Putting left hand on the ground;30.0;12828.0;106.89167;13432.0;111.925
Jogging;9.0;13432.0;111.925;14168.0;118.05833
Pulling the bag;24.0;14168.0;118.05833;15112.0;125.925
Standing upright without moving;2.0;15112.0;125.925;15504.0;129.19167
Jumping on the right leg;15.0;15504.0;129.19167;15938.0;132.80833
Looking backward;29.0;15938.0;132.80833;16451.0;137.08333
Side-stepping;13.0;16451.0;137.08333;17207.0;143.38333
Pushing the bag;25.0;17207.0;143.38333;17819.0;148.48333
Standing on tiptoes;6.0;17819.0;148.48333;18422.0;153.50833
Jumping in place;14.0;18422.0;153.50833;18816.0;156.79167
Standing in T-pose;1.0;18816.0;156.79167;19092.0;159.09322
