Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;7.75;6.75;5.5;4.25;1.0;0.5;0.25;0.25;1.5;0.75;1.0;0.75;0.5;1.5;0.5;0.5;-0.224609;0.025391;0.987793;-0.49;0.63;0.56;377.0;-0.20249;-0.019333;7.0;8.5;4.0;5.0;1.0;1.75;0.25;1.0;2.25;1.25;1.0;1.5;0.75;0.75;0.5;0.5;-0.257324;0.029297;0.97168;-0.91;-1.05;0.84;425.0;-0.181256;-0.0596
0.01;7.75;6.75;5.5;4.25;1.0;0.5;0.25;0.25;1.5;0.75;1.0;0.75;0.5;1.5;0.5;0.5;-0.224609;0.025391;0.987793;-0.49;0.63;0.56;377.0;-0.20249;-0.019333;6.75;8.0;4.25;4.75;1.0;1.5;0.25;1.0;2.25;1.25;1.0;1.5;0.75;1.0;0.5;0.5;-0.254883;0.030273;0.970215;-0.91;-1.05;0.84;417.0;-0.173651;-0.05433
0.02;7.75;6.75;5.5;4.25;1.0;0.5;0.25;0.25;1.5;0.75;1.0;0.75;0.5;1.5;0.5;0.5;-0.224609;0.025391;0.987793;-0.49;0.63;0.56;377.0;-0.20249;-0.019333;6.75;8.0;4.5;4.75;1.0;1.5;0.25;1.0;2.0;1.25;1.0;1.5;0.75;1.25;0.5;0.5;-0.254395;0.022949;0.971191;-0.84;-1.12;0.84;418.0;-0.174743;-0.054806
0.03;7.75;6.75;5.5;4.25;1.0;0.5;0.25;0.25;1.5;0.75;1.0;0.75;0.5;1.5;0.5;0.5;-0.224609;0.025391;0.987793;-0.49;0.63;0.56;377.0;-0.20249;-0.019333;7.0;8.0;5.0;5.0;1.0;1.5;0.25;1.0;2.25;1.5;1.0;1.25;0.75;1.0;0.5;0.5;-0.255371;0.023438;0.967285;-0.77;-1.05;0.84;432.0;-0.177721;-0.04901
0.04;7.75;6.75;5.5;4.25;1.0;0.5;0.25;0.25;1.5;0.75;1.0;0.75;0.5;1.5;0.5;0.5;-0.224609;0.025391;0.987793;-0.49;0.63;0.56;377.0;-0.20249;-0.019333;7.0;8.5;4.25;5.0;1.0;1.75;0.25;0.75;2.0;1.25;0.75;0.75;0.75;0.75;0.5;0.25;-0.259766;0.025391;0.96875;-0.77;-0.98;0.77;407.0;-0.200561;-0.051694
0.05;7.75;6.75;5.5;4.25;1.0;0.5;0.25;0.25;1.5;0.75;1.0;0.75;0.5;1.5;0.5;0.5;-0.224609;0.025391;0.987793;-0.49;0.63;0.56;377.0;-0.20249;-0.019333;6.5;8.5;4.25;5.0;1.0;1.5;0.25;1.0;2.0;1.25;0.75;1.25;0.75;0.75;0.5;0.25;-0.254395;0.023926;0.973145;-0.84;-1.12;0.91;409.0;-0.190414;-0.059212
0.06;7.75;7.25;5.5;4.5;1.0;0.5;0.25;0.25;1.5;0.5;0.5;0.5;0.25;1.5;0.5;0.5;-0.216309;0.019043;0.986328;-0.56;0.7;0.56;372.0;-0.221609;-0.017186;6.5;8.0;4.5;5.0;1.0;1.5;0.25;1.0;2.0;1.25;0.75;1.25;0.5;1.0;0.5;0.5;-0.256836;0.030762;0.971191;-0.84;-0.98;0.84;408.0;-0.184829;-0.054036
0.07;8.0;7.25;5.5;4.5;1.0;0.5;0.25;0.25;1.75;0.5;0.5;0.5;0.25;1.25;0.25;0.5;-0.21875;0.021973;0.987793;-0.56;0.7;0.56;373.0;-0.227189;-0.014148;6.5;8.0;4.25;4.75;1.0;1.25;0.25;1.0;2.0;1.5;0.75;1.5;0.75;1.0;0.5;0.25;-0.258789;0.025879;0.973145;-0.77;-0.98;0.77;406.0;-0.177863;-0.054555
0.08;8.0;6.75;5.5;4.25;1.0;0.5;0.25;0.25;1.5;0.5;0.5;0.5;0.25;1.0;0.25;0.25;-0.221191;0.023438;0.989746;-0.63;0.7;0.56;357.0;-0.235439;-0.013128;6.75;8.0;4.25;4.75;1.0;1.25;0.25;1.0;2.25;1.0;1.0;1.5;0.75;0.75;0.5;0.25;-0.25;0.02832;0.979004;-0.7;-0.98;0.77;407.0;-0.181986;-0.053938
0.09;7.75;6.75;5.5;4.25;1.0;0.5;0.25;0.25;1.5;0.5;0.5;0.5;0.5;1.25;0.25;0.25;-0.222656;0.02002;0.990234;-0.56;0.63;0.56;359.0;-0.227277;-0.015795;6.75;8.5;4.25;5.75;0.75;1.5;0.25;1.0;2.25;1.0;1.0;1.5;0.5;0.75;0.25;0.25;-0.256348;0.024902;0.970215;-0.7;-1.05;0.84;419.0;-0.19404;-0.06008
