Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;504.0;4.19167;1019.0;8.48333
Putting right hand on the ground;31.0;1019.0;8.48333;1486.0;12.375
Side-stepping;13.0;1486.0;12.375;2001.0;16.66667
Climbing the stairs;21.0;2001.0;16.66667;2615.0;21.78333
Standing on heels;7.0;2615.0;21.78333;3399.0;28.31667
Balancing on the left leg ;3.0;3399.0;28.31667;3809.0;31.73333
Leaning forward;26.0;3809.0;31.73333;4247.0;35.38333
Walking;8.0;4247.0;35.38333;4967.0;41.38333
Pushing the bag;25.0;4967.0;41.38333;5567.0;46.38333
Doing squats;5.0;5567.0;46.38333;5972.0;49.75833
Jumping on the right leg;15.0;5972.0;49.75833;6382.0;53.175
Looking backward;29.0;6382.0;53.175;6933.0;57.76667
Hopping around on one leg;12.0;6933.0;57.76667;7570.0;63.075
Sitting on the stool;20.0;7570.0;63.075;8401.0;70.0
Standing on tiptoes;6.0;8401.0;70.0;8752.0;72.925
Jumping in place;14.0;8752.0;72.925;8971.0;74.75
Putting left hand on the ground;30.0;8971.0;74.75;9736.0;81.125
Walking on tiptoes;11.0;9736.0;81.125;10531.0;87.75
Pulling the bag;24.0;10531.0;87.75;11094.0;92.44167
Jumping on the left leg;16.0;11094.0;92.44167;11442.0;95.34167
Standing upright without moving;2.0;11442.0;95.34167;11878.0;98.975
Leaning to the side;28.0;11878.0;98.975;12414.0;103.44167
Walking backwards;10.0;12414.0;103.44167;13330.0;111.075
Lifting the bag with one hand;22.0;13330.0;111.075;13921.0;116.0
Standing upright without moving;2.0;13921.0;116.0;14290.0;119.075
Jumping backward;19.0;14290.0;119.075;14683.0;122.35
Leaning backward;27.0;14683.0;122.35;15270.0;127.24167
Jogging;9.0;15270.0;127.24167;15990.0;133.24167
Lifting the bag with two hands;23.0;15990.0;133.24167;16619.0;138.48333
Balancing on the right leg ;4.0;16619.0;138.48333;17053.0;142.1
Jumping forward;18.0;17053.0;142.1;17301.0;144.16667
Standing in T-pose;1.0;17301.0;144.16667;17804.0;148.35747
