Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;542.0;4.50833;970.0;8.075
Standing on tiptoes;6.0;970.0;8.075;1520.0;12.65833
Walking backwards;10.0;1520.0;12.65833;2226.0;18.54167
Sitting on the stool;20.0;2226.0;18.54167;2723.0;22.68333
Balancing on the left leg ;3.0;2723.0;22.68333;3160.0;26.325
Jumping to the side;17.0;3160.0;26.325;3758.0;31.30833
Putting right hand on the ground;31.0;3758.0;31.30833;4315.0;35.95
Jogging;9.0;4315.0;35.95;4880.0;40.65833
Lifting the bag with two hands;23.0;4880.0;40.65833;5587.0;46.55
Doing squats;5.0;5587.0;46.55;6036.0;50.29167
Jumping forward;18.0;6036.0;50.29167;6518.0;54.30833
Leaning backward;27.0;6518.0;54.30833;7031.0;58.58333
Hopping around on one leg;12.0;7031.0;58.58333;7656.0;63.79167
Lifting the bag with one hand;22.0;7656.0;63.79167;8325.0;69.36667
Balancing on the right leg ;4.0;8325.0;69.36667;8872.0;73.925
Jumping in place;14.0;8872.0;73.925;9267.0;77.21667
Leaning forward;26.0;9267.0;77.21667;9646.0;80.375
Walking on tiptoes;11.0;9646.0;80.375;10369.0;86.4
Climbing the stairs;21.0;10369.0;86.4;10850.0;90.40833
Standing on heels;7.0;10850.0;90.40833;11562.0;96.34167
Jumping on the right leg;15.0;11562.0;96.34167;12055.0;100.45
Looking backward;29.0;12055.0;100.45;12588.0;104.89167
Walking;8.0;12588.0;104.89167;13185.0;109.86667
Pulling the bag;24.0;13185.0;109.86667;13771.0;114.75
Standing upright without moving;2.0;13771.0;114.75;14382.0;119.84167
Jumping on the left leg;16.0;14382.0;119.84167;14834.0;123.60833
Putting left hand on the ground;30.0;14834.0;123.60833;15376.0;128.125
Side-stepping;13.0;15376.0;128.125;15941.0;132.83333
Pushing the bag;25.0;15941.0;132.83333;16460.0;137.15833
Jumping backward;19.0;16460.0;137.15833;16937.0;141.13333
Leaning to the side;28.0;16937.0;141.13333;17621.0;146.83333
Standing in T-pose;1.0;17621.0;146.83333;17878.0;148.97761
