Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;105.0;0.86667;838.0;6.975
Standing upright without moving;2.0;838.0;6.975;1374.0;11.44167
Walking;8.0;1374.0;11.44167;2289.0;19.06667
Lifting the bag with two hands;23.0;2289.0;19.06667;2784.0;23.19167
Balancing on the right leg ;4.0;2784.0;23.19167;3322.0;27.675
Jumping forward;18.0;3322.0;27.675;3621.0;30.16667
Putting left hand on the ground;30.0;3621.0;30.16667;4106.0;34.20833
Walking on tiptoes;11.0;4106.0;34.20833;5137.0;42.8
Pushing the bag;25.0;5137.0;42.8;5464.0;45.525
Standing on tiptoes;6.0;5464.0;45.525;6098.0;50.80833
Jumping in place;14.0;6098.0;50.80833;6421.0;53.5
Leaning forward;26.0;6421.0;53.5;7024.0;58.525
Hopping around on one leg;12.0;7024.0;58.525;7841.0;65.33333
Lifting the bag with one hand;22.0;7841.0;65.33333;8379.0;69.81667
Doing squats;5.0;8379.0;69.81667;8839.0;73.65
Jumping to the side;17.0;8839.0;73.65;9211.0;76.75
Leaning to the side;28.0;9211.0;76.75;9845.0;82.03333
Side-stepping;13.0;9845.0;82.03333;10510.0;87.575
Sitting on the stool;20.0;10510.0;87.575;11254.0;93.775
Jumping on the left leg;16.0;11254.0;93.775;11557.0;96.3
Balancing on the left leg ;3.0;11557.0;96.3;12113.0;100.93333
Leaning backward;27.0;12113.0;100.93333;12623.0;105.18333
Jogging;9.0;12623.0;105.18333;13206.0;110.04167
Climbing the stairs;21.0;13206.0;110.04167;13626.0;113.54167
Standing on heels;7.0;13626.0;113.54167;14386.0;119.875
Jumping backward;19.0;14386.0;119.875;14697.0;122.46667
Looking backward;29.0;14697.0;122.46667;15306.0;127.54167
Walking backwards;10.0;15306.0;127.54167;16074.0;133.94167
Pulling the bag;24.0;16074.0;133.94167;16397.0;136.63333
Jumping on the right leg;15.0;16397.0;136.63333;17055.0;142.11667
Putting right hand on the ground;31.0;17055.0;142.11667;17503.0;145.85
Standing in T-pose;1.0;17503.0;145.85;17960.0;149.65654
