Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;418.0;3.475;1014.0;8.44167
Jumping in place;14.0;1014.0;8.44167;1553.0;12.93333
Walking on tiptoes;11.0;1553.0;12.93333;2300.0;19.15833
Climbing the stairs;21.0;2300.0;19.15833;2738.0;22.80833
Standing on tiptoes;6.0;2738.0;22.80833;3191.0;26.58333
Jumping backward;19.0;3191.0;26.58333;3737.0;31.13333
Leaning backward;27.0;3737.0;31.13333;4196.0;34.95833
Walking backwards;10.0;4196.0;34.95833;4972.0;41.425
Sitting on the stool;20.0;4972.0;41.425;5705.0;47.53333
Standing on heels;7.0;5705.0;47.53333;6078.0;50.64167
Balancing on the left leg ;3.0;6078.0;50.64167;6574.0;54.775
Putting left hand on the ground;30.0;6574.0;54.775;7041.0;58.66667
Jogging;9.0;7041.0;58.66667;7781.0;64.83333
Pushing the bag;25.0;7781.0;64.83333;8248.0;68.725
Balancing on the right leg ;4.0;8248.0;68.725;8851.0;73.75
Jumping to the side;17.0;8851.0;73.75;9110.0;75.90833
Looking backward;29.0;9110.0;75.90833;9685.0;80.7
Walking;8.0;9685.0;80.7;10511.0;87.58333
Lifting the bag with one hand;22.0;10511.0;87.58333;11064.0;92.19167
Balancing on the left leg ;3.0;11064.0;92.19167;11423.0;95.18333
Jumping on the right leg;15.0;11423.0;95.18333;11847.0;98.71667
Leaning to the side;28.0;11847.0;98.71667;12522.0;104.34167
Side-stepping;13.0;12522.0;104.34167;13176.0;109.79167
Lifting the bag with two hands;23.0;13176.0;109.79167;13715.0;114.28333
Standing upright without moving;2.0;13715.0;114.28333;14340.0;119.49167
Jumping forward;18.0;14340.0;119.49167;14835.0;123.61667
Leaning forward;26.0;14835.0;123.61667;15410.0;128.40833
Hopping around on one leg;12.0;15410.0;128.40833;16006.0;133.375
Pulling the bag;24.0;16006.0;133.375;16473.0;137.26667
Doing squats;5.0;16473.0;137.26667;17098.0;142.475
Putting right hand on the ground;31.0;17098.0;142.475;17587.0;146.55
Standing in T-pose;1.0;17587.0;146.55;17950.0;149.57322
