Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;160.0;1.325;782.0;6.50833
Standing on tiptoes;6.0;782.0;6.50833;1319.0;10.98333
Walking on tiptoes;11.0;1319.0;10.98333;1850.0;15.40833
Pulling the bag;24.0;1850.0;15.40833;2285.0;19.03333
Standing on heels;7.0;2285.0;19.03333;2879.0;23.98333
Jumping to the side;17.0;2879.0;23.98333;3279.0;27.31667
Putting left hand on the ground;30.0;3279.0;27.31667;3934.0;32.775
Hopping around on one leg;12.0;3934.0;32.775;4642.0;38.675
Lifting the bag with one hand;22.0;4642.0;38.675;5051.0;42.08333
Jumping on the left leg;16.0;5051.0;42.08333;5746.0;47.875
Balancing on the left leg ;3.0;5746.0;47.875;6221.0;51.83333
Leaning forward;26.0;6221.0;51.83333;6763.0;56.35
Side-stepping;13.0;6763.0;56.35;7472.0;62.25833
Sitting on the stool;20.0;7472.0;62.25833;8102.0;67.50833
Standing upright without moving;2.0;8102.0;67.50833;8464.0;70.525
Jumping forward;18.0;8464.0;70.525;8844.0;73.69167
Looking backward;29.0;8844.0;73.69167;9498.0;79.14167
Walking backwards;10.0;9498.0;79.14167;10240.0;85.325
Lifting the bag with two hands;23.0;10240.0;85.325;10701.0;89.16667
Doing squats;5.0;10701.0;89.16667;11256.0;93.79167
Jumping in place;14.0;11256.0;93.79167;11727.0;97.71667
Leaning to the side;28.0;11727.0;97.71667;12274.0;102.275
Jogging;9.0;12274.0;102.275;12981.0;108.16667
Pulling the bag;24.0;12981.0;108.16667;13408.0;111.725
Balancing on the right leg ;4.0;13408.0;111.725;14066.0;117.20833
Jumping backward;19.0;14066.0;117.20833;14390.0;119.90833
Leaning backward;27.0;14390.0;119.90833;14906.0;124.20833
Walking;8.0;14906.0;124.20833;15694.0;130.775
Climbing the stairs;21.0;15694.0;130.775;16132.0;134.425
Jumping on the right leg;15.0;16132.0;134.425;16820.0;140.15833
Putting right hand on the ground;31.0;16820.0;140.15833;17326.0;144.375
Standing in T-pose;1.0;17326.0;144.375;17666.0;147.21049
