Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;626.0;5.20833;1107.0;9.21667
Balancing on the left leg ;3.0;1107.0;9.21667;1564.0;13.025
Walking on tiptoes;11.0;1564.0;13.025;2234.0;18.60833
Pulling the bag;24.0;2234.0;18.60833;2781.0;23.16667
Standing on heels;7.0;2781.0;23.16667;3290.0;27.40833
Jumping on the right leg;15.0;3290.0;27.40833;3739.0;31.15
Leaning forward;26.0;3739.0;31.15;4277.0;35.63333
Walking;8.0;4277.0;35.63333;4959.0;41.31667
Lifting the bag with one hand;22.0;4959.0;41.31667;5474.0;45.60833
Standing upright without moving;2.0;5474.0;45.60833;6040.0;50.325
Jumping in place;14.0;6040.0;50.325;6304.0;52.525
Leaning to the side;28.0;6304.0;52.525;6973.0;58.1
Jogging;9.0;6973.0;58.1;7674.0;63.94167
Climbing the stairs;21.0;7674.0;63.94167;8198.0;68.30833
Standing on tiptoes;6.0;8198.0;68.30833;8785.0;73.2
Jumping forward;18.0;8785.0;73.2;9191.0;76.58333
Putting right hand on the ground;31.0;9191.0;76.58333;9825.0;81.86667
Walking backwards;10.0;9825.0;81.86667;10711.0;89.25
Lifting the bag with two hands;23.0;10711.0;89.25;11275.0;93.95
Jumping on the left leg;16.0;11275.0;93.95;11621.0;96.83333
Jumping backward;19.0;11621.0;96.83333;11891.0;99.08333
Looking backward;29.0;11891.0;99.08333;12370.0;103.075
Hopping around on one leg;12.0;12370.0;103.075;13402.0;111.675
Sitting on the stool;20.0;13402.0;111.675;13958.0;116.30833
Doing squats;5.0;13958.0;116.30833;14382.0;119.84167
Jumping to the side;17.0;14382.0;119.84167;14738.0;122.80833
Leaning backward;27.0;14738.0;122.80833;15263.0;127.18333
Side-stepping;13.0;15263.0;127.18333;15877.0;132.3
Pushing the bag;25.0;15877.0;132.3;16359.0;136.31667
Balancing on the right leg ;4.0;16359.0;136.31667;17140.0;142.825
Putting left hand on the ground;30.0;17140.0;142.825;17640.0;146.99167
Standing in T-pose;1.0;17640.0;146.99167;17903.0;149.18056
