Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;554.0;4.60833;1034.0;8.60833
Jumping on the right leg;15.0;1034.0;8.60833;1503.0;12.51667
Walking on tiptoes;11.0;1503.0;12.51667;2257.0;18.8
Climbing the stairs;21.0;2257.0;18.8;2726.0;22.70833
Standing on tiptoes;6.0;2726.0;22.70833;3285.0;27.36667
Jumping backward;19.0;3285.0;27.36667;3605.0;30.03333
Leaning backward;27.0;3605.0;30.03333;4303.0;35.85
Walking backwards;10.0;4303.0;35.85;4895.0;40.78333
Lifting the bag with two hands;23.0;4895.0;40.78333;5456.0;45.45833
Jumping on the left leg;16.0;5456.0;45.45833;5927.0;49.38333
Jumping forward;18.0;5927.0;49.38333;6462.0;53.84167
Leaning to the side;28.0;6462.0;53.84167;6990.0;58.24167
Side-stepping;13.0;6990.0;58.24167;7656.0;63.79167
Sitting on the stool;20.0;7656.0;63.79167;8297.0;69.13333
Balancing on the right leg ;4.0;8297.0;69.13333;8913.0;74.26667
Jumping to the side;17.0;8913.0;74.26667;9258.0;77.14167
Putting right hand on the ground;31.0;9258.0;77.14167;9856.0;82.125
Walking on tiptoes;11.0;9856.0;82.125;10464.0;87.19167
Lifting the bag with one hand;22.0;10464.0;87.19167;11149.0;92.9
Doing squats;5.0;11149.0;92.9;11578.0;96.475
Balancing on the left leg ;3.0;11578.0;96.475;12167.0;101.38333
Putting left hand on the ground;30.0;12167.0;101.38333;12599.0;104.98333
Walking;8.0;12599.0;104.98333;13251.0;110.41667
Pulling the bag;24.0;13251.0;110.41667;13697.0;114.13333
Standing upright without moving;2.0;13697.0;114.13333;14334.0;119.44167
Jumping in place;14.0;14334.0;119.44167;14820.0;123.49167
Looking backward;29.0;14820.0;123.49167;15359.0;127.98333
Jogging;9.0;15359.0;127.98333;15862.0;132.175
Pushing the bag;25.0;15862.0;132.175;16287.0;135.71667
Standing on heels;7.0;16287.0;135.71667;17080.0;142.325
Leaning forward;26.0;17080.0;142.325;17688.0;147.39167
Standing in T-pose;1.0;17688.0;147.39167;17831.0;148.58044
