Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;249.0;2.06667;1008.0;8.39167
Balancing on the right leg ;4.0;1008.0;8.39167;1313.0;10.93333
Walking;8.0;1313.0;10.93333;2001.0;16.66667
Pushing the bag;25.0;2001.0;16.66667;2419.0;20.15
Standing on tiptoes;6.0;2419.0;20.15;3107.0;25.88333
Jumping on the right leg;15.0;3107.0;25.88333;3575.0;29.78333
Leaning forward;26.0;3575.0;29.78333;3937.0;32.8
Walking backwards;10.0;3937.0;32.8;4851.0;40.41667
Pulling the bag;24.0;4851.0;40.41667;5334.0;44.44167
Doing squats;5.0;5334.0;44.44167;5901.0;49.16667
Jumping in place;14.0;5901.0;49.16667;6213.0;51.76667
Looking backward;29.0;6213.0;51.76667;6844.0;57.025
Walking on tiptoes;11.0;6844.0;57.025;7617.0;63.46667
Sitting on the stool;20.0;7617.0;63.46667;8518.0;70.975
Balancing on the left leg ;3.0;8518.0;70.975;8716.0;72.625
Jumping backward;19.0;8716.0;72.625;9057.0;75.46667
Leaning to the side;28.0;9057.0;75.46667;9744.0;81.19167
Side-stepping;13.0;9744.0;81.19167;10297.0;85.8
Lifting the bag with two hands;23.0;10297.0;85.8;10950.0;91.24167
Standing on heels;7.0;10950.0;91.24167;11269.0;93.9
Jumping to the side;17.0;11269.0;93.9;11772.0;98.09167
Putting left hand on the ground;30.0;11772.0;98.09167;12439.0;103.65
Hopping around on one leg;12.0;12439.0;103.65;13056.0;108.79167
Lifting the bag with one hand;22.0;13056.0;108.79167;13588.0;113.225
Standing upright without moving;2.0;13588.0;113.225;14162.0;118.00833
Jumping forward;18.0;14162.0;118.00833;14531.0;121.08333
Putting right hand on the ground;31.0;14531.0;121.08333;15077.0;125.63333
Jogging;9.0;15077.0;125.63333;15772.0;131.425
Climbing the stairs;21.0;15772.0;131.425;16233.0;135.26667
Balancing on the left leg ;3.0;16233.0;135.26667;16892.0;140.75833
Leaning backward;27.0;16892.0;140.75833;17389.0;144.9
Standing in T-pose;1.0;17389.0;144.9;17718.0;147.64335
