Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;9.75;7.25;6.75;4.0;1.0;0.5;0.25;0.25;2.5;1.0;1.25;1.0;0.25;1.0;0.75;0.5;-0.222168;0.020508;0.988281;-0.63;0.7;0.49;436.0;-0.198084;-0.001572;4.75;4.75;3.5;3.0;1.0;1.0;0.25;0.5;2.25;1.5;1.25;0.75;0.5;1.0;0.75;0.75;-0.249023;0.035645;0.973145;-0.7;-0.98;0.7;316.0;-0.124322;-0.025561
0.01;9.75;6.75;6.75;4.0;1.25;0.5;0.25;0.25;2.5;1.0;1.25;0.5;0.25;1.0;0.5;0.5;-0.225586;0.018555;0.980469;-0.7;0.63;0.56;425.0;-0.204576;0.005352;5.0;4.5;3.5;3.0;0.5;1.0;0.25;0.5;2.5;1.5;1.25;0.75;0.5;1.0;0.75;0.75;-0.250488;0.028809;0.971191;-0.77;-0.91;0.77;314.0;-0.120132;-0.021463
0.02;9.25;7.25;7.0;4.0;1.25;0.5;0.25;0.25;2.75;0.5;1.25;0.25;0.25;0.75;0.5;0.5;-0.225586;0.018555;0.989746;-0.49;0.63;0.56;421.0;-0.213221;0.005121;5.25;4.5;3.5;3.25;0.5;1.0;0.25;0.5;2.25;1.25;1.25;0.75;0.5;1.25;0.75;0.5;-0.252441;0.033691;0.975586;-0.77;-0.98;0.7;314.0;-0.13016;-0.023522
0.03;9.0;7.0;7.0;4.25;1.0;0.5;0.25;0.25;2.25;0.75;1.25;0.25;0.25;0.75;0.25;0.5;-0.226074;0.023926;0.985352;-0.63;0.56;0.56;408.0;-0.221274;-0.000341;4.5;4.5;3.25;3.0;0.5;1.0;0.25;0.5;2.25;1.25;1.25;0.75;0.5;1.0;0.75;0.5;-0.25;0.030273;0.982422;-0.63;-0.91;0.63;297.0;-0.123624;-0.028002
0.04;9.25;6.5;6.25;4.0;1.0;0.5;0.25;0.0;2.75;1.25;1.25;0.5;0.25;1.25;0.25;0.5;-0.227051;0.017578;0.985352;-0.63;0.56;0.56;410.0;-0.195832;0.011694;4.5;4.5;3.5;3.0;0.5;1.0;0.25;0.5;2.25;1.5;1.25;0.75;0.5;1.0;0.75;0.75;-0.254883;0.031738;0.975586;-0.77;-0.98;0.63;305.0;-0.119293;-0.027359
0.05;9.75;6.75;6.25;4.0;1.0;0.5;0.25;0.25;2.75;1.25;1.25;0.5;0.0;0.75;0.25;0.25;-0.227051;0.022949;0.98291;-0.56;0.49;0.56;414.0;-0.209067;0.009875;4.75;4.5;3.5;3.0;0.5;1.0;0.25;0.25;2.25;1.0;1.25;0.75;0.5;1.0;0.5;0.5;-0.25293;0.033691;0.96875;-0.7;-0.91;0.7;293.0;-0.138105;-0.020656
0.06;9.25;7.25;6.25;4.25;1.0;0.5;0.25;0.0;2.5;0.5;1.0;0.75;0.0;0.75;0.25;0.25;-0.219238;0.022461;0.984863;-0.7;0.56;0.63;400.0;-0.22542;0.003855;4.75;4.5;3.5;3.0;0.5;1.0;0.25;0.5;2.25;1.0;1.25;0.75;0.5;1.0;0.5;0.5;-0.256348;0.032715;0.974609;-0.91;-0.98;0.7;297.0;-0.136343;-0.025853
0.07;9.5;6.75;6.25;4.0;1.25;0.5;0.25;0.0;2.25;0.5;1.0;0.5;0.25;0.5;0.25;0.25;-0.22168;0.02002;0.98291;-0.56;0.42;0.7;391.0;-0.232012;0.004902;4.75;4.5;3.25;3.0;0.5;1.25;0.25;0.5;2.25;1.25;1.25;0.75;0.5;1.0;0.5;0.5;-0.254883;0.029785;0.974121;-0.77;-0.98;0.77;300.0;-0.131619;-0.028622
0.08;9.25;6.75;6.25;4.0;1.0;0.5;0.25;0.0;2.25;0.75;1.0;0.5;0.25;0.25;0.5;0.25;-0.226074;0.021973;0.991211;-0.49;0.49;0.63;389.0;-0.227268;0.002467;4.75;4.5;3.25;3.0;0.75;1.0;0.25;0.5;2.5;1.5;1.25;0.75;0.5;1.25;0.5;0.5;-0.256348;0.031738;0.967773;-0.77;-1.05;0.7;309.0;-0.11935;-0.019485
0.09;9.25;6.75;6.75;3.75;1.0;0.5;0.25;0.0;2.25;0.5;1.25;0.75;0.25;0.25;0.25;0.25;-0.226562;0.020508;0.983398;-0.56;0.49;0.7;392.0;-0.228922;0.002672;4.75;4.25;3.25;3.0;0.75;1.0;0.25;0.25;2.25;1.5;1.25;0.75;0.5;0.75;0.5;0.5;-0.250977;0.029785;0.97168;-0.77;-0.98;0.7;294.0;-0.131292;-0.019643
0.1;9.5;6.75;6.75;3.75;1.0;0.5;0.25;0.0;2.25;0.5;1.25;1.0;0.0;0.25;0.25;0.5;-0.227051;0.016113;0.988281;-0.63;0.56;0.49;397.0;-0.227148;0.002835;4.75;4.5;3.5;3.0;0.75;1.0;0.25;0.5;2.25;1.0;1.25;1.0;0.25;0.5;0.75;0.5;-0.255859;0.032227;0.974121;-0.7;-0.91;0.63;299.0;-0.138625;-0.027848
0.11;9.5;6.75;6.25;4.0;1.0;0.5;0.25;0.0;2.5;0.5;1.0;0.5;0.0;0.5;0.25;0.25;-0.224121;0.02002;0.983887;-0.63;0.56;0.63;389.0;-0.230776;0.009761;4.75;4.75;3.5;3.0;0.75;1.0;0.25;0.5;2.25;1.0;1.25;0.75;0.25;0.75;0.75;0.5;-0.250977;0.033203;0.977051;-0.77;-0.91;0.63;301.0;-0.140025;-0.024856
0.12;9.5;6.75;6.25;4.0;1.0;0.5;0.25;0.0;2.5;0.75;1.0;0.5;0.0;0.5;0.5;0.25;-0.225586;0.025879;0.982422;-0.56;0.56;0.63;395.0;-0.222756;0.009484;4.75;4.5;3.5;3.0;0.75;1.0;0.25;0.5;2.25;1.0;1.0;0.75;0.5;0.75;0.75;0.25;-0.252441;0.030762;0.974121;-0.77;-1.05;0.7;297.0;-0.141245;-0.024803
0.13;9.5;6.75;6.75;4.0;1.0;0.5;0.25;0.0;2.0;0.5;1.25;0.5;0.0;0.75;0.25;0.5;-0.220703;0.024902;0.985352;-0.7;0.63;0.42;395.0;-0.230829;0.005063;5.25;4.5;3.5;3.0;0.75;1.0;0.25;0.5;2.25;1.25;1.25;0.75;0.25;0.75;0.75;0.25;-0.255371;0.029785;0.978027;-0.84;-1.05;0.63;306.0;-0.141504;-0.018988
0.14;9.25;7.25;6.75;4.0;1.0;0.5;0.25;0.0;2.0;0.5;1.25;0.75;0.0;0.75;0.25;0.5;-0.222656;0.019531;0.981934;-0.63;0.49;0.63;400.0;-0.228783;5e-06;5.0;4.5;3.5;3.0;1.0;1.25;0.25;0.5;2.5;1.25;1.25;0.75;0.5;1.0;0.5;0.5;-0.245605;0.03125;0.980469;-0.7;-0.98;0.7;316.0;-0.13083;-0.021104
0.15;9.25;7.25;6.75;4.0;1.0;0.5;0.25;0.0;2.0;0.75;1.25;0.5;0.0;0.5;0.25;0.5;-0.234375;0.022461;0.986328;-0.7;0.63;0.63;398.0;-0.232345;0.001568;5.0;4.75;3.5;3.0;0.75;1.0;0.25;0.5;2.5;1.0;1.25;0.75;0.25;1.0;0.75;0.25;-0.25;0.030762;0.976562;-0.84;-1.05;0.7;308.0;-0.136084;-0.017245
0.16;9.5;7.0;6.75;4.0;1.0;0.5;0.25;0.0;2.25;0.75;1.0;0.5;0.0;0.75;0.25;0.25;-0.226074;0.016602;0.986328;-0.77;0.56;0.56;400.0;-0.22975;0.008859;5.25;4.75;3.5;3.0;0.5;1.0;0.25;0.5;2.25;1.0;1.25;0.75;0.25;0.75;0.75;0.25;-0.253906;0.027832;0.971191;-0.84;-0.91;0.63;302.0;-0.147552;-0.021792
0.17;9.5;7.0;6.75;4.0;1.0;0.5;0.25;0.0;2.25;0.75;1.0;0.5;0.0;0.75;0.25;0.5;-0.22168;0.018066;0.986816;-0.63;0.56;0.63;401.0;-0.22757;0.007668;5.25;4.75;3.5;3.0;0.75;1.0;0.25;0.25;2.0;1.0;1.25;0.5;0.5;0.75;0.5;0.25;-0.255859;0.03125;0.969727;-0.77;-1.05;0.63;294.0;-0.160517;-0.019555
0.18;9.5;6.75;6.75;4.0;1.0;0.5;0.25;0.0;2.25;0.75;1.0;0.5;0.0;0.25;0.25;0.5;-0.222656;0.024902;0.983398;-0.77;0.7;0.49;394.0;-0.233904;0.006775;5.25;4.75;3.5;3.0;0.75;0.75;0.25;0.5;2.0;1.25;1.25;0.5;1.0;0.75;0.5;0.25;-0.255371;0.03418;0.973633;-0.84;-1.05;0.56;303.0;-0.149664;-0.028276
0.19;9.25;7.25;6.75;4.0;1.0;0.5;0.25;0.0;2.0;0.75;1.25;0.5;0.0;0.25;0.25;0.5;-0.22168;0.021973;0.987793;-0.56;0.63;0.49;395.0;-0.23613;0.000534;5.0;4.75;3.5;3.0;0.75;1.0;0.25;0.5;2.25;1.25;1.25;0.75;0.5;0.75;0.5;0.25;-0.255371;0.028809;0.978027;-0.84;-0.98;0.7;305.0;-0.144112;-0.024218
