Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;1.0;0.0;548.0;4.55833
Jumping in place;14.0;548.0;4.55833;1004.0;8.35833
Walking;8.0;1004.0;8.35833;1649.0;13.73333
Pulling the bag;24.0;1649.0;13.73333;2238.0;18.64167
Jumping on the left leg;16.0;2238.0;18.64167;2779.0;23.15
Jumping to the side;17.0;2779.0;23.15;3136.0;26.125
Leaning backward;27.0;3136.0;26.125;3852.0;32.09167
Jogging;9.0;3852.0;32.09167;4462.0;37.175
Climbing the stairs;21.0;4462.0;37.175;4918.0;40.975
Doing squats;5.0;4918.0;40.975;5528.0;46.05833
Balancing on the left leg ;3.0;5528.0;46.05833;6082.0;50.675
Leaning forward;26.0;6082.0;50.675;6615.0;55.11667
Hopping around on one leg;12.0;6615.0;55.11667;7106.0;59.20833
Pushing the bag;25.0;7106.0;59.20833;7492.0;62.425
Standing upright without moving;2.0;7492.0;62.425;8341.0;69.5
Jumping forward;18.0;8341.0;69.5;8769.0;73.06667
Putting right hand on the ground;31.0;8769.0;73.06667;9379.0;78.15
Walking on tiptoes;11.0;9379.0;78.15;9954.0;82.94167
Sitting on the stool;20.0;9954.0;82.94167;10755.0;89.61667
Standing on tiptoes;6.0;10755.0;89.61667;11146.0;92.875
Jumping backward;19.0;11146.0;92.875;11546.0;96.20833
Putting left hand on the ground;30.0;11546.0;96.20833;12128.0;101.05833
Side-stepping;13.0;12128.0;101.05833;12703.0;105.85
Lifting the bag with one hand;22.0;12703.0;105.85;13271.0;110.58333
Standing on heels;7.0;13271.0;110.58333;13903.0;115.85
Jumping on the right leg;15.0;13903.0;115.85;14359.0;119.65
Looking backward;29.0;14359.0;119.65;14878.0;123.975
Walking backwards;10.0;14878.0;123.975;15705.0;130.86667
Lifting the bag with two hands;23.0;15705.0;130.86667;16323.0;136.01667
Balancing on the right leg ;4.0;16323.0;136.01667;16701.0;139.16667
Leaning to the side;28.0;16701.0;139.16667;17137.0;142.8
Standing in T-pose;1.0;17137.0;142.8;17525.0;146.03618
