Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;2.75;2.25;2.25;1.75;0.5;0.75;0.25;0.75;3.25;1.0;1.25;1.25;1.0;2.5;0.75;1.0;-0.206055;0.023926;0.994141;-0.56;0.77;0.63;268.0;0.001672;-0.014341;3.25;4.0;1.5;2.5;1.75;2.75;0.25;1.75;3.5;1.0;2.25;1.5;1.75;3.0;1.25;0.5;-0.253418;0.037109;0.976074;-0.84;-1.12;0.77;378.0;-0.017325;-0.06411
0.01;2.75;2.25;2.25;1.75;0.5;0.75;0.25;0.75;3.25;1.0;1.25;1.25;1.0;2.5;0.75;1.0;-0.206055;0.023926;0.994141;-0.56;0.77;0.63;268.0;0.001672;-0.014341;3.25;4.0;1.5;2.5;1.5;2.75;0.25;1.75;3.75;1.0;2.0;1.25;1.5;3.0;0.75;0.5;-0.240234;0.039062;0.976562;-0.84;-1.12;0.84;365.0;-0.025321;-0.056747
0.02;2.75;2.25;2.25;1.75;0.5;0.75;0.25;0.75;3.25;1.0;1.25;1.25;1.0;2.5;0.75;1.0;-0.206055;0.023926;0.994141;-0.56;0.77;0.63;268.0;0.001672;-0.014341;3.25;4.25;1.5;2.25;1.5;2.75;0.25;1.75;3.75;1.0;1.75;1.5;1.5;3.0;0.5;0.5;-0.243652;0.041504;0.978516;-0.91;-0.98;0.84;362.0;-0.029431;-0.057349
0.03;2.75;2.25;2.25;1.75;0.5;0.75;0.25;0.75;3.25;1.0;1.25;1.25;1.0;2.5;0.75;1.0;-0.206055;0.023926;0.994141;-0.56;0.77;0.63;268.0;0.001672;-0.014341;3.25;4.0;1.25;2.25;1.25;2.5;0.25;1.5;3.75;1.0;1.75;1.25;1.5;2.75;0.5;0.5;-0.243164;0.041016;0.983398;-0.84;-0.98;0.84;341.0;-0.02777;-0.052523
0.04;2.75;2.25;2.25;1.75;0.5;0.75;0.25;0.75;3.25;1.0;1.25;1.25;1.0;2.5;0.75;1.0;-0.206055;0.023926;0.994141;-0.56;0.77;0.63;268.0;0.001672;-0.014341;3.0;4.0;1.25;2.0;1.5;3.0;0.25;1.75;3.75;1.0;2.0;1.25;1.5;2.75;0.75;0.5;-0.245117;0.033691;0.973633;-0.77;-0.91;0.77;354.0;-0.019729;-0.059834
0.05;2.75;2.25;2.25;1.75;0.5;0.75;0.25;0.75;3.25;1.0;1.25;1.25;1.0;2.5;0.75;1.0;-0.206055;0.023926;0.994141;-0.56;0.77;0.63;268.0;0.001672;-0.014341;3.5;4.0;1.25;2.25;1.5;3.0;0.25;1.75;3.75;1.0;2.0;1.25;1.75;2.75;0.75;0.5;-0.245605;0.043457;0.978027;-0.77;-0.91;0.77;365.0;-0.026651;-0.061167
0.06;2.75;2.25;2.25;1.75;0.5;0.75;0.25;0.75;3.25;1.0;1.25;1.25;1.0;2.5;0.75;1.0;-0.206055;0.023926;0.994141;-0.56;0.77;0.63;268.0;0.001672;-0.014341;3.25;4.0;1.25;2.5;1.5;3.0;0.25;1.75;3.75;1.0;2.0;1.5;1.75;2.75;0.75;0.5;-0.246094;0.041504;0.982422;-0.84;-1.05;0.77;368.0;-0.024044;-0.065643
0.07;2.75;2.0;2.0;1.75;0.5;0.75;0.25;0.75;3.25;0.75;1.25;1.25;1.0;2.75;0.5;1.0;-0.205078;0.024902;0.992188;-0.56;0.7;0.49;259.0;0.005465;-0.012468;3.0;4.0;1.5;2.5;1.5;2.5;0.25;1.75;3.5;1.0;2.0;1.25;1.75;3.0;0.75;0.5;-0.248047;0.039062;0.97998;-0.7;-0.91;0.77;358.0;-0.022813;-0.062228
0.08;3.0;2.0;2.25;1.75;0.5;0.75;0.25;0.75;3.25;1.25;1.25;1.25;1.0;2.75;0.5;1.0;-0.20459;0.021973;0.989258;-0.56;0.91;0.49;270.0;0.003072;-0.008441;3.0;4.25;1.5;2.5;1.5;3.0;0.25;1.75;3.5;1.0;2.25;1.25;1.75;3.0;1.0;0.25;-0.241211;0.038574;0.97998;-0.84;-0.98;0.7;371.0;-0.023848;-0.065878
0.09;3.0;2.25;2.25;1.75;0.5;0.75;0.25;0.75;3.0;1.25;1.5;1.25;1.0;2.75;0.5;1.0;-0.206543;0.020996;0.988281;-0.49;0.7;0.56;272.0;-0.001804;-0.014751;3.0;3.75;1.25;2.5;1.5;3.0;0.25;1.5;3.5;1.0;2.0;1.5;1.75;3.0;0.75;0.25;-0.242676;0.041016;0.980957;-0.77;-0.98;0.7;356.0;-0.019953;-0.063301
