Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;9.0;8.0;8.25;9.25;2.5;3.75;0.25;1.5;1.5;2.5;3.25;3.75;2.75;3.5;1.0;2.0;-0.23291;0.046387;0.969727;-1.47;0.77;-0.35;544.0;-0.122332;-0.08128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.167969;0.031738;0.920898;4.83;35.77;20.719999;0.0;0.0;0.0
0.01;9.0;8.0;8.25;9.75;2.5;3.5;0.25;1.5;1.5;2.5;2.5;3.5;2.75;3.75;0.75;1.75;-0.230957;0.048828;0.966309;-1.68;0.84;-0.42;536.0;-0.130688;-0.079023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.167969;0.031738;0.920898;4.83;35.77;20.719999;0.0;0.0;0.0
0.02;9.0;7.75;8.25;9.75;2.25;3.5;0.25;1.5;1.25;2.5;2.75;3.5;2.75;3.75;0.25;1.75;-0.23291;0.052734;0.96582;-1.61;0.63;-0.49;527.0;-0.134722;-0.08128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.167969;0.031738;0.920898;4.83;35.77;20.719999;0.0;0.0;0.0
0.03;9.0;7.75;8.25;9.5;2.5;3.5;0.25;1.5;1.25;2.25;3.0;3.75;2.75;3.75;0.0;1.0;-0.239258;0.04834;0.968262;-1.68;0.7;-0.42;523.0;-0.138161;-0.080147;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.159668;0.03418;0.915039;5.46;36.610001;20.65;0.0;0.0;0.0
0.04;8.75;7.75;8.0;9.75;2.5;3.75;0.25;1.5;1.25;2.0;2.75;4.0;2.75;3.75;0.25;1.25;-0.232422;0.053223;0.972168;-1.75;0.7;-0.42;525.0;-0.135451;-0.085024;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.149902;0.030762;0.910156;7.63;38.290001;19.809999;2.0;0.0;0.0
0.05;9.0;7.75;8.25;9.75;2.5;3.75;0.25;1.5;1.0;2.25;3.0;4.0;3.0;3.75;0.0;1.5;-0.233887;0.055176;0.96582;-1.89;0.77;-0.49;532.0;-0.136244;-0.086642;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.126953;0.039062;0.88916;10.85;39.759998;17.639999;2.0;0.0;0.0
0.06;8.75;7.75;8.25;9.25;2.5;3.5;0.25;1.25;1.25;2.25;2.75;4.0;2.75;4.25;0.0;1.5;-0.230957;0.04834;0.967773;-1.75;0.63;-0.49;522.0;-0.131257;-0.078414;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.132324;0.041016;0.848633;14.63;42.209999;13.58;2.0;0.0;0.0
0.07;8.75;7.75;8.25;9.75;2.5;3.75;0.25;1.25;1.0;2.0;3.0;4.25;3.0;4.25;0.0;1.5;-0.238281;0.05127;0.972168;-1.82;0.63;-0.49;530.0;-0.132295;-0.085313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024902;-0.362305;0.371582;22.190001;52.57;6.23;0.0;0.0;0.0
0.08;8.75;7.75;8.0;9.75;2.25;3.75;0.25;1.5;1.25;2.0;2.75;3.5;3.25;3.75;0.25;1.75;-0.231934;0.049805;0.963867;-1.89;0.77;-0.49;524.0;-0.134091;-0.087529;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45166;-0.38916;1.126465;-105.769997;26.67;-4.62;0.0;0.0;0.0
0.09;9.0;7.75;8.25;9.75;2.25;3.5;0.0;1.25;1.0;2.5;2.75;3.0;2.75;3.75;0.25;1.5;-0.237305;0.04834;0.960449;-1.61;0.84;-0.42;512.0;-0.142991;-0.080915;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.587402;0.002441;1.192871;-62.299999;1.05;11.2;0.0;0.0;0.0
