Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;481.0;4.0;987.0;8.21667
Jumping backward;19.0;987.0;8.21667;1196.0;9.95833
Jogging;9.0;1196.0;9.95833;2030.0;16.90833
Pulling the bag;24.0;2030.0;16.90833;2510.0;20.90833
Standing on tiptoes;6.0;2510.0;20.90833;3226.0;26.875
Jumping forward;18.0;3226.0;26.875;3558.0;29.64167
Leaning to the side;28.0;3558.0;29.64167;4254.0;35.44167
Walking backwards;10.0;4254.0;35.44167;4795.0;39.95
Lifting the bag with two hands;23.0;4795.0;39.95;5387.0;44.88333
Balancing on the right leg ;4.0;5387.0;44.88333;6062.0;50.50833
Jumping to the side;17.0;6062.0;50.50833;6414.0;53.44167
Leaning backward;27.0;6414.0;53.44167;6932.0;57.75833
Walking on tiptoes;11.0;6932.0;57.75833;7766.0;64.70833
Sitting on the stool;20.0;7766.0;64.70833;8418.0;70.14167
Standing on heels;7.0;8418.0;70.14167;8863.0;73.85
Balancing on the left leg ;3.0;8863.0;73.85;9308.0;77.55833
Putting left hand on the ground;30.0;9308.0;77.55833;9756.0;81.29167
Walking;8.0;9756.0;81.29167;10350.0;86.24167
Lifting the bag with one hand;22.0;10350.0;86.24167;10817.0;90.13333
Jumping on the left leg;16.0;10817.0;90.13333;11475.0;95.61667
Jumping on the right leg;15.0;11475.0;95.61667;11930.0;99.40833
Looking backward;29.0;11930.0;99.40833;12470.0;103.90833
Side-stepping;13.0;12470.0;103.90833;13186.0;109.875
Pushing the bag;25.0;13186.0;109.875;13691.0;114.08333
Doing squats;5.0;13691.0;114.08333;14172.0;118.09167
Jumping in place;14.0;14172.0;118.09167;14609.0;121.73333
Leaning forward;26.0;14609.0;121.73333;15260.0;127.15833
Hopping around on one leg;12.0;15260.0;127.15833;15898.0;132.475
Climbing the stairs;21.0;15898.0;132.475;16363.0;136.35
Standing upright without moving;2.0;16363.0;136.35;17092.0;142.425
Putting right hand on the ground;31.0;17092.0;142.425;17511.0;145.91667
Standing in T-pose;1.0;17511.0;145.91667;17707.0;147.55052
