Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;2.0;2.25;2.0;2.75;1.0;1.0;0.0;0.5;2.25;3.0;3.25;3.25;2.25;6.0;0.25;1.25;-0.24707;0.054199;0.968262;-1.82;0.56;-0.49;279.0;0.06991;-0.052896;1.75;1.5;2.25;2.0;0.75;1.0;0.0;0.5;1.75;2.0;2.75;2.25;1.25;2.25;0.75;1.5;-0.23584;0.01123;0.978516;-0.7;-1.33;1.26;208.0;0.038323;-0.064697
0.01;2.0;2.25;2.0;2.75;1.0;1.0;0.0;0.5;2.25;3.0;3.25;3.25;2.25;6.0;0.25;1.25;-0.24707;0.054199;0.968262;-1.82;0.56;-0.49;279.0;0.06991;-0.052896;1.75;1.5;2.25;2.0;0.75;1.0;0.0;0.5;1.75;1.75;2.25;2.5;1.25;4.5;0.25;1.75;-0.234375;0.011719;0.971191;-0.63;-1.33;1.19;216.0;0.056259;-0.050218
0.02;2.0;2.25;2.0;2.75;1.0;1.0;0.0;0.5;2.25;3.0;3.25;3.25;2.25;6.0;0.25;1.25;-0.24707;0.054199;0.968262;-1.82;0.56;-0.49;279.0;0.06991;-0.052896;2.25;1.75;2.75;2.0;0.75;1.0;0.0;0.5;1.75;1.75;2.25;1.25;1.0;4.75;0.0;1.25;-0.230469;0.013672;0.976074;-0.77;-1.33;1.26;212.0;0.022615;-0.023442
0.03;2.0;2.25;2.0;2.75;1.0;1.0;0.0;0.5;2.25;3.0;3.25;3.25;2.25;6.0;0.25;1.25;-0.24707;0.054199;0.968262;-1.82;0.56;-0.49;279.0;0.06991;-0.052896;2.25;1.75;2.5;2.0;0.5;1.0;0.0;0.5;1.75;2.0;2.25;1.0;1.0;4.5;0.0;2.0;-0.236816;0.012695;0.977051;-0.77;-1.4;1.26;209.0;0.029993;-0.028354
0.04;2.0;2.25;2.0;2.75;1.0;1.0;0.0;0.5;2.25;3.0;3.25;3.25;2.25;6.0;0.25;1.25;-0.24707;0.054199;0.968262;-1.82;0.56;-0.49;279.0;0.06991;-0.052896;2.25;1.75;2.75;2.0;0.75;1.0;0.0;0.5;2.0;1.5;2.5;1.75;1.0;3.75;0.0;1.75;-0.237793;0.019531;0.979004;-0.7;-1.47;1.26;214.0;0.019849;-0.036934
0.05;2.0;2.25;2.0;2.75;1.0;1.0;0.0;0.5;2.25;3.0;3.25;3.25;2.25;6.0;0.25;1.25;-0.24707;0.054199;0.968262;-1.82;0.56;-0.49;279.0;0.06991;-0.052896;1.75;1.25;2.75;2.0;0.75;1.0;0.0;0.25;2.0;1.5;2.75;1.75;1.0;4.25;0.25;1.75;-0.237305;0.011719;0.981934;-0.77;-1.4;1.19;211.0;0.049913;-0.029864
0.06;2.0;2.25;2.0;2.75;1.0;1.0;0.0;0.5;2.25;3.0;3.25;3.25;2.25;6.0;0.25;1.25;-0.24707;0.054199;0.968262;-1.82;0.56;-0.49;279.0;0.06991;-0.052896;1.5;1.5;2.25;2.0;0.75;1.0;0.0;0.25;2.0;1.75;2.5;1.75;1.0;4.25;0.25;1.75;-0.240234;0.015625;0.975098;-0.63;-1.33;1.19;206.0;0.057629;-0.033398
0.07;2.0;2.25;2.0;2.75;1.0;1.0;0.0;0.5;2.25;3.0;3.25;3.25;2.25;6.0;0.25;1.25;-0.24707;0.054199;0.968262;-1.82;0.56;-0.49;279.0;0.06991;-0.052896;1.5;1.5;2.75;2.25;0.75;1.0;0.0;0.5;2.0;1.75;3.0;1.75;1.0;3.75;0.25;1.75;-0.233398;0.014648;0.97168;-0.56;-1.26;1.12;217.0;0.043508;-0.043198
0.08;2.0;2.75;2.0;2.75;0.75;1.0;0.0;0.5;2.25;2.75;3.25;3.25;1.75;6.0;0.25;1.25;-0.246094;0.055176;0.962891;-1.82;0.49;-0.49;274.0;0.062033;-0.050901;1.75;1.5;2.75;2.5;0.75;1.0;0.0;0.25;1.75;2.0;2.0;1.75;1.0;3.75;0.25;1.5;-0.237793;0.007812;0.978027;-0.63;-1.4;1.26;207.0;0.025838;-0.036781
0.09;2.0;2.75;2.5;3.0;0.75;1.0;0.0;0.5;2.25;2.75;3.25;3.75;2.25;5.75;0.25;1.25;-0.249023;0.048828;0.960938;-1.82;0.42;-0.42;288.0;0.05535;-0.060434;2.25;1.5;2.5;2.5;0.75;0.75;0.0;0.25;1.5;1.5;2.5;1.75;0.75;3.25;0.25;1.75;-0.238281;0.014648;0.971191;-0.63;-1.4;1.19;200.0;0.012211;-0.042122
0.1;2.5;2.25;2.0;2.75;0.75;0.5;0.0;0.5;2.5;2.5;3.75;4.0;2.25;5.75;0.5;1.25;-0.248535;0.054688;0.965332;-1.75;0.42;-0.35;286.0;0.073087;-0.054769;1.5;1.5;2.5;2.25;0.75;0.75;0.0;0.5;2.0;1.5;2.5;1.75;1.0;3.0;0.25;1.75;-0.234375;0.010742;0.973145;-0.7;-1.4;1.12;200.0;0.033287;-0.047636
0.11;2.5;2.75;2.0;2.75;0.75;0.5;0.0;0.5;2.25;2.5;3.75;4.0;2.25;5.75;0.5;1.5;-0.246582;0.056152;0.962891;-1.89;0.49;-0.56;288.0;0.065951;-0.060411;1.5;1.25;2.5;2.25;0.5;0.5;0.0;0.5;1.75;1.75;2.5;1.75;0.75;3.0;0.0;1.5;-0.244141;0.010742;0.979004;-0.77;-1.47;1.26;188.0;0.03349;-0.042353
0.12;1.75;2.75;1.75;2.75;0.75;0.75;0.0;0.5;2.25;2.75;3.75;4.0;2.25;5.75;0.25;1.0;-0.249512;0.051758;0.961426;-1.89;0.49;-0.49;279.0;0.074094;-0.064111;1.5;1.25;1.75;2.25;0.75;0.5;0.0;0.25;1.5;1.75;2.75;1.75;0.75;3.25;0.0;1.5;-0.237793;0.01416;0.972656;-0.77;-1.4;1.19;181.0;0.046559;-0.0435
0.13;1.75;2.25;1.75;2.75;0.75;0.75;0.0;0.5;2.25;2.75;3.5;4.0;2.25;5.75;0.25;0.75;-0.245605;0.054688;0.960449;-1.82;0.63;-0.42;272.0;0.078604;-0.061201;1.5;1.25;2.25;2.0;0.75;1.0;0.0;0.25;1.5;2.0;2.5;2.25;0.75;3.25;0.0;1.5;-0.236328;0.008301;0.972168;-0.7;-1.47;1.19;193.0;0.042116;-0.047289
0.14;2.25;2.75;2.0;2.75;0.75;0.75;0.0;0.5;2.25;2.75;3.5;3.25;1.75;6.0;0.25;1.0;-0.249512;0.056152;0.964355;-1.89;0.63;-0.35;275.0;0.06021;-0.047232;1.5;1.5;2.5;2.0;0.5;0.5;0.0;0.25;1.5;2.0;2.5;2.25;0.75;3.75;0.0;1.5;-0.241211;0.010254;0.974121;-0.7;-1.4;1.26;194.0;0.04726;-0.038642
0.15;2.25;2.75;2.0;2.75;0.75;0.75;0.0;0.5;2.25;3.25;3.25;3.5;2.25;5.75;0.5;1.0;-0.247559;0.05127;0.961426;-1.96;0.63;-0.49;284.0;0.064747;-0.053983;1.25;1.5;2.25;2.0;0.5;0.5;0.0;0.25;1.5;1.5;2.5;2.25;0.75;3.0;0.0;1.5;-0.238281;0.014648;0.97998;-0.77;-1.47;1.19;179.0;0.04113;-0.051062
0.16;2.25;2.75;1.75;2.75;0.75;0.75;0.0;0.5;1.75;2.75;3.25;3.5;2.25;5.75;0.25;0.75;-0.245605;0.053711;0.962891;-1.82;0.56;-0.42;268.0;0.056767;-0.062503;1.5;1.25;2.25;2.0;0.5;0.75;0.0;0.5;1.75;1.5;2.75;1.75;0.75;3.25;0.0;1.5;-0.23877;0.013672;0.975098;-0.7;-1.4;0.98;187.0;0.042371;-0.04455
0.17;2.0;2.25;1.75;2.75;0.5;0.5;0.0;0.5;2.25;2.75;3.5;2.0;2.25;5.75;0.0;1.0;-0.243164;0.053223;0.95752;-1.89;0.56;-0.49;251.0;0.067701;-0.043396;1.75;1.5;2.25;2.0;0.25;0.75;0.0;0.5;1.5;1.75;2.5;2.5;1.0;3.25;0.0;1.25;-0.236328;0.015625;0.976074;-0.84;-1.33;1.12;194.0;0.036928;-0.058736
0.18;2.0;2.25;1.75;2.75;0.75;0.75;0.0;0.5;2.25;2.75;3.5;3.0;2.25;5.75;0.25;1.0;-0.246094;0.053223;0.961914;-1.75;0.56;-0.35;267.0;0.071625;-0.053136;1.5;1.5;2.25;2.0;0.25;0.75;0.0;0.5;1.5;1.75;2.5;1.75;1.0;3.5;0.25;1.25;-0.234375;0.010742;0.977539;-0.7;-1.47;1.12;189.0;0.043892;-0.050377
0.19;2.25;2.25;2.0;2.75;0.5;0.75;0.0;0.5;2.0;2.75;3.5;3.75;2.25;6.0;0.25;1.0;-0.247559;0.051758;0.960938;-1.89;0.49;-0.35;275.0;0.070325;-0.05922;1.5;1.25;1.75;2.0;0.5;0.75;0.0;0.5;1.5;1.75;2.5;1.25;1.0;3.25;0.5;1.5;-0.235352;0.015137;0.978516;-0.77;-1.47;1.12;182.0;0.053397;-0.04966
0.2;1.75;2.75;2.5;2.75;0.5;0.75;0.0;0.25;2.0;3.0;3.5;3.75;1.75;6.0;0.0;1.25;-0.247559;0.052246;0.962891;-1.89;0.42;-0.42;273.0;0.064685;-0.051472;1.5;1.25;2.5;2.0;0.5;0.75;0.0;0.25;1.5;2.0;2.25;1.75;0.75;3.0;0.5;1.5;-0.240234;0.008301;0.97168;-0.7;-1.33;1.12;186.0;0.041734;-0.040455
0.21;1.75;2.75;2.5;2.75;0.5;0.75;0.0;0.5;2.0;3.0;3.5;3.5;2.25;5.75;0.0;1.25;-0.245605;0.056641;0.957031;-1.89;0.63;-0.49;276.0;0.06179;-0.060382;2.25;1.25;2.5;2.5;0.5;1.0;0.0;0.25;1.75;1.75;2.25;1.75;0.75;3.25;0.5;1.25;-0.234863;0.009766;0.977539;-0.7;-1.47;1.19;201.0;0.019888;-0.035806
0.22;2.25;2.75;2.5;2.75;0.75;0.75;0.0;0.25;2.0;2.75;3.5;3.5;2.25;5.75;0.0;1.25;-0.25;0.052246;0.956543;-1.89;0.63;-0.42;277.0;0.052419;-0.053902;1.75;1.5;2.25;2.25;0.5;0.75;0.0;0.5;1.5;1.75;2.25;1.75;1.0;3.0;0.5;1.5;-0.236816;0.01709;0.978027;-0.84;-1.54;1.19;193.0;0.030075;-0.054748
