Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;374.0;3.10833;867.0;7.21667
Jumping backward;19.0;867.0;7.21667;1119.0;9.31667
Walking;8.0;1119.0;9.31667;2033.0;16.93333
Climbing the stairs;21.0;2033.0;16.93333;2653.0;22.1
Standing upright without moving;2.0;2653.0;22.1;3227.0;26.88333
Jumping on the right leg;15.0;3227.0;26.88333;3567.0;29.71667
Leaning to the side;28.0;3567.0;29.71667;4069.0;33.9
Jogging;9.0;4069.0;33.9;4662.0;38.84167
Sitting on the stool;20.0;4662.0;38.84167;5254.0;43.775
Balancing on the right leg ;4.0;5254.0;43.775;5928.0;49.39167
Jumping forward;18.0;5928.0;49.39167;6236.0;51.95833
Putting left hand on the ground;30.0;6236.0;51.95833;6795.0;56.61667
Hopping around on one leg;12.0;6795.0;56.61667;7562.0;63.00833
Lifting the bag with one hand;22.0;7562.0;63.00833;7954.0;66.275
Standing on heels;7.0;7954.0;66.275;8619.0;71.81667
Jumping to the side;17.0;8619.0;71.81667;9068.0;75.55833
Looking backward;29.0;9068.0;75.55833;9686.0;80.70833
Side-stepping;13.0;9686.0;80.70833;10307.0;85.88333
Lifting the bag with two hands;23.0;10307.0;85.88333;10766.0;89.70833
Doing squats;5.0;10766.0;89.70833;11288.0;94.05833
Balancing on the left leg ;3.0;11288.0;94.05833;11904.0;99.19167
Leaning forward;26.0;11904.0;99.19167;12296.0;102.45833
Walking on tiptoes;11.0;12296.0;102.45833;13077.0;108.96667
Pulling the bag;24.0;13077.0;108.96667;13460.0;112.15833
Standing on tiptoes;6.0;13460.0;112.15833;14214.0;118.44167
Jumping in place;14.0;14214.0;118.44167;14547.0;121.21667
Putting right hand on the ground;31.0;14547.0;121.21667;15160.0;126.325
Walking backwards;10.0;15160.0;126.325;15820.0;131.825
Pushing the bag;25.0;15820.0;131.825;16161.0;134.66667
Jumping on the left leg;16.0;16161.0;134.66667;16906.0;140.875
Leaning backward;27.0;16906.0;140.875;17385.0;144.86667
Standing in T-pose;1.0;17385.0;144.86667;17759.0;147.98052
