Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;8.75;8.75;4.75;7.75;0.75;3.5;0.0;0.5;0.0;0.0;0.0;0.5;0.25;0.0;0.0;0.0;-0.202637;0.041992;0.987305;-0.91;2.87;1.26;339.0;-0.307852;-0.08997;1.0;1.5;0.75;1.0;0.25;0.25;0.0;0.5;0.0;0.5;0.25;0.25;0.0;0.5;0.5;0.5;-0.237305;-0.003418;0.989746;-1.33;-4.48;1.61;73.0;-0.111803;-0.097362
0.01;8.75;8.75;4.75;7.75;0.75;3.5;0.0;0.5;0.0;0.0;0.0;0.5;0.25;0.0;0.0;0.0;-0.202637;0.041992;0.987305;-0.91;2.87;1.26;339.0;-0.307852;-0.08997;1.0;1.0;0.75;0.25;0.25;0.5;0.0;0.5;0.0;0.5;0.25;0.25;0.0;0.5;0.25;0.5;-0.237305;-0.004395;0.98877;-1.33;-4.13;1.19;61.0;-0.091248;-0.084614
0.02;8.75;8.75;4.75;7.75;0.75;3.5;0.0;0.5;0.0;0.0;0.0;0.5;0.25;0.0;0.0;0.0;-0.202637;0.041992;0.987305;-0.91;2.87;1.26;339.0;-0.307852;-0.08997;0.5;0.75;0.75;0.25;0.5;0.25;0.0;0.5;0.0;0.5;0.25;0.25;0.0;0.5;0.5;0.25;-0.238281;-0.008789;0.984863;-1.26;-3.78;0.35;55.0;-0.039303;-0.077693
0.03;8.75;8.75;4.75;7.75;0.75;3.5;0.0;0.5;0.0;0.0;0.0;0.5;0.25;0.0;0.0;0.0;-0.202637;0.041992;0.987305;-0.91;2.87;1.26;339.0;-0.307852;-0.08997;0.5;1.0;1.25;0.75;0.75;0.25;0.0;0.25;0.0;0.5;0.25;0.25;0.0;0.25;0.0;0.5;-0.23877;-0.003418;0.992188;-1.05;-2.87;1.33;61.0;-0.138475;-0.067888
0.04;8.75;8.75;4.75;7.75;0.75;3.5;0.0;0.5;0.0;0.0;0.0;0.5;0.25;0.0;0.0;0.0;-0.202637;0.041992;0.987305;-0.91;2.87;1.26;339.0;-0.307852;-0.08997;1.25;1.5;0.75;0.75;0.25;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.5;-0.239258;0.000977;0.983398;-0.98;-2.24;1.61;49.0;0.0;0.0
0.05;8.75;8.75;4.75;7.75;0.75;3.5;0.0;0.5;0.0;0.0;0.0;0.5;0.25;0.0;0.0;0.0;-0.202637;0.041992;0.987305;-0.91;2.87;1.26;339.0;-0.307852;-0.08997;1.5;1.75;1.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;-0.241211;-0.011719;0.988281;-0.84;-1.19;0.84;48.0;0.0;0.0
0.06;8.75;8.75;4.75;7.75;0.75;3.5;0.0;0.5;0.0;0.0;0.0;0.5;0.25;0.0;0.0;0.0;-0.202637;0.041992;0.987305;-0.91;2.87;1.26;339.0;-0.307852;-0.08997;1.75;2.0;1.25;0.5;0.25;0.0;0.0;0.25;0.0;0.25;0.0;0.0;0.0;0.25;0.0;0.0;-0.238281;-0.001953;0.981445;-0.63;-0.84;1.33;61.0;-0.284696;-0.02749
0.07;8.75;9.0;4.75;7.5;0.75;3.5;0.0;0.75;0.0;0.0;0.25;0.5;0.25;0.0;0.0;0.0;-0.197754;0.04248;0.984375;-1.26;2.94;1.26;344.0;-0.30197;-0.092681;1.0;2.0;1.0;0.75;0.25;0.0;0.0;0.25;0.0;0.25;0.0;0.25;0.0;0.5;0.0;0.0;-0.238281;-0.007324;0.987305;-0.77;-0.63;1.26;59.0;-0.22782;-0.061694
0.08;8.5;8.875;4.875;7.625;0.75;3.125;0.0;0.625;0.0;0.0;0.25;0.5;0.25;0.0;0.0;0.0;-0.2004395;0.04174799999999999;0.986328;-1.26;2.9749999999999996;1.225;338.0;-0.30389;-0.09009;0.5;2.0;1.0;0.5;0.5;0.0;0.0;0.25;0.0;0.5;0.0;0.0;0.0;0.25;0.25;0.0;-0.244629;-0.007812;0.983398;-0.77;-0.7;0.98;54.0;-0.198766;-0.056964
0.09;8.25;8.75;5.0;7.75;0.75;2.75;0.0;0.5;0.0;0.0;0.25;0.5;0.25;0.0;0.0;0.0;-0.203125;0.041016;0.988281;-1.26;3.01;1.19;332.0;-0.30581;-0.087499;0.75;1.5;1.0;0.5;0.5;0.25;0.0;0.25;0.0;0.5;0.25;0.0;0.0;0.0;0.0;0.0;-0.242676;-0.005859;0.984375;-0.42;-0.63;1.12;53.0;-0.21933;-0.061174
