Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;4.0;4.0;1.25;3.5;0.75;3.75;0.5;4.0;1.25;2.5;3.75;3.5;3.5;1.5;1.0;2.0;-0.206543;0.047363;0.994141;-0.35;3.36;0.98;395.0;-0.019582;-0.15536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.75;1.75;1.25;1.25;1.0;0.5;0.75;1.25;-0.263184;-0.010742;0.978516;1.61;0.0;-2.03;86.0;0.228716;-0.129323
0.01;4.0;4.0;1.25;3.5;0.75;3.75;0.5;4.0;1.25;2.5;3.75;3.5;3.5;1.5;1.0;2.0;-0.206543;0.047363;0.994141;-0.35;3.36;0.98;395.0;-0.019582;-0.15536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.5;1.75;1.5;1.5;1.0;0.5;0.75;1.0;-0.25;-0.004883;0.97998;0.84;-0.77;0.07;86.0;0.225178;-0.144971
0.02;2.75;4.0;1.25;3.5;1.0;3.75;0.25;4.0;1.5;2.75;3.5;3.5;3.5;1.5;1.0;2.5;-0.20459;0.044434;0.98584;-0.77;3.22;0.77;387.0;-0.004787;-0.162203;0.5;0.0;0.0;0.25;0.25;0.0;0.0;0.5;0.25;1.5;1.5;1.5;1.25;0.5;1.0;1.25;-0.249023;-0.000488;0.976074;-0.21;-2.52;1.26;93.0;0.182585;-0.145673
0.03;2.5;4.5;1.5;4.0;1.0;3.5;0.25;4.0;1.25;2.75;3.25;3.25;3.5;1.75;1.25;2.5;-0.203613;0.046875;0.992676;-0.77;2.94;0.84;391.0;-0.011297;-0.162959;0.5;0.0;0.0;0.25;0.0;0.0;0.0;0.5;0.0;1.5;1.0;0.75;0.75;0.25;0.5;1.0;-0.23877;0.006348;0.978516;-0.84;-3.71;1.4;63.0;0.158156;-0.150493
0.04;2.75;4.25;1.5;3.25;0.75;3.0;0.25;4.0;1.0;2.75;4.0;3.25;3.75;1.75;1.25;2.25;-0.205566;0.051758;0.989258;-1.19;2.94;0.7;381.0;-0.001346;-0.163691;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.75;0.0;1.25;1.0;0.75;0.75;0.5;0.5;1.0;-0.239746;0.001953;0.972168;-1.4;-4.76;1.26;61.0;0.197256;-0.169001
0.05;2.75;4.0;1.0;2.75;0.75;2.75;0.25;4.0;0.75;2.75;4.0;3.5;3.5;1.5;1.25;2.0;-0.203613;0.042969;0.98584;-1.4;2.66;0.7;361.0;0.004666;-0.169853;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.5;0.5;1.0;1.0;0.75;1.0;0.5;0.75;1.0;-0.237305;0.00293;0.973633;-1.05;-4.41;1.12;66.0;0.218964;-0.131097
0.06;2.75;3.25;0.75;3.0;0.75;3.25;0.25;4.0;0.75;3.25;2.5;3.5;3.75;1.5;1.0;2.0;-0.204102;0.045898;0.983887;-1.75;2.38;0.7;349.0;0.002189;-0.174986;0.25;0.0;0.0;0.5;0.0;0.25;0.0;0.75;0.25;1.25;0.5;1.0;1.0;0.75;0.5;1.0;-0.234863;0.004883;0.977051;-1.19;-4.48;0.91;73.0;0.15482;-0.16463
0.07;2.5;3.5;1.0;3.25;0.5;3.0;0.25;3.75;1.0;3.25;3.0;3.25;3.25;1.25;1.0;2.0;-0.203125;0.046875;0.991211;-1.89;2.52;0.63;345.0;0.000125;-0.167234;0.25;0.25;0.0;0.25;0.0;0.25;0.0;0.5;0.0;1.25;0.25;0.75;1.0;0.75;0.5;1.0;-0.23877;0.000977;0.984375;-1.47;-4.48;0.77;62.0;0.152986;-0.167513
0.08;2.0;4.0;1.0;3.5;0.5;2.25;0.25;3.25;1.0;2.5;3.5;3.0;2.75;1.5;0.75;1.5;-0.203125;0.04834;0.991211;-2.24;2.38;0.49;321.0;-0.006832;-0.161572;0.25;0.25;0.25;0.25;0.25;0.25;0.0;0.5;0.25;1.5;0.75;0.75;1.0;0.5;0.75;0.75;-0.236816;0.003906;0.985352;-2.31;-4.9;0.35;76.0;0.139177;-0.127227
0.09;2.0;3.5;1.0;3.25;0.5;2.25;0.25;3.0;0.5;2.5;3.25;3.0;3.0;1.5;0.75;1.75;-0.207031;0.045898;0.985352;-2.73;2.59;0.42;305.0;-0.003148;-0.16985;0.25;0.25;0.5;0.25;0.25;0.0;0.0;0.75;0.25;1.5;1.25;1.0;1.25;0.5;0.75;0.75;-0.231445;0.000488;0.978027;-3.43;-5.25;-0.0;89.0;0.136996;-0.138749
0.1;2.5;3.5;1.25;2.75;0.5;2.0;0.25;3.0;0.5;1.75;3.0;3.0;2.25;1.5;1.0;1.5;-0.199219;0.044922;0.98291;-3.36;2.59;0.07;291.0;-0.015351;-0.160038;0.25;0.5;0.5;0.5;0.25;0.25;0.0;0.75;0.25;1.5;0.75;0.75;1.0;0.5;0.75;0.75;-0.228516;0.004883;0.981445;-4.27;-5.6;-0.07;87.0;0.09535;-0.135232
0.11;1.25;3.5;0.5;3.0;0.5;2.25;0.25;2.5;0.5;2.5;2.25;3.0;2.75;1.75;1.0;1.5;-0.202637;0.04541;0.982422;-3.5;2.38;0.07;275.0;0.010544;-0.171615;0.75;0.75;0.75;0.75;0.5;0.0;0.0;0.75;0.0;1.5;0.5;0.75;0.75;0.5;0.5;0.5;-0.236328;-0.001465;0.986328;-4.62;-5.46;-0.07;88.0;0.012177;-0.115272
0.12;1.25;3.0;0.25;2.25;0.5;2.0;0.25;2.25;0.5;2.5;2.5;2.25;2.75;1.75;1.25;1.5;-0.205078;0.04248;0.986328;-2.8;2.38;0.28;253.0;0.031432;-0.163803;1.5;1.0;1.0;0.75;0.5;0.25;0.0;1.0;0.0;1.0;0.5;0.5;0.75;0.75;0.5;0.5;-0.228516;-0.005371;0.989258;-4.55;-4.9;0.14;100.0;-0.0461;-0.107202
0.13;1.75;3.5;0.75;3.0;0.75;2.0;0.25;2.25;0.5;2.75;3.0;2.25;2.25;1.75;1.0;1.5;-0.208496;0.039551;0.983398;-2.45;2.52;0.49;277.0;0.00157;-0.147796;1.5;1.0;1.0;0.5;0.75;0.5;0.0;1.0;0.0;1.0;0.75;0.25;0.75;0.5;0.75;0.5;-0.225586;-0.002441;0.982422;-4.41;-4.27;0.07;103.0;-0.042412;-0.104835
0.14;1.75;4.0;0.75;3.25;0.75;2.0;0.25;2.5;0.25;2.75;3.5;2.5;2.0;1.5;0.75;1.75;-0.20166;0.036621;0.991699;-1.89;2.66;0.77;287.0;-0.010268;-0.15812;2.0;1.25;1.25;0.5;0.75;0.5;0.0;1.0;0.0;1.25;0.75;0.5;0.75;0.5;0.5;0.5;-0.229004;-0.003418;0.996094;-3.64;-3.01;0.42;115.0;-0.067454;-0.093814
0.15;2.25;3.0;0.75;2.5;0.75;2.0;0.25;2.25;0.5;2.5;2.5;2.25;2.25;1.5;0.75;1.5;-0.203125;0.042969;0.986328;-1.4;2.8;1.12;261.0;-0.006585;-0.146918;2.25;1.75;1.75;0.75;0.75;0.5;0.0;1.0;0.25;0.75;0.5;0.75;0.75;0.5;0.5;0.75;-0.229004;-0.001953;0.98584;-2.73;-2.31;0.42;128.0;-0.097242;-0.090507
0.16;2.75;3.25;0.75;2.75;0.5;2.25;0.25;2.25;0.75;2.5;2.5;2.25;2.0;0.5;1.0;1.5;-0.20752;0.041992;0.983887;-1.33;2.94;1.33;266.0;-0.026673;-0.148238;2.5;2.0;1.75;0.75;0.75;0.25;0.0;1.0;0.25;0.75;0.5;0.75;0.75;0.75;0.5;0.5;-0.228516;0.001465;0.984375;-1.89;-1.61;0.56;131.0;-0.103611;-0.078548
0.17;2.75;3.5;0.75;2.75;0.75;2.0;0.25;2.0;0.75;2.75;2.5;2.75;2.0;0.5;1.0;1.75;-0.202148;0.041016;0.983398;-0.98;3.01;1.54;273.0;-0.021386;-0.143724;2.5;2.5;1.75;1.0;0.5;0.5;0.0;1.0;0.0;0.75;0.75;0.75;1.0;0.75;0.5;0.5;-0.226074;0.00293;0.98877;-1.47;-1.26;0.7;139.0;-0.115024;-0.103542
0.18;2.75;4.0;0.75;2.5;0.5;2.0;0.25;2.25;0.5;3.25;2.25;2.75;2.25;1.25;1.0;1.25;-0.20459;0.045898;0.990723;-0.77;3.29;1.54;281.0;-0.017503;-0.143465;2.5;2.5;1.75;1.0;0.5;0.75;0.0;1.0;0.0;1.25;1.75;0.75;1.0;0.75;0.25;0.75;-0.230469;-0.002441;0.98584;-0.98;-0.84;0.91;155.0;-0.087936;-0.10391
0.19;2.25;4.0;0.75;3.0;0.5;1.75;0.25;2.25;0.5;3.25;2.5;2.25;2.25;1.25;0.5;1.25;-0.205566;0.049316;0.986328;-0.91;3.22;1.54;271.0;-0.02396;-0.146331;2.25;2.75;1.75;1.0;0.5;1.0;0.0;1.0;0.0;1.25;1.0;0.75;1.0;1.0;0.0;0.5;-0.224609;-0.000977;0.987793;-0.91;-0.77;0.91;148.0;-0.109106;-0.105326
0.2;1.0;3.5;0.75;2.75;0.5;1.75;0.25;2.25;0.25;2.5;2.5;2.5;2.25;0.5;0.5;1.75;-0.19873;0.039551;0.989746;-1.19;3.22;1.4;242.0;-0.011397;-0.180135;2.5;3.0;1.75;1.25;0.5;0.5;0.0;1.0;0.0;1.25;0.5;1.0;0.75;1.0;0.25;0.5;-0.231934;-0.003418;0.982422;-0.91;-0.77;0.84;148.0;-0.120724;-0.096754
0.21;3.0;3.0;0.75;2.75;0.5;1.5;0.25;2.25;0.25;2.0;2.5;2.0;2.25;0.25;0.5;1.75;-0.201172;0.047852;0.98291;-1.47;2.94;1.26;242.0;-0.04625;-0.162236;2.75;2.75;1.75;1.25;0.5;0.5;0.0;1.0;0.0;1.25;0.75;0.75;0.75;0.75;0.5;0.5;-0.228027;-0.003418;0.984375;-0.98;-0.77;0.7;149.0;-0.119227;-0.092956
0.22;2.5;1.75;1.0;2.5;0.5;1.5;0.25;2.0;0.5;2.25;2.5;2.0;1.25;0.75;0.75;1.25;-0.206055;0.04541;0.984375;-1.68;2.8;1.12;225.0;-0.014002;-0.133399;2.5;4.25;1.75;1.25;0.5;0.5;0.0;1.25;0.25;1.25;1.0;0.75;0.75;0.5;0.25;0.5;-0.22998;0.002441;0.984375;-1.33;-0.91;0.84;164.0;-0.137984;-0.104871
0.23;2.25;3.25;1.25;2.25;0.5;2.0;0.0;1.75;0.5;2.75;2.5;2.0;2.0;0.75;0.75;1.0;-0.208008;0.047852;0.983887;-1.75;2.52;1.05;243.0;-0.027595;-0.142035;3.25;4.25;1.75;1.25;0.5;0.5;0.0;1.25;0.25;1.5;1.0;1.0;0.75;0.5;0.0;0.75;-0.230957;-0.000977;0.983887;-1.61;-0.77;0.63;174.0;-0.142808;-0.098315
0.24;3.5;3.75;0.75;3.5;0.5;1.75;0.0;1.75;0.5;2.0;2.5;2.5;1.25;0.5;0.75;1.25;-0.202148;0.044434;0.979492;-2.1;2.38;0.98;255.0;-0.067431;-0.142671;3.5;3.75;2.5;1.5;0.5;0.5;0.0;1.25;0.5;1.5;1.0;1.0;0.75;0.75;0.25;0.5;-0.231445;0.0;0.984863;-1.82;-1.05;0.63;189.0;-0.131095;-0.077898
0.25;2.75;3.5;0.25;3.25;0.5;1.25;0.0;1.75;0.25;1.5;2.25;1.5;1.75;0.75;0.75;1.25;-0.203613;0.044434;0.985352;-2.38;2.24;0.91;219.0;-0.061999;-0.158809;3.25;3.75;2.5;2.0;0.75;0.5;0.0;1.0;0.25;1.0;1.25;1.0;0.75;0.5;0.25;0.5;-0.224609;-0.001953;0.980957;-2.1;-1.12;0.63;183.0;-0.151135;-0.089122
0.26;2.0;3.5;0.5;3.0;0.25;2.0;0.0;1.75;0.25;1.75;2.25;1.5;1.5;0.75;0.25;1.25;-0.202148;0.038574;0.990234;-2.52;2.31;0.84;213.0;-0.062258;-0.167002;4.0;3.5;2.5;1.5;0.75;0.5;0.0;0.75;0.25;1.0;0.75;1.0;0.75;0.5;0.25;0.5;-0.228516;-0.001953;0.984375;-2.1;-1.05;0.56;175.0;-0.167338;-0.069524
0.27;2.25;2.5;1.0;3.0;0.25;1.5;0.0;1.5;0.25;1.5;2.25;1.75;1.5;0.75;0.5;1.25;-0.206543;0.044922;0.984375;-2.87;2.45;0.7;206.0;-0.0502;-0.15431;4.0;4.0;2.25;1.25;0.75;0.5;0.0;0.75;0.0;1.0;0.75;0.75;0.75;0.75;0.0;0.5;-0.223145;-0.007324;0.98877;-2.17;-1.19;0.42;168.0;-0.18474;-0.071858
0.28;2.5;2.75;0.75;3.0;0.5;1.25;0.25;1.25;0.5;1.5;2.0;1.5;2.0;1.0;0.5;1.0;-0.204102;0.039551;0.983398;-2.94;2.31;0.7;210.0;-0.049094;-0.134476;3.75;4.0;2.5;1.75;0.75;0.5;0.0;1.0;0.0;1.0;0.5;0.75;0.75;1.0;0.0;0.5;-0.225098;0.001953;0.983887;-2.45;-1.4;0.56;176.0;-0.181465;-0.079245
0.29;2.75;3.0;0.75;3.0;0.5;1.25;0.25;1.25;0.25;1.5;2.25;1.75;1.5;1.25;0.5;1.0;-0.196777;0.035645;0.985352;-3.01;2.24;0.7;215.0;-0.054763;-0.130487;4.0;3.75;2.75;2.0;0.75;0.5;0.0;0.5;0.0;0.75;0.5;0.75;0.75;0.75;0.25;0.5;-0.222168;-0.00293;0.984863;-2.59;-1.54;0.49;173.0;-0.195507;-0.067582
0.3;3.0;3.25;1.0;2.75;0.5;1.25;0.25;1.25;0.25;2.0;2.5;2.0;1.25;1.25;0.25;1.25;-0.20166;0.041992;0.980957;-3.36;2.24;0.7;226.0;-0.054207;-0.120883;4.0;4.25;2.5;2.0;1.0;0.75;0.0;1.0;0.0;0.5;0.5;0.75;0.75;0.5;0.25;0.5;-0.233398;-0.001953;0.98584;-2.87;-1.61;0.49;182.0;-0.203292;-0.089797
