Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;466.0;3.875;803.0;6.68333
Putting left hand on the ground;30.0;803.0;6.68333;1194.0;9.94167
Walking;8.0;1194.0;9.94167;1854.0;15.44167
Lifting the bag with one hand;22.0;1854.0;15.44167;2479.0;20.65
Doing squats;5.0;2479.0;20.65;2841.0;23.66667
Jumping in place;14.0;2841.0;23.66667;3281.0;27.33333
Leaning backward;27.0;3281.0;27.33333;3863.0;32.18333
Walking backwards;10.0;3863.0;32.18333;4729.0;39.4
Pushing the bag;25.0;4729.0;39.4;5141.0;42.83333
Standing on heels;7.0;5141.0;42.83333;5773.0;48.1
Jumping on the left leg;16.0;5773.0;48.1;6284.0;52.35833
Leaning forward;26.0;6284.0;52.35833;6703.0;55.85
Hopping around on one leg;12.0;6703.0;55.85;7427.0;61.88333
Lifting the bag with two hands;23.0;7427.0;61.88333;8016.0;66.79167
Standing upright without moving;2.0;8016.0;66.79167;8641.0;72.0
Jumping to the side;17.0;8641.0;72.0;8918.0;74.30833
Looking backward;29.0;8918.0;74.30833;9287.0;77.38333
Jogging;9.0;9287.0;77.38333;10174.0;84.775
Pulling the bag;24.0;10174.0;84.775;10657.0;88.8
Balancing on the left leg ;3.0;10657.0;88.8;11253.0;93.76667
Jumping backward;19.0;11253.0;93.76667;11708.0;97.55833
Leaning to the side;28.0;11708.0;97.55833;12276.0;102.29167
Side-stepping;13.0;12276.0;102.29167;13049.0;108.73333
Climbing the stairs;21.0;13049.0;108.73333;13632.0;113.59167
Standing on tiptoes;6.0;13632.0;113.59167;14100.0;117.49167
Jumping forward;18.0;14100.0;117.49167;14583.0;121.51667
Putting right hand on the ground;31.0;14583.0;121.51667;15158.0;126.30833
Walking on tiptoes;11.0;15158.0;126.30833;15967.0;133.05
Sitting on the stool;20.0;15967.0;133.05;16706.0;139.20833
Balancing on the right leg ;4.0;16706.0;139.20833;16947.0;141.21667
Jumping on the right leg;15.0;16947.0;141.21667;17288.0;144.05833
Standing in T-pose;1.0;17288.0;144.05833;17738.0;147.8105
