Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;563.0;4.68333;1012.0;8.425
Jumping on the left leg;16.0;1012.0;8.425;1367.0;11.38333
Side-stepping;13.0;1367.0;11.38333;2110.0;17.575
Pulling the bag;24.0;2110.0;17.575;2664.0;22.19167
Standing upright without moving;2.0;2664.0;22.19167;3102.0;25.84167
Balancing on the left leg ;3.0;3102.0;25.84167;3738.0;31.14167
Leaning forward;26.0;3738.0;31.14167;4016.0;33.45833
Hopping around on one leg;12.0;4016.0;33.45833;4968.0;41.39167
Lifting the bag with two hands;23.0;4968.0;41.39167;5386.0;44.875
Standing on heels;7.0;5386.0;44.875;5907.0;49.21667
Jumping backward;19.0;5907.0;49.21667;6422.0;53.50833
Putting right hand on the ground;31.0;6422.0;53.50833;6960.0;57.99167
Jogging;9.0;6960.0;57.99167;7652.0;63.75833
Sitting on the stool;20.0;7652.0;63.75833;8386.0;69.875
Doing squats;5.0;8386.0;69.875;8717.0;72.63333
Jumping forward;18.0;8717.0;72.63333;9134.0;76.10833
Looking backward;29.0;9134.0;76.10833;9536.0;79.45833
Walking on tiptoes;11.0;9536.0;79.45833;10479.0;87.31667
Climbing the stairs;21.0;10479.0;87.31667;10834.0;90.275
Balancing on the right leg ;4.0;10834.0;90.275;11533.0;96.1
Jumping on the right leg;15.0;11533.0;96.1;11982.0;99.84167
Putting left hand on the ground;30.0;11982.0;99.84167;12519.0;104.31667
Walking backwards;10.0;12519.0;104.31667;13179.0;109.81667
Pushing the bag;25.0;13179.0;109.81667;13715.0;114.28333
Standing on tiptoes;6.0;13715.0;114.28333;14235.0;118.61667
Jumping to the side;17.0;14235.0;118.61667;14689.0;122.4
Leaning to the side;28.0;14689.0;122.4;15215.0;126.78333
Walking;8.0;15215.0;126.78333;15860.0;132.15833
Lifting the bag with one hand;22.0;15860.0;132.15833;16332.0;136.09167
Jumping in place;14.0;16332.0;136.09167;17040.0;141.99167
Leaning backward;27.0;17040.0;141.99167;17460.0;145.49167
Standing in T-pose;1.0;17460.0;145.49167;17762.0;148.01043
