Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;9.5;13.75;3.25;9.0;0.25;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.5;0.0;4.5;-0.192383;-0.017578;0.979492;4.41;4.55;0.14;480.0;-0.293732;-0.083106;8.5;6.75;4.5;3.75;0.75;0.25;0.0;0.0;0.25;0.25;0.0;0.25;0.0;3.0;0.0;0.25;-0.208984;0.02002;0.980469;-1.68;-3.15;1.33;344.0;-0.260779;-0.004853
0.01;9.25;13.75;3.25;9.75;0.25;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.75;0.0;2.5;-0.208008;-0.011719;0.996582;4.83;4.83;0.14;473.0;-0.311546;-0.08258;9.0;6.75;5.0;4.25;1.0;0.25;0.0;0.0;0.25;0.25;0.0;0.0;0.0;2.75;0.0;0.25;-0.212891;0.026367;0.984863;-1.89;-3.36;1.26;361.0;-0.271384;-0.003304
0.02;9.5;13.0;3.0;10.25;0.25;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;1.0;0.0;1.0;-0.213379;0.003418;0.995117;4.48;4.97;0.14;460.0;-0.325284;-0.0798;10.0;7.0;5.0;4.25;0.75;0.25;0.0;0.0;0.25;0.5;0.0;0.0;0.0;2.75;0.0;0.25;-0.214844;0.021484;0.990723;-1.96;-3.08;1.4;376.0;-0.273841;-0.000814
0.03;9.5;13.0;3.0;9.5;0.5;0.25;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.5;0.0;0.25;-0.196777;-0.015625;0.998047;3.01;5.04;0.0;445.0;-0.340399;-0.079461;10.0;6.5;5.0;3.75;0.75;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.0;3.0;0.0;0.25;-0.215332;0.022461;0.987305;-1.96;-3.01;1.33;360.0;-0.272109;0.008954
0.04;9.5;12.75;3.0;9.25;0.25;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.25;0.0;0.25;-0.193359;-0.01123;0.999512;2.03;4.97;-0.21;431.0;-0.346566;-0.076744;10.0;6.5;5.0;4.5;1.0;0.25;0.0;0.0;0.25;0.25;0.0;0.0;0.0;3.0;0.0;0.25;-0.211914;0.016602;0.983887;-1.96;-3.01;1.4;377.0;-0.270198;0.000866
0.05;9.25;12.5;3.0;8.25;0.25;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.5;0.0;0.25;-0.192871;-0.005371;0.998047;-1.12;3.92;-0.56;415.0;-0.342903;-0.071291;8.5;6.5;5.0;4.75;1.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;3.25;0.0;0.25;-0.210938;0.020508;0.993164;-1.89;-2.59;1.54;357.0;-0.265426;-0.00608
0.06;8.5;13.0;2.75;7.75;0.25;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.5;0.0;0.0;-0.205566;-0.041504;0.997559;-2.73;3.22;-0.91;403.0;-0.342384;-0.073561;8.5;7.25;5.0;4.75;1.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;3.25;0.0;0.0;-0.209961;0.020996;0.98291;-1.96;-2.17;1.54;364.0;-0.271654;-0.00836
0.07;8.75;12.75;3.0;7.75;0.25;0.0;0.0;0.0;0.25;0.5;0.0;0.0;0.0;0.25;0.0;0.0;-0.22168;-0.042969;0.967773;-2.52;2.52;-0.77;407.0;-0.341964;-0.070723;9.0;7.25;5.5;4.5;1.0;0.25;0.0;0.0;0.25;0.25;0.0;0.25;0.0;3.5;0.0;0.0;-0.208008;0.025391;0.994629;-2.03;-1.96;1.61;386.0;-0.258747;-0.003439
0.08;9.0;13.0;2.75;6.5;0.25;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.0;-0.206543;-0.066406;0.978516;-2.17;2.45;-0.63;387.0;-0.355562;-0.067521;8.75;7.5;5.0;4.5;0.75;0.0;0.0;0.0;0.25;0.5;0.0;0.0;0.0;3.5;0.0;0.0;-0.20459;0.020996;0.987305;-2.1;-1.68;1.61;372.0;-0.260495;-0.002421
0.09;9.25;13.25;2.75;6.5;0.25;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.0;-0.199707;-0.022461;0.992676;-3.01;3.22;-0.7;393.0;-0.356369;-0.066824;8.5;7.5;5.25;4.25;1.0;0.25;0.0;0.0;0.0;0.25;0.0;0.0;0.0;3.5;0.0;0.0;-0.210449;0.026367;0.984863;-2.31;-1.61;1.61;369.0;-0.266644;-0.005861
