Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;321.0;2.66667;737.0;6.13333
Leaning to the side;28.0;737.0;6.13333;1238.0;10.30833
Hopping around on one leg;12.0;1238.0;10.30833;1974.0;16.44167
Pushing the bag;25.0;1974.0;16.44167;2503.0;20.85
Standing on heels;7.0;2503.0;20.85;3133.0;26.1
Jumping to the side;17.0;3133.0;26.1;3581.0;29.83333
Putting left hand on the ground;30.0;3581.0;29.83333;4090.0;34.075
Walking backwards;10.0;4090.0;34.075;4915.0;40.95
Sitting on the stool;20.0;4915.0;40.95;5424.0;45.19167
Jumping on the left leg;16.0;5424.0;45.19167;5936.0;49.45833
Jumping on the right leg;15.0;5936.0;49.45833;6329.0;52.73333
Looking backward;29.0;6329.0;52.73333;6734.0;56.10833
Side-stepping;13.0;6734.0;56.10833;7525.0;62.7
Pulling the bag;24.0;7525.0;62.7;8193.0;68.26667
Standing on tiptoes;6.0;8193.0;68.26667;8686.0;72.375
Jumping in place;14.0;8686.0;72.375;9203.0;76.68333
Leaning backward;27.0;9203.0;76.68333;9737.0;81.13333
Walking on tiptoes;11.0;9737.0;81.13333;10516.0;87.625
Lifting the bag with two hands;23.0;10516.0;87.625;11006.0;91.70833
Standing upright without moving;2.0;11006.0;91.70833;11499.0;95.81667
Jumping backward;19.0;11499.0;95.81667;11865.0;98.86667
Leaning forward;26.0;11865.0;98.86667;12338.0;102.80833
Jogging;9.0;12338.0;102.80833;12928.0;107.725
Climbing the stairs;21.0;12928.0;107.725;13377.0;111.46667
Doing squats;5.0;13377.0;111.46667;14182.0;118.175
Jumping forward;18.0;14182.0;118.175;14646.0;122.04167
Putting right hand on the ground;31.0;14646.0;122.04167;15043.0;125.35
Walking;8.0;15043.0;125.35;15887.0;132.38333
Lifting the bag with one hand;22.0;15887.0;132.38333;16295.0;135.78333
Balancing on the right leg ;4.0;16295.0;135.78333;17003.0;141.68333
Balancing on the left leg ;3.0;17003.0;141.68333;17400.0;144.99167
Standing in T-pose;1.0;17400.0;144.99167;17839.0;148.64757
