Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;524.0;4.35833;914.0;7.60833
Jumping backward;19.0;914.0;7.60833;1351.0;11.25
Walking;8.0;1351.0;11.25;2213.0;18.43333
Lifting the bag with two hands;23.0;2213.0;18.43333;2916.0;24.29167
Standing on heels;7.0;2916.0;24.29167;3473.0;28.93333
Jumping on the right leg;15.0;3473.0;28.93333;3779.0;31.48333
Leaning to the side;28.0;3779.0;31.48333;4255.0;35.45
Hopping around on one leg;12.0;4255.0;35.45;4984.0;41.525
Sitting on the stool;20.0;4984.0;41.525;5568.0;46.39167
Balancing on the right leg ;4.0;5568.0;46.39167;6049.0;50.4
Jumping to the side;17.0;6049.0;50.4;6517.0;54.3
Putting right hand on the ground;31.0;6517.0;54.3;7018.0;58.475
Walking on tiptoes;11.0;7018.0;58.475;7763.0;64.68333
Lifting the bag with one hand;22.0;7763.0;64.68333;8462.0;70.50833
Jumping on the left leg;16.0;8462.0;70.50833;8785.0;73.2
Jumping in place;14.0;8785.0;73.2;9265.0;77.2
Putting left hand on the ground;30.0;9265.0;77.2;9742.0;81.175
Jogging;9.0;9742.0;81.175;10344.0;86.19167
Pulling the bag;24.0;10344.0;86.19167;10959.0;91.31667
Standing on tiptoes;6.0;10959.0;91.31667;11480.0;95.65833
Jumping forward;18.0;11480.0;95.65833;12047.0;100.38333
Looking backward;29.0;12047.0;100.38333;12551.0;104.58333
Walking backwards;10.0;12551.0;104.58333;13198.0;109.975
Pushing the bag;25.0;13198.0;109.975;13675.0;113.95
Standing upright without moving;2.0;13675.0;113.95;14183.0;118.18333
Balancing on the left leg ;3.0;14183.0;118.18333;14753.0;122.93333
Leaning backward;27.0;14753.0;122.93333;15158.0;126.30833
Side-stepping;13.0;15158.0;126.30833;15860.0;132.15833
Climbing the stairs;21.0;15860.0;132.15833;16360.0;136.325
Doing squats;5.0;16360.0;136.325;17059.0;142.15
Leaning forward;26.0;17059.0;142.15;17621.0;146.83333
Standing in T-pose;1.0;17621.0;146.83333;17772.0;148.09321
