Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;11.5;8.0;6.5;6.75;3.75;3.75;0.25;0.75;0.0;0.0;0.25;0.0;0.0;1.5;0.0;0.0;-0.183105;0.019043;0.982422;-1.82;1.96;-0.07;541.0;-0.275954;-0.043614;3.75;6.0;4.5;5.0;4.25;2.0;0.0;0.25;0.25;0.5;0.5;0.0;0.0;1.25;0.75;0.5;-0.210938;0.03125;0.98877;-1.54;-1.4;1.12;366.0;-0.212961;-0.053491
0.01;9.5;8.25;6.75;7.0;3.75;3.75;0.25;0.75;0.0;0.0;0.25;0.0;0.0;1.5;0.0;0.0;-0.182617;0.021484;0.986816;-1.75;1.89;-0.07;525.0;-0.270691;-0.051739;3.75;6.0;4.5;5.0;4.25;2.0;0.0;0.25;0.25;0.5;0.5;0.0;0.0;1.25;0.75;0.5;-0.210938;0.03125;0.98877;-1.54;-1.4;1.12;366.0;-0.212961;-0.053491
0.02;9.5;8.25;6.75;6.75;3.75;4.0;0.25;0.5;0.0;0.0;0.25;0.0;0.0;1.5;0.0;0.0;-0.18457;0.019043;0.982422;-1.89;2.1;-0.07;521.0;-0.272105;-0.049054;3.75;6.0;5.25;5.0;3.75;2.0;0.0;0.25;0.25;0.5;0.25;0.0;0.0;1.25;0.75;0.75;-0.208984;0.029297;0.98584;-1.68;-1.47;1.19;368.0;-0.217162;-0.052268
0.03;9.5;8.25;6.75;6.75;3.75;4.0;0.25;0.5;0.0;0.0;0.0;0.25;0.0;1.0;0.0;0.0;-0.180664;0.020508;0.987305;-1.82;2.03;-0.14;516.0;-0.278916;-0.052384;4.0;5.75;5.25;5.5;4.0;2.0;0.0;0.0;0.25;0.25;0.25;0.0;0.0;0.75;1.0;0.75;-0.210449;0.028809;0.989258;-1.54;-1.4;1.19;369.0;-0.227407;-0.052321
0.04;9.5;8.25;6.25;7.25;3.75;3.75;0.25;0.5;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;-0.191406;0.020508;0.983887;-1.75;1.96;-0.07;507.0;-0.286515;-0.054707;4.0;5.5;5.25;5.5;4.25;2.5;0.0;0.25;0.25;0.0;0.25;0.0;0.0;0.75;0.75;0.5;-0.211914;0.032227;0.985352;-1.61;-1.4;1.26;373.0;-0.23294;-0.058067
0.05;9.5;8.25;6.0;7.25;3.75;4.0;0.25;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;-0.187988;0.016113;0.983887;-1.75;1.89;-0.14;504.0;-0.289303;-0.058239;4.0;5.5;5.25;5.25;4.25;2.0;0.25;0.25;0.25;0.25;0.5;0.0;0.0;1.25;0.5;0.5;-0.212402;0.029297;0.980469;-1.61;-1.54;1.26;376.0;-0.219009;-0.045387
0.06;9.75;8.25;7.0;7.0;3.75;3.5;0.25;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;-0.1875;0.020996;0.98584;-1.61;1.96;0.0;511.0;-0.29113;-0.04956;4.0;5.5;5.25;5.0;3.75;2.0;0.0;0.25;0.25;0.25;0.0;0.0;0.0;1.25;0.75;0.5;-0.214355;0.03125;0.988281;-1.61;-1.26;1.19;358.0;-0.226141;-0.048392
0.07;9.5;8.25;6.5;6.75;3.75;3.75;0.25;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;-0.179199;0.02002;0.984863;-1.61;1.82;0.07;501.0;-0.289898;-0.052693;3.75;5.5;5.0;5.0;3.75;2.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;1.0;0.75;0.25;-0.21875;0.03418;0.983887;-1.68;-1.4;1.19;344.0;-0.233189;-0.044356
0.08;10.25;8.0;6.25;6.75;3.75;3.75;0.25;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;-0.19043;0.022949;0.989746;-1.82;2.17;-0.07;504.0;-0.291457;-0.050034;3.5;5.5;5.0;5.0;4.0;1.75;0.0;0.0;0.5;0.25;0.0;0.0;0.0;0.75;0.75;0.25;-0.210938;0.032715;0.97998;-1.54;-1.47;1.26;341.0;-0.231862;-0.043213
0.09;10.5;7.75;6.5;6.75;3.75;3.75;0.25;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;-0.188477;0.021484;0.981934;-1.75;2.03;-0.07;508.0;-0.291288;-0.047517;3.25;5.5;5.0;5.0;3.75;2.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;1.0;0.75;0.5;-0.211914;0.02832;0.980957;-1.61;-1.4;1.12;345.0;-0.218839;-0.046414
0.1;10.5;7.5;6.5;6.75;3.75;3.75;0.25;0.5;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;-0.195312;0.020996;0.990723;-1.75;2.1;-0.07;502.0;-0.29415;-0.048002;4.0;5.5;5.0;5.0;4.0;1.75;0.0;0.0;0.5;0.25;0.0;0.0;0.0;1.25;0.75;0.25;-0.211914;0.030762;0.984863;-1.68;-1.4;1.26;353.0;-0.225608;-0.037365
0.11;10.5;7.75;6.5;7.25;3.75;4.0;0.0;0.75;0.0;0.0;0.25;0.0;0.0;0.25;0.0;0.0;-0.18457;0.023926;0.983887;-1.75;1.96;-0.07;518.0;-0.291449;-0.058231;4.0;6.0;5.0;5.25;4.0;1.75;0.0;0.0;0.25;0.0;0.25;0.0;0.0;1.0;0.25;0.0;-0.210938;0.032715;0.989258;-1.61;-1.4;1.26;347.0;-0.253577;-0.045794
0.12;10.5;7.75;6.5;7.25;3.75;3.75;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;-0.188477;0.022461;0.980469;-1.82;2.03;-0.07;507.0;-0.298039;-0.053501;4.0;5.75;4.75;5.0;4.0;1.75;0.0;0.0;0.25;0.0;0.25;0.0;0.0;0.75;0.25;0.25;-0.209473;0.031738;0.984863;-1.61;-1.47;1.12;337.0;-0.253858;-0.047367
0.13;10.5;7.5;6.5;7.0;3.75;3.75;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;-0.183105;0.023438;0.989746;-1.89;2.1;-0.14;504.0;-0.293882;-0.050603;3.5;5.75;5.0;5.0;3.75;2.0;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.75;0.25;0.5;-0.211426;0.033691;0.990723;-1.68;-1.4;1.26;335.0;-0.249891;-0.056168
