Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;464.0;3.85833;1026.0;8.54167
Jumping on the right leg;15.0;1026.0;8.54167;1357.0;11.3
Walking backwards;10.0;1357.0;11.3;2133.0;17.76667
Sitting on the stool;20.0;2133.0;17.76667;2658.0;22.14167
Standing on tiptoes;6.0;2658.0;22.14167;3239.0;26.98333
Jumping to the side;17.0;3239.0;26.98333;3602.0;30.00833
Looking backward;29.0;3602.0;30.00833;4037.0;33.63333
Walking;8.0;4037.0;33.63333;4811.0;40.08333
Pushing the bag;25.0;4811.0;40.08333;5231.0;43.58333
Standing on heels;7.0;5231.0;43.58333;5994.0;49.94167
Jumping forward;18.0;5994.0;49.94167;6317.0;52.63333
Leaning forward;26.0;6317.0;52.63333;6870.0;57.24167
Hopping around on one leg;12.0;6870.0;57.24167;7703.0;64.18333
Pulling the bag;24.0;7703.0;64.18333;8232.0;68.59167
Standing upright without moving;2.0;8232.0;68.59167;8689.0;72.4
Jumping backward;19.0;8689.0;72.4;9056.0;75.45833
Leaning backward;27.0;9056.0;75.45833;9634.0;80.275
Jogging;9.0;9634.0;80.275;10414.0;86.775
Lifting the bag with two hands;23.0;10414.0;86.775;10870.0;90.575
Doing squats;5.0;10870.0;90.575;11545.0;96.2
Balancing on the left leg ;3.0;11545.0;96.2;11982.0;99.84167
Putting left hand on the ground;30.0;11982.0;99.84167;12367.0;103.05
Side-stepping;13.0;12367.0;103.05;13128.0;109.39167
Lifting the bag with one hand;22.0;13128.0;109.39167;13655.0;113.78333
Jumping on the left leg;16.0;13655.0;113.78333;14273.0;118.93333
Jumping in place;14.0;14273.0;118.93333;14588.0;121.55833
Leaning to the side;28.0;14588.0;121.55833;15144.0;126.19167
Walking on tiptoes;11.0;15144.0;126.19167;16026.0;133.54167
Climbing the stairs;21.0;16026.0;133.54167;16747.0;139.55
Balancing on the right leg ;4.0;16747.0;139.55;16949.0;141.23333
Putting right hand on the ground;31.0;16949.0;141.23333;17405.0;145.03333
Standing in T-pose;1.0;17405.0;145.03333;17742.0;147.83771
