Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;198.0;1.64167;839.0;6.98333
Looking backward;29.0;839.0;6.98333;1296.0;10.79167
Walking;8.0;1296.0;10.79167;2091.0;17.41667
Pushing the bag;25.0;2091.0;17.41667;2507.0;20.88333
Standing upright without moving;2.0;2507.0;20.88333;3056.0;25.45833
Jumping in place;14.0;3056.0;25.45833;3351.0;27.91667
Putting right hand on the ground;31.0;3351.0;27.91667;4006.0;33.375
Side-stepping;13.0;4006.0;33.375;4703.0;39.18333
Climbing the stairs;21.0;4703.0;39.18333;5287.0;44.05
Balancing on the right leg ;4.0;5287.0;44.05;5829.0;48.56667
Jumping on the right leg;15.0;5829.0;48.56667;6167.0;51.38333
Leaning to the side;28.0;6167.0;51.38333;6765.0;56.36667
Walking backwards;10.0;6765.0;56.36667;7504.0;62.525
Lifting the bag with two hands;23.0;7504.0;62.525;8187.0;68.21667
Jumping on the left leg;16.0;8187.0;68.21667;8546.0;71.20833
Jumping to the side;17.0;8546.0;71.20833;9052.0;75.425
Leaning backward;27.0;9052.0;75.425;9517.0;79.3
Jogging;9.0;9517.0;79.3;10221.0;85.16667
Sitting on the stool;20.0;10221.0;85.16667;11101.0;92.5
Standing on heels;7.0;11101.0;92.5;11382.0;94.84167
Jumping backward;19.0;11382.0;94.84167;11650.0;97.075
Leaning forward;26.0;11650.0;97.075;12234.0;101.94167
Hopping around on one leg;12.0;12234.0;101.94167;12945.0;107.86667
Pulling the bag;24.0;12945.0;107.86667;13360.0;111.325
Doing squats;5.0;13360.0;111.325;14219.0;118.48333
Balancing on the left leg ;3.0;14219.0;118.48333;14634.0;121.94167
Putting left hand on the ground;30.0;14634.0;121.94167;15063.0;125.51667
Walking on tiptoes;11.0;15063.0;125.51667;15859.0;132.15
Lifting the bag with one hand;22.0;15859.0;132.15;16513.0;137.6
Standing on tiptoes;6.0;16513.0;137.6;16928.0;141.05833
Jumping forward;18.0;16928.0;141.05833;17252.0;143.75833
Standing in T-pose;1.0;17252.0;143.75833;17587.0;146.54761
