Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;244.0;2.025;944.0;7.85833
Leaning backward;27.0;944.0;7.85833;1422.0;11.84167
Walking;8.0;1422.0;11.84167;2058.0;17.14167
Sitting on the stool;20.0;2058.0;17.14167;2976.0;24.79167
Balancing on the right leg ;4.0;2976.0;24.79167;3256.0;27.125
Jumping to the side;17.0;3256.0;27.125;3642.0;30.34167
Looking backward;29.0;3642.0;30.34167;4219.0;35.15
Hopping around on one leg;12.0;4219.0;35.15;4808.0;40.05833
Pushing the bag;25.0;4808.0;40.05833;5401.0;45.0
Jumping on the left leg;16.0;5401.0;45.0;5965.0;49.7
Jumping in place;14.0;5965.0;49.7;6408.0;53.39167
Leaning forward;26.0;6408.0;53.39167;6993.0;58.26667
Walking backwards;10.0;6993.0;58.26667;7729.0;64.4
Climbing the stairs;21.0;7729.0;64.4;8272.0;68.925
Standing on tiptoes;6.0;8272.0;68.925;8679.0;72.31667
Jumping forward;18.0;8679.0;72.31667;9000.0;74.99167
Leaning to the side;28.0;9000.0;74.99167;9708.0;80.89167
Side-stepping;13.0;9708.0;80.89167;10215.0;85.11667
Lifting the bag with one hand;22.0;10215.0;85.11667;10800.0;89.99167
Doing squats;5.0;10800.0;89.99167;11479.0;95.65
Jumping backward;19.0;11479.0;95.65;11722.0;97.675
Putting left hand on the ground;30.0;11722.0;97.675;12443.0;103.68333
Walking on tiptoes;11.0;12443.0;103.68333;13029.0;108.56667
Lifting the bag with two hands;23.0;13029.0;108.56667;13565.0;113.03333
Standing upright without moving;2.0;13565.0;113.03333;14350.0;119.575
Jumping on the right leg;15.0;14350.0;119.575;14814.0;123.44167
Putting right hand on the ground;31.0;14814.0;123.44167;15243.0;127.01667
Jogging;9.0;15243.0;127.01667;15814.0;131.775
Pulling the bag;24.0;15814.0;131.775;16386.0;136.54167
Standing on heels;7.0;16386.0;136.54167;17136.0;142.79167
Balancing on the left leg ;3.0;17136.0;142.79167;17521.0;146.0
Standing in T-pose;1.0;17521.0;146.0;17846.0;148.7105
