Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;4.75;5.5;4.5;5.75;0.5;1.25;0.0;0.5;0.5;1.5;2.25;1.75;1.25;2.5;0.5;1.5;-0.206055;0.026367;0.969727;-2.03;1.75;-0.42;350.0;-0.128627;-0.082185;5.75;5.0;7.0;4.75;2.5;1.5;0.0;1.0;0.5;1.5;2.75;3.0;1.5;4.5;0.75;1.75;-0.240723;0.018555;0.991699;-0.49;-1.68;0.21;446.0;-0.093789;-0.061364
0.01;4.75;5.25;4.5;6.0;0.5;1.25;0.0;0.5;0.5;1.25;2.25;2.25;1.0;1.75;0.5;0.75;-0.209473;0.030762;0.979004;-2.1;1.75;-0.28;340.0;-0.143479;-0.086881;5.75;5.0;7.0;4.75;2.5;1.5;0.0;1.0;0.5;1.5;2.75;3.0;1.5;4.5;0.75;1.75;-0.240723;0.018555;0.991699;-0.49;-1.68;0.21;446.0;-0.093789;-0.061364
0.02;4.75;5.5;4.5;5.75;0.5;1.25;0.0;0.5;0.5;1.25;2.25;2.5;1.0;1.75;0.5;0.75;-0.210449;0.032715;0.974609;-1.89;1.68;-0.35;342.0;-0.14145;-0.087916;5.75;5.0;6.5;4.0;2.5;1.5;0.0;0.75;0.25;1.5;2.75;3.0;1.5;4.25;0.75;1.75;-0.241211;0.018066;0.990234;-0.42;-1.75;0.28;423.0;-0.093745;-0.060998
0.03;4.75;5.5;4.25;5.25;0.5;1.0;0.0;0.5;0.5;1.0;2.0;2.5;1.0;2.0;0.5;0.75;-0.205566;0.027344;0.976074;-1.82;1.54;-0.21;328.0;-0.140225;-0.084857;5.75;4.75;6.75;4.25;2.5;1.25;0.0;0.75;0.25;1.25;2.75;3.25;1.5;4.0;0.75;1.75;-0.240234;0.019043;0.98877;-0.42;-1.82;0.35;422.0;-0.09673;-0.06257
0.04;4.75;5.5;4.25;5.75;0.5;1.0;0.0;0.5;0.25;1.0;2.25;2.25;1.0;1.75;0.5;0.75;-0.206543;0.029297;0.983887;-2.03;1.82;-0.28;328.0;-0.150109;-0.091035;5.75;4.5;6.75;4.25;2.5;1.25;0.0;0.75;0.25;1.25;2.75;3.0;1.25;4.0;0.5;1.75;-0.240723;0.016602;0.989258;-0.49;-1.75;0.21;412.0;-0.101516;-0.058275
0.05;4.75;5.5;4.5;5.75;0.5;1.25;0.0;0.25;0.25;1.0;2.0;2.5;0.75;1.5;0.5;0.75;-0.208008;0.030762;0.976562;-1.96;1.68;-0.21;326.0;-0.158646;-0.088241;5.75;5.0;6.5;4.25;2.5;1.0;0.0;0.75;0.0;1.25;2.75;3.0;1.5;4.25;0.5;1.75;-0.240234;0.016602;0.98877;-0.49;-1.75;0.28;412.0;-0.102354;-0.062606
0.06;4.75;5.5;4.25;5.75;0.5;1.25;0.0;0.25;0.5;1.0;2.0;2.5;1.0;1.75;0.25;0.75;-0.207031;0.028809;0.979492;-2.03;1.68;-0.21;328.0;-0.152259;-0.086923;5.75;4.5;6.75;4.75;2.25;1.0;0.0;0.75;0.0;1.25;2.75;3.0;1.0;4.5;0.5;1.75;-0.240234;0.019043;0.992188;-0.42;-1.82;0.35;411.0;-0.102456;-0.057954
0.07;5.25;5.5;4.25;5.75;0.5;1.25;0.0;0.25;0.25;0.75;2.25;2.25;1.25;2.25;0.5;0.75;-0.200684;0.029785;0.974609;-2.03;1.75;-0.35;336.0;-0.149418;-0.086208;5.75;4.5;6.75;4.25;2.25;1.25;0.0;0.75;0.25;1.5;2.75;3.0;1.25;4.25;0.25;1.5;-0.238281;0.018066;0.985352;-0.56;-1.68;0.28;410.0;-0.101316;-0.056075
0.08;4.75;5.5;4.5;5.75;0.5;1.25;0.0;0.25;0.25;1.0;2.0;2.0;1.25;1.75;0.5;0.75;-0.209473;0.030273;0.975586;-2.03;1.75;-0.28;327.0;-0.156503;-0.088115;5.75;4.5;7.0;4.25;2.5;1.25;0.0;1.0;0.25;1.5;3.0;2.25;1.25;4.25;0.25;1.75;-0.239746;0.016113;0.984863;-0.42;-1.68;0.28;415.0;-0.10409;-0.054054
0.09;4.75;5.25;4.5;5.75;0.5;1.25;0.0;0.25;0.25;1.25;2.0;2.0;1.0;2.25;0.25;0.75;-0.211914;0.025391;0.975098;-2.03;1.68;-0.28;327.0;-0.150794;-0.08046;5.5;4.5;7.0;4.25;2.5;1.25;0.0;1.0;0.25;1.5;3.25;2.25;1.25;4.25;0.25;1.75;-0.239258;0.02002;0.988281;-0.49;-1.75;0.28;415.0;-0.100146;-0.055459
