Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;2.25;1.25;2.75;2.5;2.75;3.0;0.25;1.25;0.75;0.75;0.5;0.5;0.5;3.0;0.0;0.5;-0.182129;0.020508;1.000488;-0.42;1.33;0.49;261.0;-0.083677;-0.057264;0.75;2.5;1.5;3.25;3.0;7.25;0.0;4.25;0.0;0.5;0.5;0.75;1.5;1.5;0.25;0.25;-0.210938;0.03418;0.993164;-0.77;-1.33;0.35;336.0;-0.101623;-0.199321
0.01;2.0;1.5;2.5;2.75;2.5;3.0;0.25;1.25;0.75;0.75;0.25;0.5;0.5;2.5;0.0;0.5;-0.184082;0.025879;1.000488;-0.63;1.12;0.56;251.0;-0.095876;-0.069127;0.75;2.75;1.75;3.75;3.0;7.25;0.0;4.25;0.0;0.5;0.5;0.75;1.5;1.5;0.25;0.25;-0.208496;0.033203;0.992676;-0.77;-1.05;0.35;348.0;-0.108545;-0.196992
0.02;1.75;1.25;2.75;2.25;2.5;3.0;0.25;1.25;0.75;0.5;0.25;0.5;0.5;2.5;0.25;0.5;-0.186035;0.021973;0.99707;-0.63;1.12;0.49;242.0;-0.084335;-0.066062;0.75;2.5;1.75;3.25;3.0;7.25;0.0;4.25;0.0;0.25;0.5;1.0;1.5;1.25;0.0;0.5;-0.210938;0.037598;0.983398;-0.77;-0.91;0.35;336.0;-0.109212;-0.203854
0.03;1.5;1.25;2.5;2.25;2.25;3.0;0.25;1.25;1.0;0.5;0.25;0.5;0.5;2.75;0.0;0.25;-0.184082;0.022949;0.999023;-0.77;0.77;0.42;235.0;-0.07633;-0.062467;0.75;2.5;1.5;3.0;3.25;7.0;0.0;4.25;0.0;0.25;0.75;1.0;1.5;1.0;0.0;0.25;-0.209473;0.032715;0.986816;-0.7;-0.91;0.42;329.0;-0.108777;-0.204773
0.04;1.75;1.0;2.5;2.5;2.25;2.75;0.25;1.25;0.75;0.75;0.25;0.5;0.25;3.0;0.0;0.0;-0.1875;0.022461;1.001953;-0.84;0.56;0.42;233.0;-0.079994;-0.054278;0.25;2.5;1.5;3.0;2.75;6.75;0.0;4.25;0.25;0.25;0.5;1.0;1.5;1.0;0.25;0.25;-0.215332;0.034668;0.994141;-0.77;-0.56;0.42;318.0;-0.097063;-0.209043
0.05;1.75;1.0;2.25;1.75;2.25;2.75;0.25;1.25;0.5;1.0;0.25;0.5;0.25;3.0;0.0;0.25;-0.180176;0.026367;0.994141;-0.98;0.35;0.35;222.0;-0.067404;-0.054849;0.25;2.25;1.5;3.0;2.75;6.75;0.0;4.25;0.0;0.25;0.5;1.0;1.5;1.0;0.25;0.25;-0.20752;0.032715;0.984375;-0.7;-0.35;0.42;312.0;-0.098535;-0.214936
0.06;1.75;1.0;2.5;2.0;2.5;2.75;0.25;1.25;0.75;0.75;0.0;0.5;0.5;2.75;0.0;0.25;-0.182617;0.027344;0.989746;-1.05;0.14;0.35;229.0;-0.078554;-0.055744;0.5;2.25;1.5;3.0;2.75;6.75;0.0;4.25;0.25;0.25;0.5;1.0;1.5;1.5;0.25;0.25;-0.210938;0.03418;0.989258;-0.63;-0.21;0.49;323.0;-0.089919;-0.201032
0.07;1.5;1.0;2.5;2.0;2.5;2.75;0.25;1.0;1.0;0.75;0.0;0.5;0.5;3.0;0.0;0.25;-0.175293;0.020996;0.992188;-0.98;-0.0;0.28;228.0;-0.065461;-0.044078;0.5;2.25;1.5;3.0;2.75;6.75;0.0;4.25;0.0;0.5;0.5;0.75;1.5;1.5;0.25;0.25;-0.208984;0.03418;0.984375;-0.56;-0.14;0.49;319.0;-0.093551;-0.203152
0.08;2.0;1.25;2.75;2.25;2.75;2.75;0.25;1.0;0.75;0.75;0.25;0.5;0.5;3.0;0.0;0.25;-0.180664;0.027832;0.996094;-0.98;0.21;0.35;244.0;-0.084173;-0.046558;0.25;2.25;1.5;3.0;2.75;6.75;0.0;4.25;0.0;0.25;0.25;0.75;1.5;1.25;0.25;0.25;-0.212891;0.037598;0.984863;-0.63;-0.07;0.56;308.0;-0.100565;-0.212151
0.09;1.75;1.25;2.75;2.25;2.75;3.0;0.25;1.25;1.0;0.5;0.25;0.75;0.25;3.25;0.25;0.25;-0.178711;0.023926;0.999512;-0.91;0.07;0.35;255.0;-0.068077;-0.050633;0.25;2.25;1.5;3.0;2.75;6.75;0.0;4.25;0.0;0.5;0.5;0.5;1.5;1.25;0.25;0.25;-0.213379;0.034668;0.989258;-0.63;-0.14;0.56;311.0;-0.097309;-0.207979
