Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;519.0;4.31667;1006.0;8.375
Leaning forward;26.0;1006.0;8.375;1527.0;12.71667
Walking on tiptoes;11.0;1527.0;12.71667;2226.0;18.54167
Lifting the bag with two hands;23.0;2226.0;18.54167;3407.0;28.38333
Jumping forward;18.0;3407.0;28.38333;3714.0;30.94167
Putting left hand on the ground;30.0;3714.0;30.94167;4292.0;35.75833
Walking backwards;10.0;4292.0;35.75833;5055.0;42.11667
Sitting on the stool;20.0;5055.0;42.11667;5681.0;47.33333
Jumping on the left leg;16.0;5681.0;47.33333;6168.0;51.39167
Balancing on the left leg ;3.0;6168.0;51.39167;6506.0;54.20833
Putting right hand on the ground;31.0;6506.0;54.20833;7060.0;58.825
Side-stepping;13.0;7060.0;58.825;7722.0;64.34167
Pushing the bag;25.0;7722.0;64.34167;8377.0;69.8
Standing on heels;7.0;8377.0;69.8;8789.0;73.23333
Jumping to the side;17.0;8789.0;73.23333;9192.0;76.59167
Leaning to the side;28.0;9192.0;76.59167;9801.0;81.66667
Walking;8.0;9801.0;81.66667;10475.0;87.28333
Lifting the bag with one hand;22.0;10475.0;87.28333;11270.0;93.90833
Balancing on the right leg ;4.0;11270.0;93.90833;11617.0;96.8
Jumping in place;14.0;11617.0;96.8;12028.0;100.225
Looking backward;29.0;12028.0;100.225;12528.0;104.39167
Hopping around on one leg;12.0;12528.0;104.39167;13080.0;108.99167
Climbing the stairs;21.0;13080.0;108.99167;13472.0;112.25833
Standing on tiptoes;6.0;13472.0;112.25833;14333.0;119.43333
Jumping backward;19.0;14333.0;119.43333;14688.0;122.39167
Leaning backward;27.0;14688.0;122.39167;15254.0;127.10833
Jogging;9.0;15254.0;127.10833;15840.0;131.99167
Pulling the bag;24.0;15840.0;131.99167;16466.0;137.20833
Doing squats;5.0;16466.0;137.20833;17071.0;142.25
Jumping on the right leg;15.0;17071.0;142.25;17550.0;146.24167
Standing in T-pose;1.0;17550.0;146.24167;17797.0;148.30043
