Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;220.0;1.825;823.0;6.85
Leaning backward;27.0;823.0;6.85;1485.0;12.36667
Walking backwards;10.0;1485.0;12.36667;2221.0;18.5
Lifting the bag with one hand;22.0;2221.0;18.5;2744.0;22.85833
Standing on tiptoes;6.0;2744.0;22.85833;3291.0;27.41667
Jumping on the right leg;15.0;3291.0;27.41667;3701.0;30.83333
Putting right hand on the ground;31.0;3701.0;30.83333;4195.0;34.95
Walking;8.0;4195.0;34.95;4962.0;41.34167
Sitting on the stool;20.0;4962.0;41.34167;5752.0;47.925
Standing on heels;7.0;5752.0;47.925;6079.0;50.65
Jumping to the side;17.0;6079.0;50.65;6370.0;53.075
Leaning forward;26.0;6370.0;53.075;7056.0;58.79167
Hopping around on one leg;12.0;7056.0;58.79167;7647.0;63.71667
Lifting the bag with two hands;23.0;7647.0;63.71667;8401.0;70.0
Balancing on the right leg ;4.0;8401.0;70.0;8977.0;74.8
Balancing on the left leg ;3.0;8977.0;74.8;9372.0;78.09167
Putting left hand on the ground;30.0;9372.0;78.09167;9737.0;81.13333
Side-stepping;13.0;9737.0;81.13333;10563.0;88.01667
Pushing the bag;25.0;10563.0;88.01667;10949.0;91.23333
Doing squats;5.0;10949.0;91.23333;11581.0;96.5
Jumping in place;14.0;11581.0;96.5;11940.0;99.49167
Leaning to the side;28.0;11940.0;99.49167;12563.0;104.68333
Walking on tiptoes;11.0;12563.0;104.68333;13288.0;110.725
Pulling the bag;24.0;13288.0;110.725;13657.0;113.8
Standing upright without moving;2.0;13657.0;113.8;14312.0;119.25833
Jumping backward;19.0;14312.0;119.25833;14744.0;122.85833
Looking backward;29.0;14744.0;122.85833;15209.0;126.73333
Jogging;9.0;15209.0;126.73333;15968.0;133.05833
Climbing the stairs;21.0;15968.0;133.05833;16417.0;136.8
Jumping on the left leg;16.0;16417.0;136.8;17016.0;141.79167
Jumping forward;18.0;17016.0;141.79167;17400.0;144.99167
Standing in T-pose;1.0;17400.0;144.99167;17922.0;149.34357
