Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;1.0;0.0;973.0;8.1
Jumping forward;18.0;973.0;8.1;1298.0;10.80833
Walking;8.0;1298.0;10.80833;2140.0;17.825
Lifting the bag with one hand;22.0;2140.0;17.825;2854.0;23.775
Standing upright without moving;2.0;2854.0;23.775;3420.0;28.49167
Jumping on the right leg;15.0;3420.0;28.49167;3798.0;31.64167
Leaning backward;27.0;3798.0;31.64167;4207.0;35.05
Walking backwards;10.0;4207.0;35.05;4863.0;40.51667
Lifting the bag with two hands;23.0;4863.0;40.51667;5437.0;45.3
Balancing on the right leg ;4.0;5437.0;45.3;6115.0;50.95
Jumping to the side;17.0;6115.0;50.95;6502.0;54.175
Leaning to the side;28.0;6502.0;54.175;6945.0;57.86667
Jogging;9.0;6945.0;57.86667;7564.0;63.025
Pulling the bag;24.0;7564.0;63.025;8052.0;67.09167
Doing squats;5.0;8052.0;67.09167;8816.0;73.45833
Jumping backward;19.0;8816.0;73.45833;9123.0;76.01667
Putting left hand on the ground;30.0;9123.0;76.01667;9602.0;80.00833
Walking on tiptoes;11.0;9602.0;80.00833;10440.0;86.99167
Pushing the bag;25.0;10440.0;86.99167;10867.0;90.55
Jumping on the left leg;16.0;10867.0;90.55;11522.0;96.00833
Balancing on the left leg ;3.0;11522.0;96.00833;12079.0;100.65
Looking backward;29.0;12079.0;100.65;12576.0;104.79167
Hopping around on one leg;12.0;12576.0;104.79167;13148.0;109.55833
Climbing the stairs;21.0;13148.0;109.55833;13783.0;114.85
Standing on tiptoes;6.0;13783.0;114.85;14338.0;119.475
Jumping in place;14.0;14338.0;119.475;14666.0;122.20833
Putting right hand on the ground;31.0;14666.0;122.20833;15198.0;126.64167
Side-stepping;13.0;15198.0;126.64167;15888.0;132.39167
Sitting on the stool;20.0;15888.0;132.39167;16452.0;137.09167
Standing on heels;7.0;16452.0;137.09167;17112.0;142.59167
Leaning forward;26.0;17112.0;142.59167;17503.0;145.85
Standing in T-pose;1.0;17503.0;145.85;17977.0;149.7976
