Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;9.5;6.5;8.0;4.25;0.75;0.5;0.25;0.0;1.5;0.25;1.0;0.5;0.25;2.0;0.5;0.25;-0.229004;0.02002;0.98584;-0.42;0.42;0.56;410.0;-0.22428;0.005641;5.0;4.25;5.0;3.5;0.75;1.0;0.0;0.5;0.0;0.5;1.25;0.75;0.5;1.75;0.75;0.5;-0.250977;0.042969;0.976562;-0.63;-0.84;0.77;293.0;-0.182723;-0.053563
0.01;9.5;6.5;8.0;4.25;0.75;0.5;0.25;0.0;1.5;0.25;1.0;0.5;0.25;2.0;0.5;0.25;-0.229004;0.02002;0.98584;-0.42;0.42;0.56;410.0;-0.22428;0.005641;5.0;4.0;5.0;3.5;0.75;1.0;0.0;0.25;0.25;0.5;1.0;0.75;0.5;1.5;0.5;0.5;-0.24707;0.040039;0.96875;-0.63;-0.84;0.7;282.0;-0.19264;-0.044372
0.02;9.5;6.5;8.0;4.25;0.75;0.5;0.25;0.0;1.5;0.25;1.0;0.5;0.25;2.0;0.5;0.25;-0.229004;0.02002;0.98584;-0.42;0.42;0.56;410.0;-0.22428;0.005641;4.75;4.25;5.25;3.5;0.75;1.0;0.0;0.25;0.25;0.5;1.0;1.0;0.5;1.75;0.25;0.5;-0.251953;0.039551;0.972168;-0.7;-0.84;0.63;287.0;-0.190371;-0.045883
0.03;9.5;6.5;8.0;4.25;0.75;0.5;0.25;0.0;1.5;0.25;1.0;0.5;0.25;2.0;0.5;0.25;-0.229004;0.02002;0.98584;-0.42;0.42;0.56;410.0;-0.22428;0.005641;4.25;4.25;5.25;3.5;0.75;1.0;0.0;0.25;0.25;0.5;1.0;1.0;0.5;1.5;0.25;0.5;-0.251465;0.037109;0.976074;-0.63;-0.91;0.77;279.0;-0.191071;-0.050887
0.04;9.5;6.5;8.0;4.25;0.75;0.5;0.25;0.0;1.5;0.25;1.0;0.5;0.25;2.0;0.5;0.25;-0.229004;0.02002;0.98584;-0.42;0.42;0.56;410.0;-0.22428;0.005641;4.5;4.25;4.75;3.5;0.75;1.0;0.0;0.25;0.25;0.5;1.0;0.75;0.5;1.5;0.25;0.5;-0.249512;0.041504;0.975586;-0.7;-0.84;0.7;273.0;-0.195836;-0.049777
0.05;9.5;6.5;7.75;4.25;0.75;0.5;0.25;0.0;1.75;0.25;1.0;0.5;0.25;1.75;0.5;0.25;-0.23291;0.022949;0.984863;-0.49;0.49;0.56;408.0;-0.223383;0.006392;4.5;4.0;5.0;3.5;0.75;0.75;0.0;0.25;0.25;0.5;1.25;0.5;0.25;1.5;0.25;0.5;-0.250488;0.035156;0.967773;-0.77;-0.91;0.7;268.0;-0.198098;-0.039056
0.06;9.25;6.5;7.75;4.5;0.75;0.5;0.25;0.0;2.0;0.5;0.5;0.5;0.25;2.25;0.75;0.5;-0.236816;0.022949;0.986816;-0.42;0.42;0.56;418.0;-0.208067;0.008556;4.25;3.75;4.75;3.25;0.75;0.75;0.0;0.25;0.0;0.5;1.25;0.75;0.25;1.75;0.0;0.5;-0.24707;0.037109;0.975586;-0.77;-0.84;0.63;255.0;-0.19483;-0.043628
0.07;9.25;6.5;8.0;4.25;0.75;0.75;0.25;0.0;2.0;0.25;0.75;0.25;0.25;2.25;0.25;0.25;-0.233887;0.020508;0.983398;-0.42;0.35;0.56;411.0;-0.221143;0.012131;4.25;4.25;4.75;3.25;0.75;1.0;0.0;0.25;0.0;0.5;1.25;1.0;0.5;1.75;0.0;0.5;-0.252441;0.04541;0.972168;-0.77;-0.91;0.63;268.0;-0.190993;-0.054845
0.08;9.5;6.5;8.0;4.25;0.75;0.5;0.25;0.0;1.75;0.25;0.5;0.25;0.25;2.25;0.25;0.25;-0.233398;0.022949;0.978516;-0.35;0.49;0.63;405.0;-0.230304;0.01349;4.5;4.25;5.0;3.25;0.75;0.5;0.0;0.25;0.0;0.5;1.0;0.75;0.25;1.75;0.0;0.5;-0.250977;0.042969;0.970703;-0.7;-0.91;0.7;260.0;-0.207334;-0.03937
0.09;9.25;6.5;8.0;4.25;0.75;0.5;0.25;0.0;1.75;0.5;0.5;0.5;0.25;2.0;0.0;0.25;-0.231445;0.019043;0.988281;-0.42;0.49;0.49;402.0;-0.230869;0.010693;4.75;3.75;4.75;3.0;0.75;0.5;0.0;0.0;0.0;0.5;1.0;0.75;0.5;1.75;0.25;0.5;-0.251953;0.041504;0.972168;-0.7;-0.91;0.63;253.0;-0.196438;-0.033153
0.1;9.0;6.25;8.0;4.5;0.75;0.5;0.25;0.0;1.75;0.5;0.5;0.5;0.25;2.0;0.25;0.25;-0.234863;0.016113;0.988281;-0.49;0.56;0.56;403.0;-0.224375;0.008696;4.75;3.75;4.75;3.25;0.75;0.5;0.0;0.0;0.25;0.5;1.0;1.0;0.5;1.75;0.5;0.5;-0.251953;0.041992;0.973633;-0.84;-0.84;0.7;265.0;-0.180435;-0.034557
0.11;9.25;6.25;7.75;4.25;0.75;0.5;0.25;0.0;1.75;0.5;0.5;0.25;0.0;2.0;0.25;0.25;-0.236816;0.019043;0.986328;-0.42;0.49;0.49;394.0;-0.230377;0.0156;4.25;3.75;4.75;3.25;0.75;0.75;0.0;0.25;0.25;0.5;1.0;1.0;0.5;1.75;0.5;0.5;-0.249512;0.039551;0.973145;-0.63;-0.84;0.63;267.0;-0.172771;-0.045831
0.12;9.25;6.25;8.0;4.25;0.75;0.5;0.25;0.0;1.75;0.5;0.75;0.5;0.0;2.5;0.5;0.25;-0.237793;0.01709;0.983887;-0.49;0.42;0.63;411.0;-0.212658;0.014196;4.25;3.75;4.75;3.25;0.75;1.0;0.0;0.25;0.0;0.5;1.0;1.0;0.5;1.75;0.25;0.5;-0.248047;0.039551;0.970215;-0.77;-0.84;0.63;263.0;-0.184685;-0.052349
