Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;568.0;4.725;1136.0;9.45833
Putting right hand on the ground;31.0;1136.0;9.45833;1554.0;12.94167
Walking;8.0;1554.0;12.94167;2471.0;20.58333
Pushing the bag;25.0;2471.0;20.58333;3020.0;25.15833
Standing upright without moving;2.0;3020.0;25.15833;3318.0;27.64167
Jumping backward;19.0;3318.0;27.64167;3669.0;30.56667
Leaning forward;26.0;3669.0;30.56667;4319.0;35.98333
Walking backwards;10.0;4319.0;35.98333;5410.0;45.075
Lifting the bag with two hands;23.0;5410.0;45.075;5863.0;48.85
Standing on heels;7.0;5863.0;48.85;6141.0;51.16667
Balancing on the left leg ;3.0;6141.0;51.16667;6662.0;55.50833
Leaning to the side;28.0;6662.0;55.50833;7199.0;59.98333
Walking on tiptoes;11.0;7199.0;59.98333;8253.0;68.76667
Climbing the stairs;21.0;8253.0;68.76667;8727.0;72.71667
Balancing on the right leg ;4.0;8727.0;72.71667;8969.0;74.73333
Jumping forward;18.0;8969.0;74.73333;9240.0;76.99167
Putting left hand on the ground;30.0;9240.0;76.99167;9856.0;82.125
Side-stepping;13.0;9856.0;82.125;10810.0;90.075
Sitting on the stool;20.0;10810.0;90.075;11334.0;94.44167
Doing squats;5.0;11334.0;94.44167;11713.0;97.6
Jumping to the side;17.0;11713.0;97.6;12045.0;100.36667
Looking backward;29.0;12045.0;100.36667;12598.0;104.975
Jogging;9.0;12598.0;104.975;13272.0;110.59167
Lifting the bag with one hand;22.0;13272.0;110.59167;14003.0;116.68333
Standing on tiptoes;6.0;14003.0;116.68333;14468.0;120.55833
Jumping on the right leg;15.0;14468.0;120.55833;14906.0;124.20833
Leaning backward;27.0;14906.0;124.20833;15387.0;128.21667
Hopping around on one leg;12.0;15387.0;128.21667;16342.0;136.175
Pulling the bag;24.0;16342.0;136.175;16922.0;141.00833
Jumping on the left leg;16.0;16922.0;141.00833;17196.0;143.29167
Jumping in place;14.0;17196.0;143.29167;17466.0;145.54167
Standing in T-pose;1.0;17466.0;145.54167;17835.0;148.6147
