Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;468.0;3.89167;1064.0;8.85833
Balancing on the left leg ;3.0;1064.0;8.85833;1437.0;11.96667
Walking;8.0;1437.0;11.96667;2095.0;17.45
Sitting on the stool;20.0;2095.0;17.45;2737.0;22.8
Doing squats;5.0;2737.0;22.8;3217.0;26.8
Jumping on the left leg;16.0;3217.0;26.8;3564.0;29.69167
Looking backward;29.0;3564.0;29.69167;4052.0;33.75833
Jogging;9.0;4052.0;33.75833;4860.0;40.49167
Climbing the stairs;21.0;4860.0;40.49167;5465.0;45.53333
Standing upright without moving;2.0;5465.0;45.53333;5914.0;49.275
Jumping backward;19.0;5914.0;49.275;6249.0;52.06667
Leaning backward;27.0;6249.0;52.06667;7013.0;58.43333
Walking on tiptoes;11.0;7013.0;58.43333;7604.0;63.35833
Lifting the bag with two hands;23.0;7604.0;63.35833;8382.0;69.84167
Balancing on the right leg ;4.0;8382.0;69.84167;8702.0;72.50833
Jumping in place;14.0;8702.0;72.50833;9253.0;77.1
Putting left hand on the ground;30.0;9253.0;77.1;9746.0;81.20833
Side-stepping;13.0;9746.0;81.20833;10345.0;86.2
Pulling the bag;24.0;10345.0;86.2;11107.0;92.55
Standing on tiptoes;6.0;11107.0;92.55;11446.0;95.375
Jumping forward;18.0;11446.0;95.375;11924.0;99.35833
Putting right hand on the ground;31.0;11924.0;99.35833;12505.0;104.2
Hopping around on one leg;12.0;12505.0;104.2;13188.0;109.89167
Pulling the bag;24.0;13188.0;109.89167;13632.0;113.59167
Jumping on the left leg;16.0;13632.0;113.59167;14093.0;117.43333
Jumping to the side;17.0;14093.0;117.43333;14754.0;122.94167
Leaning to the side;28.0;14754.0;122.94167;15235.0;126.95
Walking backwards;10.0;15235.0;126.95;15691.0;130.75
Lifting the bag with one hand;22.0;15691.0;130.75;16582.0;138.175
Standing on heels;7.0;16582.0;138.175;16926.0;141.04167
Leaning forward;26.0;16926.0;141.04167;17509.0;145.9
Standing in T-pose;1.0;17509.0;145.9;17796.0;148.29339
