Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;445.0;3.7;876.0;7.29167
Doing squats;5.0;876.0;7.29167;1306.0;10.875
Walking on tiptoes;11.0;1306.0;10.875;2083.0;17.35
Pushing the bag;25.0;2083.0;17.35;2755.0;22.95
Balancing on the right leg ;4.0;2755.0;22.95;3153.0;26.26667
Jumping in place;14.0;3153.0;26.26667;3630.0;30.24167
Leaning forward;26.0;3630.0;30.24167;4110.0;34.24167
Jogging;9.0;4110.0;34.24167;4709.0;39.23333
Sitting on the stool;20.0;4709.0;39.23333;5543.0;46.18333
Standing on heels;7.0;5543.0;46.18333;5907.0;49.21667
Jumping on the right leg;15.0;5907.0;49.21667;6367.0;53.05
Leaning backward;27.0;6367.0;53.05;6868.0;57.225
Hopping around on one leg;12.0;6868.0;57.225;7561.0;63.0
Lifting the bag with one hand;22.0;7561.0;63.0;8358.0;69.64167
Standing on tiptoes;6.0;8358.0;69.64167;8735.0;72.78333
Jumping to the side;17.0;8735.0;72.78333;9165.0;76.36667
Leaning to the side;28.0;9165.0;76.36667;9626.0;80.20833
Side-stepping;13.0;9626.0;80.20833;10269.0;85.56667
Climbing the stairs;21.0;10269.0;85.56667;10755.0;89.61667
Standing upright without moving;2.0;10755.0;89.61667;11318.0;94.30833
Jumping forward;18.0;11318.0;94.30833;11805.0;98.36667
Putting left hand on the ground;30.0;11805.0;98.36667;12519.0;104.31667
Walking;8.0;12519.0;104.31667;12982.0;108.175
Lifting the bag with two hands;23.0;12982.0;108.175;13924.0;116.025
Jumping on the left leg;16.0;13924.0;116.025;14353.0;119.6
Balancing on the left leg ;3.0;14353.0;119.6;14656.0;122.125
Looking backward;29.0;14656.0;122.125;15162.0;126.34167
Walking backwards;10.0;15162.0;126.34167;15977.0;133.13333
Pulling the bag;24.0;15977.0;133.13333;16511.0;137.58333
Putting right hand on the ground;31.0;16511.0;137.58333;17570.0;146.40833
Standing in T-pose;1.0;17570.0;146.40833;17770.0;148.07622
