Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;8.75;2.25;8.25;1.75;0.5;0.0;0.25;0.0;2.0;0.0;0.25;0.0;0.0;2.75;0.25;0.0;-0.235352;0.013672;0.98877;-0.77;0.49;0.63;313.0;-0.200671;0.078102;4.0;6.25;4.75;4.5;1.0;1.0;0.0;0.25;0.75;0.5;1.0;0.5;0.25;2.0;0.5;0.5;-0.250488;0.030273;0.978027;-0.63;-0.98;0.7;311.0;-0.19071;-0.04994
0.01;8.75;2.25;8.5;1.75;0.75;0.0;0.25;0.0;1.75;0.0;0.25;0.0;0.0;2.75;0.5;0.0;-0.232422;0.015137;0.986816;-0.77;0.56;0.49;319.0;-0.200239;0.074407;4.0;6.25;4.75;4.5;1.0;1.0;0.0;0.25;0.75;0.5;1.0;0.5;0.25;2.0;0.5;0.5;-0.250488;0.030273;0.978027;-0.63;-0.98;0.7;311.0;-0.19071;-0.04994
0.02;8.5;2.5;8.5;1.75;0.75;0.0;0.25;0.0;1.75;0.0;0.0;0.0;0.0;2.75;0.5;0.0;-0.236816;0.009277;0.985352;-0.77;0.56;0.56;315.0;-0.204011;0.073901;4.0;6.25;4.75;4.5;1.0;1.0;0.0;0.25;0.75;0.5;1.0;0.5;0.25;2.0;0.5;0.5;-0.250488;0.030273;0.978027;-0.63;-0.98;0.7;311.0;-0.19071;-0.04994
0.03;8.5;2.5;8.75;1.75;0.75;0.0;0.25;0.0;1.25;0.0;0.0;0.0;0.0;2.75;0.5;0.0;-0.227051;0.010742;0.988281;-0.84;0.56;0.49;311.0;-0.215191;0.069447;4.0;6.25;4.75;4.5;1.0;1.0;0.0;0.25;0.75;0.5;1.0;0.5;0.25;2.0;0.5;0.5;-0.250488;0.030273;0.978027;-0.63;-0.98;0.7;311.0;-0.19071;-0.04994
0.04;8.5;2.25;8.5;1.75;0.75;0.0;0.25;0.0;1.25;0.0;0.0;0.0;0.0;2.75;0.5;0.0;-0.227539;0.010742;0.994629;-0.77;0.56;0.56;306.0;-0.213029;0.071191;4.0;6.25;4.75;4.5;1.0;1.0;0.0;0.25;0.75;0.5;1.0;0.5;0.25;2.0;0.5;0.5;-0.250488;0.030273;0.978027;-0.63;-0.98;0.7;311.0;-0.19071;-0.04994
0.05;8.75;2.25;8.5;1.75;0.75;0.0;0.25;0.0;1.5;0.25;0.0;0.0;0.0;2.75;0.25;0.0;-0.229004;0.013184;0.987305;-0.77;0.42;0.63;312.0;-0.210946;0.075202;4.0;6.25;4.75;4.5;1.0;0.5;0.0;0.25;0.75;0.5;1.0;0.5;0.25;2.0;0.75;0.5;-0.245605;0.019531;0.980469;-0.56;-0.84;0.77;308.0;-0.18589;-0.045938
0.06;8.75;2.5;8.5;1.75;0.75;0.0;0.25;0.0;1.25;0.0;0.0;0.0;0.0;2.75;0.25;0.0;-0.228027;0.012695;0.986328;-0.7;0.49;0.56;308.0;-0.222212;0.071023;3.75;6.25;4.75;4.5;1.0;0.75;0.0;0.25;0.5;0.5;1.25;0.5;0.25;1.75;0.5;0.5;-0.246094;0.026367;0.972656;-0.7;-0.91;0.7;303.0;-0.195075;-0.055434
0.07;8.75;2.25;8.5;1.75;0.75;0.0;0.25;0.0;1.75;0.0;0.0;0.0;0.0;2.75;0.0;0.0;-0.231934;0.005859;0.990234;-0.77;0.42;0.56;310.0;-0.215412;0.079057;4.0;6.25;4.75;4.5;1.0;0.75;0.0;0.25;0.5;0.75;1.0;0.75;0.25;2.25;0.25;0.25;-0.249023;0.03125;0.975586;-0.77;-0.91;0.77;309.0;-0.192225;-0.049518
0.08;9.0;2.25;8.5;1.75;0.75;0.0;0.25;0.0;1.75;0.0;0.0;0.0;0.0;2.5;0.0;0.0;-0.230957;0.013184;0.985352;-0.77;0.49;0.49;311.0;-0.221819;0.078591;4.0;6.25;4.75;4.75;1.0;0.75;0.0;0.25;0.5;0.5;1.0;0.75;0.25;1.75;0.5;0.25;-0.247559;0.02832;0.974121;-0.63;-0.98;0.7;307.0;-0.200708;-0.056022
0.09;9.0;2.5;8.5;1.75;0.75;0.0;0.25;0.0;1.5;0.25;0.0;0.0;0.0;2.75;0.25;0.0;-0.23291;0.012695;0.97998;-0.7;0.56;0.56;317.0;-0.214293;0.073588;3.75;6.0;4.5;4.5;1.0;0.75;0.0;0.25;0.5;0.5;0.75;0.75;0.25;1.75;0.5;0.25;-0.247559;0.025879;0.976074;-0.63;-0.91;0.77;293.0;-0.199494;-0.055866
