Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;574.0;4.775;1094.0;9.10833
Standing on tiptoes;6.0;1094.0;9.10833;1369.0;11.4
Side-stepping;13.0;1369.0;11.4;2208.0;18.39167
Lifting the bag with two hands;23.0;2208.0;18.39167;2564.0;21.35833
Standing on heels;7.0;2564.0;21.35833;3334.0;27.775
Balancing on the left leg ;3.0;3334.0;27.775;3819.0;31.81667
Putting left hand on the ground;30.0;3819.0;31.81667;4176.0;34.79167
Hopping around on one leg;12.0;4176.0;34.79167;5006.0;41.70833
Pushing the bag;25.0;5006.0;41.70833;5467.0;45.55
Standing upright without moving;2.0;5467.0;45.55;5971.0;49.75
Jumping in place;14.0;5971.0;49.75;6433.0;53.6
Leaning to the side;28.0;6433.0;53.6;6936.0;57.79167
Walking on tiptoes;11.0;6936.0;57.79167;7694.0;64.10833
Lifting the bag with one hand;22.0;7694.0;64.10833;8188.0;68.225
Doing squats;5.0;8188.0;68.225;8809.0;73.4
Jumping to the side;17.0;8809.0;73.4;9182.0;76.50833
Leaning backward;27.0;9182.0;76.50833;9631.0;80.25
Walking backwards;10.0;9631.0;80.25;10336.0;86.125
Pulling the bag;24.0;10336.0;86.125;10934.0;91.10833
Jumping on the left leg;16.0;10934.0;91.10833;11473.0;95.6
Jumping backward;19.0;11473.0;95.6;11890.0;99.075
Looking backward;29.0;11890.0;99.075;12539.0;104.48333
Walking;8.0;12539.0;104.48333;13217.0;110.13333
Sitting on the stool;20.0;13217.0;110.13333;13707.0;114.21667
Balancing on the right leg ;4.0;13707.0;114.21667;14341.0;119.5
Jumping forward;18.0;14341.0;119.5;14670.0;122.24167
Putting right hand on the ground;31.0;14670.0;122.24167;15220.0;126.825
Jogging;9.0;15220.0;126.825;15953.0;132.93333
Climbing the stairs;21.0;15953.0;132.93333;16476.0;137.29167
Jumping on the right leg;15.0;16476.0;137.29167;17006.0;141.70833
Leaning forward;26.0;17006.0;141.70833;17395.0;144.95
Standing in T-pose;1.0;17395.0;144.95;17798.0;148.3075
