Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;6.0;3.25;2.5;2.25;0.25;0.5;0.0;0.25;1.0;0.5;0.5;0.5;0.5;0.75;0.25;0.25;-0.200195;0.020508;0.996582;-0.77;0.63;0.49;219.0;-0.207172;-0.019119;5.0;4.25;3.0;4.0;0.5;2.0;0.0;1.0;0.25;0.5;0.75;0.75;1.5;1.25;0.5;0.5;-0.228027;0.036621;0.981934;-0.84;-1.12;0.7;291.0;-0.178968;-0.100209
0.01;6.0;3.25;2.5;2.25;0.25;0.5;0.0;0.25;1.0;0.5;0.5;0.5;0.5;0.75;0.25;0.25;-0.200195;0.020508;0.996582;-0.77;0.63;0.49;219.0;-0.207172;-0.019119;4.75;4.25;3.0;3.75;0.5;2.0;0.0;1.0;0.25;0.5;0.75;0.5;1.5;0.5;0.75;0.5;-0.229492;0.037109;0.980469;-0.84;-0.91;0.77;279.0;-0.188287;-0.105732
0.02;6.0;3.25;2.5;2.25;0.25;0.5;0.0;0.25;1.0;0.5;0.5;0.5;0.5;0.75;0.25;0.25;-0.200195;0.020508;0.996582;-0.77;0.63;0.49;219.0;-0.207172;-0.019119;4.5;4.25;3.0;3.5;0.5;2.25;0.0;1.0;0.25;0.5;0.75;0.5;1.5;0.5;0.75;0.25;-0.224609;0.042969;0.980469;-0.7;-0.98;0.7;274.0;-0.187556;-0.107335
0.03;6.0;3.25;2.5;2.25;0.25;0.5;0.0;0.25;1.0;0.5;0.5;0.5;0.5;0.75;0.25;0.25;-0.200195;0.020508;0.996582;-0.77;0.63;0.49;219.0;-0.207172;-0.019119;4.5;4.25;3.0;3.75;0.5;1.75;0.0;1.0;0.25;0.5;0.5;0.5;1.5;0.75;0.75;0.25;-0.229004;0.041016;0.983887;-0.7;-1.05;0.77;271.0;-0.188662;-0.102464
0.04;6.0;3.25;2.5;2.25;0.25;0.5;0.0;0.25;1.0;0.5;0.5;0.5;0.5;0.75;0.25;0.25;-0.200195;0.020508;0.996582;-0.77;0.63;0.49;219.0;-0.207172;-0.019119;4.5;4.25;3.0;3.75;0.5;1.75;0.0;1.0;0.5;0.25;0.5;0.5;1.25;0.5;0.5;0.25;-0.231445;0.040039;0.979004;-0.7;-0.98;0.84;264.0;-0.202215;-0.098627
0.05;6.0;3.25;2.5;2.25;0.25;0.5;0.0;0.25;1.0;0.5;0.5;0.5;0.5;0.75;0.25;0.25;-0.200195;0.020508;0.996582;-0.77;0.63;0.49;219.0;-0.207172;-0.019119;4.75;4.25;3.0;4.0;0.5;2.0;0.0;1.0;0.5;0.25;0.5;0.5;1.25;0.5;0.5;0.25;-0.233887;0.041504;0.983398;-0.63;-1.12;0.77;273.0;-0.204694;-0.099764
0.06;6.0;3.25;2.5;2.25;0.25;0.5;0.0;0.25;1.0;0.5;0.5;0.5;0.5;0.75;0.25;0.25;-0.200195;0.020508;0.996582;-0.77;0.63;0.49;219.0;-0.207172;-0.019119;4.75;4.5;3.0;4.0;0.5;1.5;0.0;1.0;0.25;0.25;0.5;0.5;1.5;0.5;0.5;0.5;-0.222168;0.033203;0.978027;-0.56;-0.98;0.84;270.0;-0.207578;-0.105864
0.07;6.0;3.25;2.5;2.25;0.25;0.5;0.0;0.25;1.0;0.5;0.5;0.5;0.5;0.75;0.25;0.25;-0.200195;0.020508;0.996582;-0.77;0.63;0.49;219.0;-0.207172;-0.019119;4.75;4.25;3.0;4.0;0.5;1.75;0.0;1.0;0.0;0.25;0.25;0.5;1.25;0.75;0.5;0.5;-0.229004;0.040039;0.981934;-0.56;-1.05;0.77;263.0;-0.213861;-0.106547
0.08;6.0;3.25;2.5;2.25;0.25;0.5;0.0;0.25;1.0;0.5;0.5;0.5;0.5;0.75;0.25;0.25;-0.200195;0.020508;0.996582;-0.77;0.63;0.49;219.0;-0.207172;-0.019119;4.75;4.25;3.0;4.0;0.5;1.75;0.0;1.0;0.0;0.25;0.5;0.5;1.25;0.5;0.5;0.25;-0.234863;0.038086;0.983887;-0.7;-1.05;0.7;263.0;-0.217849;-0.107995
0.09;6.0;3.25;2.5;2.25;0.25;0.5;0.0;0.25;1.0;0.5;0.5;0.5;0.5;0.75;0.25;0.25;-0.200195;0.020508;0.996582;-0.77;0.63;0.49;219.0;-0.207172;-0.019119;4.75;4.25;3.0;4.0;0.5;1.75;0.0;1.0;0.25;0.25;0.25;0.5;1.25;0.5;0.5;0.25;-0.229492;0.035156;0.980957;-0.77;-0.98;0.77;263.0;-0.216228;-0.102715
