Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;593.0;4.93333;1471.0;12.25
Jogging;9.0;1471.0;12.25;2182.0;18.175
Pushing the bag;25.0;2182.0;18.175;3144.0;26.19167
Balancing on the right leg ;4.0;3144.0;26.19167;3532.0;29.425
Jumping to the side;17.0;3532.0;29.425;3956.0;32.95833
Putting right hand on the ground;31.0;3956.0;32.95833;4643.0;38.68333
Hopping around on one leg;12.0;4643.0;38.68333;5117.0;42.63333
Lifting the bag with two hands;23.0;5117.0;42.63333;6142.0;51.175
Standing on tiptoes;6.0;6142.0;51.175;6489.0;54.06667
Jumping backward;19.0;6489.0;54.06667;6771.0;56.41667
Leaning to the side;28.0;6771.0;56.41667;7510.0;62.575
Walking on tiptoes;11.0;7510.0;62.575;8221.0;68.5
Sitting on the stool;20.0;8221.0;68.5;9093.0;75.76667
Doing squats;5.0;9093.0;75.76667;9488.0;79.05833
Balancing on the left leg ;3.0;9488.0;79.05833;10063.0;83.85
Putting left hand on the ground;30.0;10063.0;83.85;10539.0;87.81667
Walking;8.0;10539.0;87.81667;11089.0;92.4
Lifting the bag with one hand;22.0;11089.0;92.4;12031.0;100.25
Standing on heels;7.0;12031.0;100.25;12405.0;103.36667
Jumping on the right leg;15.0;12405.0;103.36667;12943.0;107.85
Leaning forward;26.0;12943.0;107.85;13440.0;111.99167
Side-stepping;13.0;13440.0;111.99167;14144.0;117.85833
Pulling the bag;24.0;14144.0;117.85833;14872.0;123.925
Jumping on the left leg;16.0;14872.0;123.925;15372.0;128.09167
Jumping in place;14.0;15372.0;128.09167;15824.0;131.85833
Leaning backward;27.0;15824.0;131.85833;16406.0;136.70833
Walking backwards;10.0;16406.0;136.70833;17190.0;143.24167
Climbing the stairs;21.0;17190.0;143.24167;17513.0;145.93333
Jumping forward;18.0;17513.0;145.93333;18074.0;150.60833
Looking backward;29.0;18074.0;150.60833;18847.0;157.05
Standing in T-pose;1.0;18847.0;157.05;18957.0;157.97051
