Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;363.0;3.01667;840.0;6.99167
Leaning forward;26.0;840.0;6.99167;1392.0;11.59167
Jogging;9.0;1392.0;11.59167;1952.0;16.25833
Lifting the bag with two hands;23.0;1952.0;16.25833;2466.0;20.54167
Doing squats;5.0;2466.0;20.54167;3058.0;25.475
Jumping forward;18.0;3058.0;25.475;3379.0;28.15
Leaning to the side;28.0;3379.0;28.15;4159.0;34.65
Hopping around on one leg;12.0;4159.0;34.65;4559.0;37.98333
Climbing the stairs;21.0;4559.0;37.98333;5455.0;45.45
Balancing on the right leg ;4.0;5455.0;45.45;5931.0;49.41667
Jumping in place;14.0;5931.0;49.41667;6334.0;52.775
Looking backward;29.0;6334.0;52.775;6852.0;57.09167
Walking;8.0;6852.0;57.09167;7841.0;65.33333
Lifting the bag with one hand;22.0;7841.0;65.33333;8279.0;68.98333
Standing on tiptoes;6.0;8279.0;68.98333;8695.0;72.45
Jumping on the right leg;15.0;8695.0;72.45;9222.0;76.84167
Putting right hand on the ground;31.0;9222.0;76.84167;9707.0;80.88333
Side-stepping;13.0;9707.0;80.88333;10422.0;86.84167
Pulling the bag;24.0;10422.0;86.84167;10932.0;91.09167
Jumping on the left leg;16.0;10932.0;91.09167;11456.0;95.45833
Balancing on the left leg ;3.0;11456.0;95.45833;11970.0;99.74167
Putting left hand on the ground;30.0;11970.0;99.74167;12492.0;104.09167
Walking on tiptoes;11.0;12492.0;104.09167;13170.0;109.74167
Pushing the bag;25.0;13170.0;109.74167;13818.0;115.14167
Standing upright without moving;2.0;13818.0;115.14167;14226.0;118.54167
Jumping to the side;17.0;14226.0;118.54167;14505.0;120.86667
Leaning backward;27.0;14505.0;120.86667;15149.0;126.23333
Walking backwards;10.0;15149.0;126.23333;15758.0;131.30833
Sitting on the stool;20.0;15758.0;131.30833;16640.0;138.65833
Standing on heels;7.0;16640.0;138.65833;17000.0;141.65833
Jumping backward;19.0;17000.0;141.65833;17284.0;144.025
Standing in T-pose;1.0;17284.0;144.025;17684.0;147.36047
