Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;221.0;1.83333;870.0;7.24167
Leaning forward;26.0;870.0;7.24167;1222.0;10.175
Side-stepping;13.0;1222.0;10.175;2047.0;17.05
Lifting the bag with two hands;23.0;2047.0;17.05;2550.0;21.24167
Jumping on the left leg;16.0;2550.0;21.24167;2991.0;24.91667
Jumping to the side;17.0;2991.0;24.91667;3560.0;29.65833
Putting right hand on the ground;31.0;3560.0;29.65833;4081.0;34.0
Hopping around on one leg;12.0;4081.0;34.0;4780.0;39.825
Climbing the stairs;21.0;4780.0;39.825;5340.0;44.49167
Standing on tiptoes;6.0;5340.0;44.49167;5900.0;49.15833
Jumping forward;18.0;5900.0;49.15833;6280.0;52.325
Looking backward;29.0;6280.0;52.325;6721.0;56.0
Walking backwards;10.0;6721.0;56.0;7630.0;63.575
Pushing the bag;25.0;7630.0;63.575;8084.0;67.35833
Standing upright without moving;2.0;8084.0;67.35833;8667.0;72.21667
Jumping backward;19.0;8667.0;72.21667;9108.0;75.89167
Leaning backward;27.0;9108.0;75.89167;9498.0;79.14167
Jogging;9.0;9498.0;79.14167;10353.0;86.26667
Pulling the bag;24.0;10353.0;86.26667;10874.0;90.60833
Balancing on the right leg ;4.0;10874.0;90.60833;11489.0;95.73333
Jumping in place;14.0;11489.0;95.73333;11837.0;98.63333
Leaning to the side;28.0;11837.0;98.63333;12302.0;102.50833
Walking;8.0;12302.0;102.50833;13179.0;109.81667
Lifting the bag with one hand;22.0;13179.0;109.81667;13711.0;114.25
Doing squats;5.0;13711.0;114.25;14253.0;118.76667
Balancing on the left leg ;3.0;14253.0;118.76667;14696.0;122.45833
Putting left hand on the ground;30.0;14696.0;122.45833;15094.0;125.775
Walking on tiptoes;11.0;15094.0;125.775;16007.0;133.38333
Sitting on the stool;20.0;16007.0;133.38333;16496.0;137.45833
Standing on heels;7.0;16496.0;137.45833;17016.0;141.79167
Jumping on the right leg;15.0;17016.0;141.79167;17481.0;145.66667
Standing in T-pose;1.0;17481.0;145.66667;17758.0;147.97756
