Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;532.0;4.425;969.0;8.06667
Jumping in place;14.0;969.0;8.06667;1252.0;10.425
Hopping around on one leg;12.0;1252.0;10.425;2157.0;17.96667
Lifting the bag with two hands;23.0;2157.0;17.96667;2739.0;22.81667
Doing squats;5.0;2739.0;22.81667;3147.0;26.21667
Jumping to the side;17.0;3147.0;26.21667;3604.0;30.025
Putting left hand on the ground;30.0;3604.0;30.025;4150.0;34.575
Side-stepping;13.0;4150.0;34.575;4963.0;41.35
Sitting on the stool;20.0;4963.0;41.35;5707.0;47.55
Jumping on the left leg;16.0;5707.0;47.55;6040.0;50.325
Jumping forward;18.0;6040.0;50.325;6345.0;52.86667
Leaning forward;26.0;6345.0;52.86667;7123.0;59.35
Walking backwards;10.0;7123.0;59.35;7803.0;65.01667
Pushing the bag;25.0;7803.0;65.01667;8211.0;68.41667
Standing upright without moving;2.0;8211.0;68.41667;8816.0;73.45833
Jumping backward;19.0;8816.0;73.45833;9205.0;76.7
Leaning backward;27.0;9205.0;76.7;9897.0;82.46667
Walking on tiptoes;11.0;9897.0;82.46667;10717.0;89.3
Climbing the stairs;21.0;10717.0;89.3;11222.0;93.50833
Standing on heels;7.0;11222.0;93.50833;11662.0;97.175
Balancing on the left leg ;3.0;11662.0;97.175;12093.0;100.76667
Putting right hand on the ground;31.0;12093.0;100.76667;12625.0;105.2
Jogging;9.0;12625.0;105.2;13196.0;109.95833
Pulling the bag;24.0;13196.0;109.95833;13531.0;112.75
Standing on tiptoes;6.0;13531.0;112.75;14503.0;120.85
Jumping on the right leg;15.0;14503.0;120.85;14806.0;123.375
Leaning to the side;28.0;14806.0;123.375;15392.0;128.25833
Walking;8.0;15392.0;128.25833;16007.0;133.38333
Lifting the bag with one hand;22.0;16007.0;133.38333;16500.0;137.49167
Balancing on the right leg ;4.0;16500.0;137.49167;17130.0;142.74167
Looking backward;29.0;17130.0;142.74167;17700.0;147.49167
Standing in T-pose;1.0;17700.0;147.49167;18155.0;151.28057
