Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;484.0;4.025;1040.0;8.65833
Jumping to the side;17.0;1040.0;8.65833;1333.0;11.1
Hopping around on one leg;12.0;1333.0;11.1;2094.0;17.44167
Lifting the bag with two hands;23.0;2094.0;17.44167;2608.0;21.725
Standing on heels;7.0;2608.0;21.725;3224.0;26.85833
Jumping backward;19.0;3224.0;26.85833;3573.0;29.76667
Putting right hand on the ground;31.0;3573.0;29.76667;4274.0;35.60833
Walking on tiptoes;11.0;4274.0;35.60833;4985.0;41.53333
Pulling the bag;24.0;4985.0;41.53333;5398.0;44.975
Doing squats;5.0;5398.0;44.975;5894.0;49.10833
Jumping on the right leg;15.0;5894.0;49.10833;6441.0;53.66667
Leaning backward;27.0;6441.0;53.66667;6813.0;56.76667
Walking;8.0;6813.0;56.76667;7772.0;64.75833
Climbing the stairs;21.0;7772.0;64.75833;8246.0;68.70833
Standing on tiptoes;6.0;8246.0;68.70833;8826.0;73.54167
Jumping in place;14.0;8826.0;73.54167;9133.0;76.1
Leaning to the side;28.0;9133.0;76.1;9748.0;81.225
Jogging;9.0;9748.0;81.225;10402.0;86.675
Pushing the bag;25.0;10402.0;86.675;10896.0;90.79167
Standing upright without moving;2.0;10896.0;90.79167;11358.0;94.64167
Jumping forward;18.0;11358.0;94.64167;11912.0;99.25833
Putting left hand on the ground;30.0;11912.0;99.25833;12570.0;104.74167
Walking backwards;10.0;12570.0;104.74167;13206.0;110.04167
Sitting on the stool;20.0;13206.0;110.04167;13900.0;115.825
Jumping on the left leg;16.0;13900.0;115.825;14304.0;119.19167
Balancing on the left leg ;3.0;14304.0;119.19167;14822.0;123.50833
Leaning forward;26.0;14822.0;123.50833;15299.0;127.48333
Side-stepping;13.0;15299.0;127.48333;15907.0;132.55
Lifting the bag with one hand;22.0;15907.0;132.55;16419.0;136.81667
Balancing on the right leg ;4.0;16419.0;136.81667;17080.0;142.325
Looking backward;29.0;17080.0;142.325;17542.0;146.175
Standing in T-pose;1.0;17542.0;146.175;17793.0;148.26485
