Name;Class;Frame Start;Timestamp Start;Frame End;Timestamp End
Standing in T-pose;1.0;342.0;2.84167;1089.0;9.06667
Balancing on the left leg ;3.0;1089.0;9.06667;1466.0;12.20833
Jogging;9.0;1466.0;12.20833;1964.0;16.35833
Lifting the bag with one hand;22.0;1964.0;16.35833;2511.0;20.91667
Doing squats;5.0;2511.0;20.91667;3123.0;26.01667
Jumping to the side;17.0;3123.0;26.01667;3514.0;29.275
Looking backward;29.0;3514.0;29.275;4218.0;35.14167
Walking backwards;10.0;4218.0;35.14167;4886.0;40.70833
Pulling the bag;24.0;4886.0;40.70833;5313.0;44.26667
Balancing on the right leg ;4.0;5313.0;44.26667;6017.0;50.13333
Jumping on the right leg;15.0;6017.0;50.13333;6415.0;53.45
Putting left hand on the ground;30.0;6415.0;53.45;6956.0;57.95833
Walking on tiptoes;11.0;6956.0;57.95833;7603.0;63.35
Climbing the stairs;21.0;7603.0;63.35;8115.0;67.61667
Standing on heels;7.0;8115.0;67.61667;8762.0;73.00833
Jumping backward;19.0;8762.0;73.00833;9125.0;76.03333
Leaning forward;26.0;9125.0;76.03333;9758.0;81.30833
Side-stepping;13.0;9758.0;81.30833;10156.0;84.625
Pushing the bag;25.0;10156.0;84.625;10675.0;88.95
Standing upright without moving;2.0;10675.0;88.95;11123.0;92.68333
Jumping on the left leg;16.0;11123.0;92.68333;11493.0;95.76667
Jumping in place;14.0;11493.0;95.76667;11727.0;97.71667
Leaning backward;27.0;11727.0;97.71667;12524.0;104.35833
Hopping around on one leg;12.0;12524.0;104.35833;13036.0;108.625
Lifting the bag with two hands;23.0;13036.0;108.625;13647.0;113.71667
Standing on tiptoes;6.0;13647.0;113.71667;14287.0;119.05
Jumping forward;18.0;14287.0;119.05;14579.0;121.48333
Leaning to the side;28.0;14579.0;121.48333;15304.0;127.525
Walking;8.0;15304.0;127.525;15866.0;132.20833
Sitting on the stool;20.0;15866.0;132.20833;16520.0;137.65833
Standing upright without moving;2.0;16520.0;137.65833;17045.0;142.03333
Putting right hand on the ground;31.0;17045.0;142.03333;17516.0;145.95833
Standing in T-pose;1.0;17516.0;145.95833;17769.0;148.06754
