Time;left pressure 1[N/cm²];left pressure 2[N/cm²];left pressure 3[N/cm²];left pressure 4[N/cm²];left pressure 5[N/cm²];left pressure 6[N/cm²];left pressure 7[N/cm²];left pressure 8[N/cm²];left pressure 9[N/cm²];left pressure 10[N/cm²];left pressure 11[N/cm²];left pressure 12[N/cm²];left pressure 13[N/cm²];left pressure 14[N/cm²];left pressure 15[N/cm²];left pressure 16[N/cm²];left acceleration X[g];left acceleration Y[g];left acceleration Z[g];left angular X[dps];left angular Y[dps];left angular Z[dps];left total force[N];left center of pressure X[-0.5...+0.5];left center of pressure Y[-0.5...+0.5];right pressure 1[N/cm²];right pressure 2[N/cm²];right pressure 3[N/cm²];right pressure 4[N/cm²];right pressure 5[N/cm²];right pressure 6[N/cm²];right pressure 7[N/cm²];right pressure 8[N/cm²];right pressure 9[N/cm²];right pressure 10[N/cm²];right pressure 11[N/cm²];right pressure 12[N/cm²];right pressure 13[N/cm²];right pressure 14[N/cm²];right pressure 15[N/cm²];right pressure 16[N/cm²];right acceleration X[g];right acceleration Y[g];right acceleration Z[g];right angular X[dps];right angular Y[dps];right angular Z[dps];right total force[N];right center of pressure X[-0.5...+0.5];right center of pressure Y[-0.5...+0.5]
0.0;8.25;6.0;6.0;3.75;0.25;0.0;0.25;0.0;1.25;0.5;0.75;0.5;0.0;1.0;0.5;0.25;-0.230957;0.017578;0.983887;-0.07;0.14;0.77;333.0;-0.238259;0.003016;3.25;8.25;3.25;6.25;0.5;1.25;0.0;0.25;1.0;0.75;1.0;0.75;0.5;1.75;0.5;0.5;-0.250977;0.030762;0.972168;0.42;-0.49;0.91;332.0;-0.191523;-0.085961
0.01;8.25;6.0;6.0;3.75;0.25;0.0;0.25;0.0;1.25;0.25;0.75;0.5;0.0;1.0;0.5;0.25;-0.236328;0.019043;0.987793;-0.35;-0.0;0.77;331.0;-0.242374;0.002492;3.0;8.25;3.25;6.25;0.5;1.0;0.0;0.25;0.75;0.5;1.0;0.75;0.5;1.5;0.0;0.5;-0.245605;0.02832;0.970215;0.35;-0.42;0.84;312.0;-0.214561;-0.093474
0.02;8.25;6.5;6.0;3.75;0.25;0.0;0.25;0.0;1.25;0.25;0.75;0.5;0.0;1.0;0.5;0.25;-0.228516;0.020996;0.981934;-0.28;-0.0;0.84;336.0;-0.244991;-4e-05;3.0;8.25;3.25;6.25;0.5;1.0;0.0;0.25;0.75;0.5;1.0;0.75;0.5;1.5;0.0;0.25;-0.248535;0.027344;0.97998;0.35;-0.49;0.7;310.0;-0.217305;-0.092424
0.03;8.25;6.75;6.0;4.25;0.25;0.0;0.25;0.0;1.25;0.25;0.75;0.5;0.0;1.0;0.25;0.25;-0.234863;0.019531;0.989258;-0.0;-0.07;0.98;341.0;-0.252486;-0.004526;3.0;8.0;3.0;6.0;0.5;1.0;0.0;0.25;0.25;0.5;0.75;0.75;0.25;1.25;0.0;0.25;-0.250977;0.030273;0.974609;0.14;-0.49;0.7;287.0;-0.238789;-0.100383
0.04;8.25;6.75;6.25;4.25;0.0;0.0;0.25;0.0;1.5;0.25;1.0;0.5;0.0;1.0;0.25;0.0;-0.234375;0.018066;0.977539;0.14;-0.07;0.91;346.0;-0.247119;-0.000989;3.0;8.0;3.0;6.0;0.25;1.0;0.0;0.25;0.25;0.5;0.75;0.75;0.25;1.0;0.0;0.25;-0.250488;0.028809;0.976562;-0.0;-0.42;0.7;282.0;-0.245364;-0.104395
0.05;8.75;7.0;6.5;4.5;0.25;0.0;0.25;0.0;1.5;0.25;1.0;0.25;0.0;1.0;0.25;0.0;-0.229004;0.016602;0.986816;0.77;-0.28;1.05;361.0;-0.253878;0.001358;3.0;7.75;2.75;6.0;0.25;0.75;0.0;0.25;0.25;0.5;0.75;0.25;0.25;1.0;0.0;0.25;-0.250977;0.030762;0.970215;-0.0;-0.56;0.7;267.0;-0.254349;-0.100031
0.06;8.75;7.0;6.5;4.75;0.25;0.0;0.25;0.0;1.75;0.5;1.0;0.25;0.0;1.0;0.25;0.0;-0.234375;0.02002;0.986816;1.26;-0.21;1.05;370.0;-0.245423;0.002643;3.0;7.5;2.5;5.5;0.25;0.75;0.0;0.25;0.25;0.5;0.75;0.25;0.25;1.25;0.0;0.25;-0.244629;0.031738;0.976562;-0.0;-0.42;0.77;258.0;-0.245866;-0.096226
0.07;8.5;7.0;6.5;4.75;0.25;0.25;0.25;0.0;1.75;0.75;0.75;0.25;0.0;1.25;0.25;0.25;-0.226562;0.016113;0.983398;1.54;-0.35;1.05;374.0;-0.236916;0.000854;2.75;7.5;2.75;5.5;0.25;1.0;0.0;0.25;0.25;0.5;0.75;0.5;0.25;0.75;0.0;0.25;-0.25293;0.033203;0.97168;0.07;-0.49;0.77;260.0;-0.250032;-0.105412
0.08;8.5;7.25;6.5;5.25;0.25;0.0;0.25;0.0;1.75;0.25;1.0;0.5;0.0;1.0;0.5;0.25;-0.233887;0.016113;0.981445;1.47;-0.28;1.05;380.0;-0.238951;-0.007448;2.25;7.5;2.75;5.5;0.25;0.75;0.0;0.25;0.25;0.5;0.75;0.5;0.25;0.75;0.0;0.0;-0.254395;0.027344;0.974609;-0.0;-0.42;0.77;250.0;-0.251346;-0.107039
0.09;8.75;7.25;7.0;5.0;0.25;0.0;0.25;0.0;1.75;0.25;1.25;0.5;0.0;1.0;0.5;0.25;-0.229004;0.01709;0.987305;1.4;-0.14;1.12;389.0;-0.236769;-0.004206;2.5;7.5;2.5;5.5;0.25;0.75;0.0;0.25;0.25;0.5;0.75;0.5;0.25;0.75;0.0;0.0;-0.255859;0.032227;0.973145;-0.07;-0.49;0.7;249.0;-0.252898;-0.106991
